x,y
1764370856.239556,415,822
1764370856.2729218,424,820
1764370856.310445,427,809
1764370856.3440163,431,815
1764370856.3788702,437,808
1764370856.4184694,443,813
1764370856.4536984,436,819
1764370856.4832623,432,824
1764370856.512813,430,828
1764370856.5432837,432,827
1764370856.5728772,437,825
1764370856.608442,445,823
1764370856.6488109,448,819
1764370856.6731482,442,823
1764370856.70799,431,823
1764370856.738858,422,824
1764370856.7878976,414,829
1764370856.827999,414,829
1764370856.8536851,422,824
1764370856.8828802,428,814
1764370856.913692,427,800
1764370856.943588,422,796
1764370856.9780707,425,793
1764370857.0136082,431,786
1764370857.048466,428,789
1764370857.0836499,421,792
1764370857.113873,419,790
1764370857.1531975,423,787
1764370857.1883311,423,790
1764370857.2188284,415,785
1764370857.248951,411,785
1764370857.287971,424,788
1764370857.3287535,428,791
1764370857.3533344,439,792
1764370857.3837702,441,795
1764370857.4239204,438,806
1764370857.4628718,443,812
1764370857.4987054,448,814
1764370857.5386205,467,786
1764370857.5728781,470,779
1764370857.6028433,476,770
1764370857.633073,478,777
1764370857.6627982,472,781
1764370857.693082,479,784
1764370857.7226853,476,783
1764370857.7531273,464,785
1764370857.7932944,456,789
1764370857.833146,468,787
1764370857.8535552,487,777
1764370857.8886669,488,772
1764370857.9187317,491,768
1764370857.9528902,482,766
1764370857.9830527,480,767
1764370858.0168738,472,756
1764370858.048416,465,748
1764370858.0782936,467,741
1764370858.118642,467,749
1764370858.1535656,417,730
1764370858.1832983,428,729
1764370858.2330902,430,733
1764370858.2746506,438,726
1764370858.2931747,433,725
1764370858.332951,421,729
1764370858.3588498,420,726
1764370858.3977304,417,734
1764370858.4377046,422,737
1764370858.4583843,436,749
1764370858.497763,439,749
1764370858.5228207,440,741
1764370858.558288,433,742
1764370858.5984938,438,742
1764370858.6387343,440,804
1764370858.672924,446,813
1764370858.703472,435,831
1764370858.7332678,436,821
1764370858.767846,437,830
1764370858.7976704,438,836
1764370858.8343124,440,841
1764370858.8578286,440,844
1764370858.887718,445,837
1764370858.9176855,444,835
1764370858.9626784,446,836
1764370859.0028918,451,841
1764370859.0233605,447,845
1764370859.052961,442,848
1764370859.082711,441,847
1764370859.1208267,429,853
1764370859.1534336,433,846
1764370859.1878667,420,848
1764370859.2227771,423,843
1764370859.2578769,431,840
1764370859.2884243,426,845
1764370859.3185139,430,838
1764370859.3527465,425,841
1764370859.388248,432,842
1764370859.4182198,422,841
1764370859.4585035,412,842
1764370859.4832804,413,840
1764370859.5337708,411,842
1764370859.5785508,407,834
1764370859.6025286,389,829
1764370859.628037,395,831
1764370859.6578155,395,825
1764370859.6980577,395,814
1764370859.7343857,389,804
1764370859.7725413,393,805
1764370859.8028464,392,812
1764370859.8328166,391,812
1764370859.8631616,397,807
1764370859.8986151,393,798
1764370859.9280925,386,800
1764370859.9583611,391,795
1764370859.9876635,396,799
1764370860.0230632,399,799
1764370860.0586638,409,801
1764370860.0880926,407,809
1764370860.1230495,419,803
1764370860.163523,410,799
1764370860.1877522,398,790
