x,y
1764370785.8229601,686,1056
1764370785.8582187,688,1056
1764370785.8872995,687,1055
1764370785.923277,685,1054
1764370785.9478016,685,1052
1764370785.9875274,687,1049
1764370786.0126069,683,1042
1764370786.0427442,687,1045
1764370786.0727801,689,1051
1764370786.1086638,703,1058
1764370786.1381698,701,1064
1764370786.1728203,696,1063
1764370786.2027943,697,1063
1764370786.2377772,697,1068
1764370786.2731001,695,1073
1764370786.3125584,690,1074
1764370786.3429732,686,1074
1764370786.3736384,689,1068
1764370786.4075632,687,1070
1764370786.4393384,681,1083
1764370786.4772756,692,1080
1764370786.5132003,698,1077
1764370786.5376816,705,1073
1764370786.572971,708,1075
1764370786.6085966,702,1067
1764370786.6377254,698,1065
1764370786.6732407,697,1066
1764370786.7072773,700,1068
1764370786.7428987,705,1072
1764370786.7824574,699,1053
1764370786.8075535,708,1056
1764370786.8526418,707,1055
1764370786.8994823,704,1058
1764370786.9372416,705,1065
1764370786.9624057,710,1065
1764370786.9924905,714,1059
1764370787.0227716,704,1054
1764370787.0527782,691,1056
1764370787.087893,690,1055
1764370787.1182153,693,1055
1764370787.1472352,695,1057
1764370787.1779659,699,1062
1764370787.2174566,705,1066
1764370787.2425368,707,1067
1764370787.280055,700,1060
1764370787.3132179,697,1062
1764370787.343337,701,1071
1764370787.3833773,700,1075
1764370787.4232032,706,1073
1764370787.4472506,712,1066
1764370787.478296,718,1067
1764370787.512325,720,1067
1764370787.5529673,721,1063
1764370787.5875134,714,1057
1764370787.6123276,707,1053
1764370787.6531115,703,1053
1764370787.6877334,705,1055
1764370787.7124414,700,1056
1764370787.7480786,696,1056
1764370787.7829201,697,1065
1764370787.8180506,697,1070
1764370787.84971,706,1076
1764370787.8829837,705,1076
1764370787.9176245,696,1077
1764370787.9524224,699,1068
1764370787.9926982,684,1051
1764370788.0280635,690,1039
1764370788.0622206,699,1035
1764370788.087297,702,1040
1764370788.122268,697,1040
1764370788.1529942,695,1038
1764370788.1824577,697,1041
1764370788.2181327,700,1042
1764370788.252956,702,1045
1764370788.2822192,715,1046
1764370788.3175266,715,1046
1764370788.352635,717,1048
1764370788.382154,711,1048
1764370788.413163,717,1055
1764370788.4526258,710,1056
1764370788.4833534,710,1057
1764370788.5182474,711,1049
1764370788.552933,722,1049
1764370788.583562,725,1043
1764370788.6176326,721,1041
1764370788.6582236,724,1043
1764370788.6938102,721,1042
1764370788.7178793,724,1047
1764370788.7521725,727,1047
1764370788.7830262,724,1042
1764370788.8171039,725,1044
1764370788.8522384,722,1043
1764370788.892159,723,1046
1764370788.9174056,723,1047
1764370788.952651,719,1044
1764370788.9934137,715,1044
1764370789.0227895,713,1044
1764370789.0622306,720,1046
1764370789.1025689,726,1042
1764370789.1373446,728,1039
1764370789.1821084,723,1042
1764370789.2171502,722,1043
1764370789.2431414,723,1041
1764370789.2731128,732,1048
1764370789.302843,731,1049
1764370789.339087,733,1052
1764370789.3676667,732,1011
1764370789.3987312,721,1006
1764370789.4277873,715,1003
1764370789.462712,720,1009
1764370789.492773,717,1006
1764370789.522886,721,1006
1764370789.5579329,728,1005
1764370789.5971396,729,1004
1764370789.6272237,723,1010
1764370789.6627264,710,1014
1764370789.6978836,722,1004
1764370789.7325616,721,1003
1764370789.7721407,712,1006
