x,y
1764370773.0186772,901,317
1764370773.0540864,900,326
1764370773.088543,903,335
1764370773.1236544,898,335
1764370773.1589031,888,336
1764370773.1934855,883,341
1764370773.2284853,885,339
1764370773.2636795,884,349
1764370773.2986045,880,344
1764370773.3285813,890,354
1764370773.36341,903,363
1764370773.3985462,918,385
1764370773.4287646,926,395
1764370773.4637718,934,401
1764370773.4986253,940,411
1764370773.5435848,935,419
1764370773.588358,941,432
1764370773.629024,938,425
1764370773.6592646,929,417
1764370773.6887224,928,419
1764370773.7235339,931,417
1764370773.7598796,928,424
1764370773.7880752,930,413
1764370773.8197618,928,411
1764370773.853074,932,413
1764370773.8830879,933,412
1764370773.9185805,948,407
1764370773.9583142,948,406
1764370773.9942417,947,414
1764370774.023097,948,410
1764370774.058398,960,419
1764370774.0889568,950,420
1764370774.1241357,952,412
1764370774.1581304,944,410
1764370774.1939461,941,408
1764370774.2238994,951,398
1764370774.2538645,958,400
1764370774.28378,971,402
1764370774.3237884,972,393
1764370774.358113,974,391
1764370774.3883257,979,385
1764370774.4188614,967,396
1764370774.4534457,965,409
1764370774.488805,962,411
1764370774.5236552,958,419
1764370774.5540383,959,429
1764370774.5884225,968,423
1764370774.6289127,971,418
1764370774.6681285,970,407
1764370774.7080472,971,394
1764370774.743509,970,385
1764370774.7742178,970,386
1764370774.8081481,973,383
1764370774.8430882,960,389
1764370774.874218,959,387
1764370774.9086492,955,389
1764370774.9436445,959,392
1764370774.9780571,964,395
1764370775.0140872,962,394
1764370775.048738,959,399
1764370775.0790637,958,412
1764370775.114035,954,416
1764370775.1529968,959,412
1764370775.1882675,956,412
1764370775.2239723,953,412
1764370775.2535274,963,407
1764370775.2889605,961,412
1764370775.3235366,963,413
1764370775.353267,961,412
1764370775.3830023,957,406
1764370775.4181764,964,400
1764370775.4541993,958,396
1764370775.4841413,961,397
1764370775.5135608,956,392
1764370775.5537271,954,393
1764370775.5829809,949,395
1764370775.6230075,955,384
1764370775.6619406,949,379
1764370775.6936579,945,380
1764370775.7234097,946,385
1764370775.7679942,944,389
1764370775.8042102,947,395
1764370775.8441153,944,396
1764370775.878291,950,400
1764370775.914076,951,406
1764370775.9435968,959,398
1764370775.9780924,956,399
1764370776.0140278,954,400
1764370776.0486035,952,400
1764370776.083481,949,393
1764370776.128366,951,395
1764370776.1685884,951,397
1764370776.2043476,960,407
1764370776.238099,957,409
1764370776.2737527,970,406
1764370776.3084407,979,402
1764370776.3435533,981,400
1764370776.3829854,976,401
1764370776.4133189,973,398
1764370776.4536636,981,400
1764370776.4930108,972,380
1764370776.5229435,972,379
1764370776.5585225,972,382
1764370776.5981066,967,383
1764370776.633139,961,398
1764370776.6680608,955,397
1764370776.7039382,959,390
1764370776.7391436,952,400
1764370776.768058,952,404
1764370776.8081937,944,404
1764370776.8384526,936,408
1764370776.883135,926,405
1764370776.9281893,930,405
1764370776.9640598,930,410
1764370776.9984226,936,395
