x,y
1764370771.033612,232,178
1764370771.073558,638,292
1764370771.1083438,786,316
1764370771.1385827,783,362
1764370771.1685493,791,368
1764370771.2034698,801,368
1764370771.2445471,800,351
1764370771.278549,798,343
1764370771.3184717,795,345
1764370771.3641217,790,340
1764370771.4086943,804,347
1764370771.4389932,980,406
1764370771.4787664,989,399
1764370771.5143247,991,403
1764370771.5493934,992,405
1764370771.5864549,995,406
1764370771.6145248,969,398
1764370771.6539772,955,397
1764370771.6932843,954,393
1764370771.7340171,956,396
1764370771.7584352,968,386
1764370771.7991612,965,392
1764370771.8284044,972,383
1764370771.8690133,966,383
1764370771.913188,973,386
1764370771.944196,972,389
1764370771.9838662,969,392
1764370772.0235054,966,384
1764370772.053459,959,388
1764370772.0884874,965,357
1764370772.128203,943,334
1764370772.1640694,945,339
1764370772.2035644,933,335
1764370772.238601,923,325
1764370772.274227,914,316
1764370772.303675,914,313
1764370772.3393023,900,314
1764370772.3735633,902,315
1764370772.4089258,889,325
1764370772.453488,897,324
1764370772.5011773,897,336
1764370772.5288036,898,336
1764370772.5631945,897,341
1764370772.598159,902,345
1764370772.6339948,910,337
1764370772.6687455,901,331
1764370772.6987984,884,335
1764370772.7343264,886,336
1764370772.7681472,866,334
1764370772.808441,888,326
1764370772.843752,899,324
1764370772.8783844,900,326
1764370772.9182007,892,333
1764370772.954065,891,332
1764370772.988271,895,325
