x,y
1764370745.4312737,972,439
1764370745.460779,952,448
1764370745.4952545,947,442
1764370745.5256295,947,439
1764370745.5568595,957,436
1764370745.5952675,966,433
1764370745.625684,992,426
1764370745.6699905,991,426
1764370745.6957703,986,425
1764370745.725924,980,434
1764370745.765248,679,374
1764370745.8058918,427,239
1764370745.8451345,430,225
1764370745.8798702,454,215
1764370745.9205475,465,230
1764370745.9610207,469,239
1764370745.9859602,959,539
1764370746.0152352,985,564
1764370746.0450308,983,569
1764370746.0757573,982,565
1764370746.110154,984,563
1764370746.1398616,990,590
1764370746.1808813,995,598
1764370746.2280557,997,598
1764370746.2599854,997,604
1764370746.2956142,992,603
1764370746.3351207,978,590
1764370746.3752604,1096,748
1764370746.399844,1270,971
1764370746.430874,1273,960
1764370746.4699788,1278,960
1764370746.5062563,1284,960
1764370746.5301368,1284,966
1764370746.5650759,1283,960
1764370746.59488,1276,957
1764370746.6299675,1273,961
1764370746.6654756,1277,964
1764370746.7006016,1280,966
1764370746.7301211,1279,964
1764370746.7652867,1280,967
1764370746.7957053,1277,969
1764370746.830078,1275,971
1764370746.8660097,1262,1393
1764370746.9100826,1275,964
1764370746.9460607,1273,964
1764370746.9905024,1276,961
1764370747.015982,1254,962
1764370747.040621,1253,965
1764370747.0807145,1251,966
1764370747.1055715,1251,970
1764370747.1459346,1253,969
1764370747.1810613,1253,971
1764370747.2105799,1261,968
1764370747.24045,1257,970
1764370747.269964,1253,973
1764370747.299844,1277,1002
1764370747.335073,1291,1000
1764370747.3766177,1292,1001
