x,y
1764473882.9790556,969,803
1764473883.0249097,967,805
1764473883.0699246,977,833
1764473883.1067235,972,846
1764473883.149823,984,858
1764473883.1847026,1447,1190
1764473883.214126,1316,1392
1764473883.2503698,1246,1256
1764473883.2847457,1167,1466
1764473883.3212311,1314,877
1764473883.3499584,1369,823
1764473883.3800588,1367,813
1764473883.4151375,1349,877
1764473883.4450595,1335,895
1764473883.4845774,1335,899
1764473883.5197804,1354,892
1764473883.555163,1480,859
1764473883.5898054,1477,865
1764473883.6344323,1474,855
1764473883.6746237,1459,856
1764473883.7094898,1463,851
1764473883.744899,1469,833
1764473883.779989,1471,834
1764473883.8099966,1463,834
1764473883.8502388,1455,852
1764473883.8847342,1456,864
1764473883.919771,1477,870
1764473883.96017,1492,863
1764473884.000045,1482,847
1764473884.0461025,1462,842
1764473884.075051,1474,837
1764473884.1146674,1490,819
1764473884.1540883,1501,816
1764473884.194783,1504,840
1764473884.2392683,1476,841
1764473884.274705,1455,827
1764473884.3145764,1458,801
1764473884.339061,1460,805
1764473884.3750312,1461,823
1764473884.410272,1469,825
1764473884.4447577,1477,808
1764473884.4800465,1474,785
1764473884.5148294,1459,771
1764473884.5448227,1455,789
1764473884.5793188,1460,805
1764473884.6092086,1463,814
1764473884.6446497,1483,836
1764473884.674105,1490,840
1764473884.7045488,1504,846
1764473884.73933,1507,844
1764473884.7748127,1494,845
1764473884.8098338,1475,837
1764473884.8392322,1457,832
1764473884.8746853,1462,829
1764473884.9081202,1490,839
