timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-07T14:20:21.854,13,952,364,896.9906542056075,420.9065420560748,,,,,-55,56,,,,,49.52,107
2025-11-07T14:20:28.253,14,1478,364,1473.3703703703704,473.4166666666667,,,,,-4,109,,,,,51.51,108
2025-11-07T14:20:34.649,15,426,828,434.29357798165137,799.4220183486239,,,,,8,-28,,,,,66.37,109
2025-11-07T14:20:41.040,5,689,596,665.4770642201835,609.0183486238532,,,,,-23,13,,,,,49.14,109
2025-11-07T14:20:47.447,8,163,1060,128.5137614678899,1010.4862385321101,,,,,-34,-49,,,,,49.28,109
2025-11-07T14:20:53.851,9,689,1060,691.5462962962963,993.7314814814815,,,,,2,-66,,,,,39.61,108
2025-11-07T14:21:00.242,6,1215,596,1151.8613861386139,651.2277227722773,,,,,-63,55,,,,,50.45,101
2025-11-07T14:21:06.633,11,1741,1060,1665.3603603603603,1058.6126126126126,,,,,-75,-1,,,,,28.93,111
2025-11-07T14:21:13.024,7,1741,596,1691.5462962962963,658.1944444444445,,,,,-49,62,,,,,72.12,108
2025-11-07T14:21:19.429,1,689,132,614.574074074074,153.74074074074073,,,,,-74,21,,,,,57.75,108
2025-11-07T14:21:25.820,12,426,364,339.76146788990826,392.73394495412845,,,,,-86,28,,,,,43.53,109
2025-11-07T14:21:32.223,0,163,132,117.38317757009345,91.28971962616822,,,,,-45,-40,,,,,48.64,107
2025-11-07T14:21:38.616,4,163,596,109.51818181818182,569.9454545454546,,,,,-53,-26,,,,,60.51,110
2025-11-07T14:21:45.003,10,1215,1060,1184.1759259259259,946.9351851851852,,,,,-30,-113,,,,,41.96,108
2025-11-07T14:21:51.393,16,952,828,920.7297297297297,811.8378378378378,,,,,-31,-16,,,,,36.0,111
2025-11-07T14:21:57.797,2,1215,132,1152.0277777777778,269.85185185185185,,,,,-62,137,,,,,62.93,108
2025-11-07T14:22:04.193,17,1478,828,1415.0,816.2454545454545,,,,,-63,-11,,,,,30.92,110
2025-11-07T14:22:10.596,3,1741,132,1731.211009174312,220.39449541284404,,,,,-9,88,,,,,57.99,109
