x,y
1764649273.855594,665,191
1764649273.894627,662,183
1764649273.9342315,649,181
1764649273.9588525,641,183
1764649273.9835446,636,182
1764649274.0140946,636,184
1764649274.0439305,646,188
1764649274.0787272,654,197
1764649274.113814,654,203
1764649274.1490405,642,198
1764649274.1885016,701,328
1764649274.2235134,751,708
1764649274.2596467,781,721
1764649274.2838852,801,663
1764649274.3145618,781,630
1764649274.3433626,776,644
1764649274.3687332,767,668
1764649274.4090695,761,669
1764649274.4484613,760,656
1764649274.4793174,757,648
1764649274.5188568,744,663
1764649274.5485947,743,666
1764649274.5785978,413,890
1764649274.609475,176,978
1764649274.644601,213,943
1764649274.679222,203,931
1764649274.713871,183,941
1764649274.744232,156,967
1764649274.7742546,102,1000
1764649274.8037436,100,1003
1764649274.843562,135,1015
1764649274.8735197,293,1131
1764649274.9038928,672,1671
1764649274.9488304,759,1797
1764649274.9840143,803,1800
1764649275.0190547,805,1751
1764649275.0437346,805,1714
1764649275.0741298,799,1698
1764649275.1145103,795,1688
1764649275.1442482,784,1681
1764649275.1792045,766,1676
1764649275.2233844,744,1657
1764649275.2488472,359,976
1764649275.288985,199,881
1764649275.324346,311,798
1764649275.3544986,348,831
1764649275.3836439,356,757
1764649275.4144213,361,733
1764649275.4392362,360,723
1764649275.4791763,355,716
1764649275.5087652,361,697
1764649275.5483985,368,690
1764649275.5744839,385,689
1764649275.6092746,372,696
1764649275.6435382,364,716
1764649275.6793563,360,752
1764649275.7088041,103,994
1764649275.7484717,133,1061
1764649275.7836404,109,1072
