timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-12-01T20:20:28.608,5,689,596,685.1512605042017,595.546218487395,,,,,-3,0,,,,,23.34,119
2025-12-01T20:20:35.010,2,1215,132,1155.2711864406779,173.45762711864407,,,,,-59,41,,,,,22.89,118
2025-12-01T20:20:41.426,4,163,596,193.47899159663865,595.4873949579832,,,,,30,0,,,,,34.73,119
2025-12-01T20:20:47.822,12,426,364,447.1623931623932,380.64102564102564,,,,,21,16,,,,,28.42,117
2025-12-01T20:20:54.210,10,1215,1060,1158.8823529411766,1004.8487394957983,,,,,-56,-55,,,,,39.97,119
2025-12-01T20:21:00.601,16,952,828,931.7731092436975,806.6050420168067,,,,,-20,-21,,,,,31.33,119
2025-12-01T20:21:06.997,14,1478,364,1431.2897196261683,410.39252336448595,,,,,-46,46,,,,,44.92,107
2025-12-01T20:21:13.411,1,689,132,684.9166666666666,178.22916666666666,,,,,-4,46,,,,,59.36,96
2025-12-01T20:21:19.807,8,163,1060,147.42016806722688,1031.1176470588234,,,,,-15,-28,,,,,39.56,119
2025-12-01T20:21:26.211,0,163,132,141.55,175.875,,,,,-21,43,,,,,24.75,120
2025-12-01T20:21:32.622,15,426,828,427.875,788.1666666666666,,,,,1,-39,,,,,28.48,120
2025-12-01T20:21:39.036,3,1741,132,1687.6638655462184,181.05042016806723,,,,,-53,49,,,,,32.62,119
2025-12-01T20:21:45.430,13,952,364,946.344537815126,380.42857142857144,,,,,-5,16,,,,,21.35,119
2025-12-01T20:21:51.832,17,1478,828,1408.6068376068376,786.4615384615385,,,,,-69,-41,,,,,24.94,117
2025-12-01T20:21:58.237,7,1741,596,1691.8916666666667,610.5,,,,,-49,14,,,,,30.94,120
2025-12-01T20:22:04.646,9,689,1060,664.025,1017.05,,,,,-24,-42,,,,,31.75,120
2025-12-01T20:22:11.042,6,1215,596,1167.781512605042,571.781512605042,,,,,-47,-24,,,,,20.42,119
2025-12-01T20:22:17.446,11,1741,1060,1625.0593220338983,1036.177966101695,,,,,-115,-23,,,,,43.63,118
