x,y
692,135
700,143
703,136
696,118
684,93
678,73
672,92
672,101
677,106
677,106
685,105
693,98
703,92
705,88
704,88
704,87
696,82
690,104
680,117
676,108
670,98
671,88
670,84
666,78
667,71
672,69
678,80
678,88
679,82
667,85
655,86
653,79
654,76
652,79
648,80
658,88
656,106
653,115
658,125
654,130
661,139
662,143
669,147
665,156
665,164
664,172
653,178
646,181
642,169
653,165
654,156
648,165
646,170
648,182
656,181
663,177
666,173
670,173
662,171
665,166
668,162
666,156
660,153
654,151
646,144
635,138
640,115
657,107
678,106
688,94
694,84
695,84
698,93
694,110
699,126
704,127
713,125
709,127
708,132
710,130
716,120
727,119
719,120
722,121
731,125
739,132
742,137
733,139
725,137
723,133
728,129
724,133
719,138
722,122
731,100
733,110
743,111
744,101
746,91
743,94
742,95
739,97
728,100
723,97
722,94
722,99
721,102
726,102
715,107
699,115
707,118
712,118
708,113
704,105
701,103
705,104
711,123
710,137
716,146
