x,y
1764372632.6850908,1381,792
1764372632.7189302,1378,792
1764372632.7537599,1387,779
1764372632.7883189,1376,791
1764372632.824725,1370,805
1764372632.8585794,1363,803
1764372632.8890302,1370,787
1764372632.918376,1393,797
1764372632.949983,1416,786
1764372632.9842954,1433,761
1764372633.0135052,1432,722
1764372633.0585816,1444,726
1764372633.09929,1447,748
1764372633.1242054,1424,771
1764372633.158959,1410,777
1764372633.191292,1400,782
1764372633.228771,1394,774
1764372633.2588928,1387,778
1764372633.2940116,1389,777
1764372633.3300052,1384,780
1764372633.3643043,1379,789
1764372633.3989608,1385,794
1764372633.4388237,1376,790
1764372633.468644,1367,777
1764372633.509155,1374,790
1764372633.5537038,1381,800
1764372633.598453,1397,810
1764372633.643393,1385,817
1764372633.673899,1371,800
1764372633.708982,1349,774
1764372633.7435238,1338,772
1764372633.7740002,1346,799
1764372633.8089797,1357,815
1764372633.84369,1356,820
1764372633.8736074,1373,815
1764372633.9183152,1383,813
1764372633.9542723,1369,803
1764372633.9850447,1340,800
1764372634.0182998,1324,807
1764372634.0489829,1337,818
1764372634.0792778,1368,816
1764372634.1190424,1387,808
1764372634.1523538,1363,785
1764372634.1833062,1352,790
1764372634.2185016,1362,792
1764372634.2539878,1372,794
1764372634.2835248,1357,804
1764372634.3189921,1375,810
1764372634.3539124,1385,814
1764372634.383764,1372,807
1764372634.4190102,1365,795
1764372634.4587393,1376,817
1764372634.494061,1368,811
1764372634.5287843,1351,800
1764372634.5634675,1332,789
1764372634.5983129,1331,788
1764372634.6342971,1339,794
1764372634.6787236,1346,791
1764372634.724151,1353,782
1764372634.758189,1376,794
1764372634.789188,1390,828
1764372634.823534,1386,836
1764372634.8586037,1374,841
1764372634.888836,1385,835
1764372634.91839,1400,831
1764372634.95821,1399,829
1764372634.993261,1368,838
1764372635.0231857,1354,829
1764372635.0636508,1376,822
1764372635.093928,1371,848
1764372635.1282454,1371,859
1764372635.1691828,1380,843
1764372635.199245,1381,833
1764372635.2333283,1375,848
1764372635.2693398,1365,840
1764372635.2993615,1360,829
1764372635.3337047,1328,824
1764372635.3639872,1320,809
1764372635.4054909,1328,795
1764372635.4389193,1353,773
1764372635.4788444,1354,749
1764372635.5135353,1361,742
1764372635.5488865,1373,745
1764372635.5852277,1392,766
1764372635.6232886,1367,778
1764372635.6587427,1359,780
1764372635.693432,1352,775
1764372635.7303584,1358,772
1764372635.7736306,1356,769
1764372635.818208,1353,776
1764372635.8541143,1357,813
1764372635.89523,1363,834
1764372635.9288723,1351,829
1764372635.9584184,1342,823
1764372635.9985225,1363,825
1764372636.0535285,1360,832
1764372636.0984714,1335,835
1764372636.1236112,1356,815
1764372636.1484652,1353,781
1764372636.1783466,1356,779
1764372636.2287467,1357,795
1764372636.2693582,1368,800
1764372636.2935443,1393,810
1764372636.3287568,1395,820
1764372636.3636584,1384,812
1764372636.3932772,1382,797
1764372636.4399152,1368,797
1764372636.469231,1352,807
1764372636.4986563,1349,808
1764372636.5394626,1347,810
1764372636.5636082,1356,808
1764372636.608551,1358,806
1764372636.6587412,1350,804
