timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples,sim_rbf_gaze_x,sim_rbf_gaze_y,sim_pwa_gaze_x,sim_pwa_gaze_y,sim_gpr_gaze_x,sim_gpr_gaze_y,subject_name
2025-11-07T14:24:51.437,10,1478,364,1411.5405405405406,493.14414414414415,1423,438,1454,413,-66,129,-55,74,-24,49,51.95,111,1448.9020158845822,414.80157505695655,1427.4169477984694,391.0145633941826,1439.6906207417185,390.54339117248855,Anna
2025-11-07T14:24:57.839,12,255,558,165.61261261261262,549.1531531531532,194,558,218,554,-89,-8,-61,0,-37,-4,62.49,111,213.2625249187738,570.0590661858371,222.03411571361252,565.5851216678209,221.4576059851102,562.4885343793591,Anna
2025-11-07T14:25:04.243,14,1141,837,1125.6542056074766,873.9626168224299,1154,917,1167,893,-15,36,13,80,26,56,26.16,107,1165.2528002485737,904.810509420612,1161.542537667634,941.4288908174352,1167.872344855354,929.5040059549115,Anna
2025-11-07T14:51:31.483,15,952,828,1017.2033898305084,751.5932203389831,1014,866,976,871,65,-76,62,38,24,43,23.94,118,988.2825116511457,875.4379204697478,1005.1198184413349,915.5142869616318,982.8683087940983,881.8317791458159,Anna
2025-11-07T14:51:37.897,2,708,533,769.5641025641025,498.8034188034188,713,541,717,556,61,-34,5,8,9,23,43.66,117,721.0155156341749,569.1091582404845,702.5860361706897,552.1228303439667,719.2008423766409,576.5292987388212,Anna
2025-11-07T14:51:44.292,14,689,596,734.0854700854701,538.3675213675214,680,581,682,599,45,-57,-9,-15,-7,3,38.08,117,686.3769023199194,614.2630323517122,668.667691694556,597.2040101448777,685.191675754859,622.3587501872083,Anna
2025-11-07T14:51:50.702,8,1390,913,1345.4444444444443,800.8717948717949,1350,914,1361,938,-44,-112,-40,1,-29,25,41.52,117,1361.1337300955086,924.1715619594029,1354.788875475854,940.0083676136078,1366.718800501192,930.1387618806199,Anna
2025-11-07T14:51:57.106,9,448,465,490.9741379310345,475.4655172413793,468,503,456,505,42,10,20,38,8,40,55.46,116,458.4779387343509,521.7965622579891,459.3085129291065,530.2834405138807,463.71413732863243,525.4062720300591,Anna
2025-11-07T14:52:03.511,5,1741,132,1682.6260869565217,186.6782608695652,1662,176,1648,113,-58,54,-79,44,-93,-19,30.75,115,1674.5878212618002,155.9116473117478,1657.7319089983228,160.7553884911217,1667.1440383127222,153.5365624958465,Anna
2025-11-07T14:52:09.913,17,347,322,296.09565217391304,349.8695652173913,300,352,291,346,-50,27,-47,30,-56,24,57.11,115,287.3920998204751,354.8599449032417,296.07821057016105,351.4558214565517,295.0005515702992,356.79524419848536,Anna
2025-11-07T14:52:16.309,12,689,1060,729.2735042735043,920.9401709401708,689,996,669,1041,40,-139,0,-64,-20,-19,64.31,117,686.5643513875168,1037.1417218040458,668.7556552420799,1019.323780977282,678.9142522498645,1040.6701883999394,Anna
2025-11-07T14:52:22.711,13,163,596,115.4957264957265,597.4188034188035,118,594,118,586,-47,1,-45,-2,-45,-10,53.37,117,104.49857989619994,606.8172549135635,163.0,596.0,106.7397805670464,609.319447134614,Anna
2025-11-07T14:52:29.121,19,952,364,919.5909090909092,353.6818181818182,862,392,863,393,-32,-10,-90,28,-89,29,43.46,110,868.9143264545609,392.29931899007,861.5389580332011,389.7676578757358,863.7813414472138,393.5226052756713,Anna
2025-11-07T14:52:35.526,0,1597,599,1501.5277777777778,596.574074074074,1506,634,1519,665,-95,-2,-91,35,-78,66,42.92,108,1515.1381007825266,655.5846595950093,1499.9026212440108,663.3705637687654,1518.9845024927615,652.236330554579,Anna
2025-11-07T14:52:41.934,7,1685,670,1578.6495726495727,610.982905982906,1610,642,1616,672,-106,-59,-75,-28,-69,2,54.53,117,1607.6739957606478,669.3999023302382,1617.3790736662204,654.3756965026824,1611.1112629622858,666.5692169784548,Anna
2025-11-07T14:52:48.337,16,1231,541,1196.9298245614036,493.60526315789474,1161,504,1157,559,-34,-47,-70,-37,-74,18,41.72,114,1161.736775344912,546.352721052729,1149.4368482535367,522.997188009225,1158.7961472397214,543.8770889279584,Anna
2025-11-07T14:52:54.744,18,1741,596,1718.940170940171,572.7692307692307,1789,571,1782,595,-22,-23,48,-25,41,-1,37.49,117,1764.0996398326947,615.0916715845603,1741.0,596.0,1765.3902665238124,612.6753094969434,Anna
2025-11-07T14:53:01.151,4,1215,1060,1218.2931034482758,946.9568965517242,1221,1076,1221,1123,3,-113,6,16,6,63,25.46,116,1228.6912079280394,1098.6902359354258,1215.0,1060.0,1229.2946061242642,1107.5467623814316,Anna
