timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples,sim_rbf_gaze_x,sim_rbf_gaze_y,sim_pwa_gaze_x,sim_pwa_gaze_y,sim_gpr_gaze_x,sim_gpr_gaze_y,subject_name
2025-11-12T11:14:15.281,13,1646,397,1620.122807017544,486.719298245614,1617,469,1624,434,-25,89,-29,72,-22,37,55.31,114,1626.4265442237331,440.35351191769837,1638.096176179486,418.8452860307358,1623.914437625592,436.89919900700363,Joao
2025-11-12T11:14:21.706,9,1215,132,1144.3162393162393,208.1794871794872,1183,196,1227,171,-70,76,-32,64,12,39,40.63,117,1219.705643119934,154.92411893153562,1246.1119613573885,170.8915261973149,1226.1764410185847,162.4103950472498,Joao
2025-11-12T11:14:28.112,12,244,104,277.21238938053096,308.9911504424779,269,260,286,127,33,204,25,156,42,23,28.75,113,259.76052717218477,150.77027982135405,163.0,132.0,264.8917278175593,134.9650600596952,Joao
2025-11-12T11:14:34.517,11,406,980,610.9734513274336,945.4867256637168,511,982,438,1044,204,-34,105,2,32,64,21.5,113,430.1201497291679,1012.4159518457371,400.61594904734625,1059.8568270869275,423.3708155792998,1039.2920838822304,Joao
2025-11-12T11:14:40.920,15,1741,132,1628.408695652174,145.8,1651,131,1732,87,-112,13,-90,-1,-9,-45,45.85,115,1712.1520367440626,71.60940770467795,1741.0,132.0,1709.5996410308678,91.64439049857663,Joao
2025-11-12T11:14:47.317,14,915,867,1006.921052631579,822.2631578947369,969,856,902,885,91,-44,54,-11,-13,18,25.06,114,897.599190678081,890.3098424746345,897.0832787349892,913.8028376584919,893.2498938734997,906.28513977087,Joao
2025-11-12T11:14:53.722,4,607,950,776.9741379310345,906.2068965517242,717,942,632,999,169,-43,110,-8,25,49,11.85,116,622.7991184989463,985.2558277478231,605.9260087933155,1029.3139986569756,617.3326739991473,1010.2730795641502,Joao
2025-11-12T11:30:47.138,10,157,840,300.1904761904762,699.4666666666667,262,713,-49,943,143,-140,105,-127,-206,103,43.07,105,109.56520062845819,849.1154814254038,163.0,596.0,92.64723392927338,829.4781702454011,Joao
2025-11-12T11:30:53.554,14,1215,1060,1247.8857142857144,717.3428571428572,1250,780,1173,1031,32,-342,35,-280,-42,-29,20.38,105,1191.911284041125,984.7850323081834,1179.0883367715844,1021.9966084448481,1203.556535271269,980.118907920348,Joao
2025-11-12T11:30:59.957,1,459,167,400.0673076923077,389.875,383,392,379,323,-58,222,-76,225,-80,156,30.77,104,359.67144735320653,332.6270262777638,355.77680471805576,369.19036273432084,384.1934312022976,332.0317933552338,Joao
2025-11-12T11:31:06.363,13,1067,392,1114.1538461538462,451.7692307692308,1114,439,1097,360,47,59,47,47,30,-32,38.53,104,1090.7665194823173,427.51881198713926,1114.107787418689,413.30057499729196,1101.1716778754992,430.37686993939224,Joao
2025-11-12T11:31:12.768,3,890,797,979.7904761904762,621.4190476190477,964,647,859,812,89,-175,74,-150,-31,15,24.43,105,855.1879135100181,807.8605678069821,861.6189669738246,802.4897167102799,849.6474112612055,807.5727875086073,Joao
2025-11-12T11:31:19.174,6,853,722,931.5619047619048,593.3714285714286,910,615,818,747,78,-128,57,-107,-35,25,23.61,105,803.6620854454784,750.2348711344475,805.4943969198529,752.8882128633549,799.3245152803618,750.8124061542134,Joao
2025-11-12T11:31:25.586,4,952,364,998.6792452830188,457.0566037735849,995,450,969,401,46,93,43,86,17,37,46.18,106,953.0888412319074,448.3292374670642,994.6761261470282,402.6504782766562,969.1875308652957,455.3687186321747,Joao
2025-11-12T11:31:31.986,0,163,132,61.79047619047619,441.1428571428572,60,415,4,429,-101,309,-103,283,-159,297,27.49,105,23.262645125942015,368.4621950973743,163.0,132.0,40.19387353064428,372.69702803499615,Joao
2025-11-12T11:31:38.393,17,952,828,1037.6571428571428,673.0952380952381,1027,713,898,938,85,-154,75,-115,-54,110,15.09,105,914.1822250587886,912.4179072749606,904.8297740868638,922.8781901535554,906.4656908168956,911.0487474336032,Joao
2025-11-12T11:31:44.799,7,163,596,221.37142857142857,640.7333333333333,193,646,-56,821,58,44,30,50,-219,225,31.37,105,78.10729665343247,722.6123936925553,163.0,596.0,81.1363606004951,708.0050492208576,Joao
2025-11-12T11:31:51.208,15,596,777,693.2884615384615,655.5192307692307,614,729,463,899,97,-121,18,-48,-133,122,29.34,104,474.2911103948158,875.3266736270888,435.76571726404836,904.0344262382868,433.9621224365069,866.849745197726,Joao
2025-11-12T11:31:57.612,18,1478,828,1528.2788461538462,751.2980769230769,1541,783,1604,1055,50,-76,63,-45,126,227,30.12,104,1566.5304746662587,995.8284983985918,1741.0,1060.0,1595.7793116993596,979.5235061324739,Joao
2025-11-12T11:32:04.018,9,1215,132,1216.5142857142855,434.37142857142857,1217,407,1210,288,1,302,2,275,-5,156,43.36,105,1210.8434242686944,373.82916609422205,1214.0907740036223,386.3471927252298,1213.118207661368,377.82770639438155,Joao
2025-11-12T11:32:10.429,11,1398,748,1459.4903846153843,719.3461538461538,1470,748,1495,984,61,-28,72,0,97,236,22.52,104,1478.0559242495951,949.5027204626124,1492.994965535077,1017.9631625557992,1502.1175419635983,936.9243549705126,Joao
2025-11-12T11:32:16.831,5,815,394,845.0288461538462,504.2884615384616,822,512,773,541,30,110,7,118,-42,147,24.01,104,743.4790767190166,560.8197827932594,734.5916302413218,564.0063336369135,750.9827603040577,566.1268862910381,Joao
2025-11-12T11:32:23.236,20,868,358,883.6634615384615,478.375,869,478,832,473,15,120,1,120,-36,115,28.83,104,804.6542831303981,502.3951328183631,813.6453257975027,478.94571258807196,818.5464926288092,509.7644163429987,Joao
2025-11-12T11:32:29.643,8,323,211,208.34615384615384,481.58653846153845,194,477,108,513,-114,270,-129,266,-215,302,33.01,104,144.22621636216775,456.29184450243474,168.7379949478325,429.99474453652647,171.7321648081871,452.70516922031254,Joao
2025-11-12T11:32:36.053,12,1478,364,1486.4077669902913,565.747572815534,1498,549,1518,538,8,201,20,185,40,174,31.42,103,1518.0899028599974,599.0260452083509,1522.5018665473265,585.1262953339212,1520.2452190444874,597.9964619337992,Joao
2025-11-12T11:32:42.457,16,689,132,576.0673076923077,410.5576923076923,555,410,542,354,-112,278,-134,278,-147,222,31.25,104,517.663544719937,371.9377784354667,536.1969049267789,362.535133165816,527.9935842342134,380.14365591447756,Joao
2025-11-12T11:32:48.863,19,366,484,374.6730769230769,547.0288461538462,346,557,214,652,8,63,-20,73,-152,168,28.96,104,246.70062810691894,608.1012224129126,247.404337741733,607.7678018086234,249.51929189977784,599.2684651096713,Joao
2025-11-12T11:32:55.270,2,1121,440,1148.009708737864,533.8932038834952,1151,539,1114,560,27,93,30,99,-7,120,30.23,103,1109.1703460631966,604.6861952448501,1151.4298824193288,631.6292328573535,1116.1203307026885,602.8940695177505,Joao
2025-11-07T15:59:44.633,3,510,907,537.1061946902655,894.2300884955753,494,919,458,941,27,-12,-16,12,-52,34,80.63,113,459.0506454805715,938.946438176554,456.54375147878073,941.2576946566826,484.27261087513415,966.2248667726508,Khushee Goel
2025-11-07T15:59:51.043,0,1423,469,1295.1315789473683,506.7368421052632,1315,534,1300,531,-127,37,-108,65,-123,62,59.34,114,1330.6596242664461,546.3739213311875,1335.9429811951102,584.8984443392446,1330.9636016317713,512.2007016700804,Khushee Goel
2025-11-07T15:59:57.446,13,1779,905,1624.462365591398,790.7956989247311,1659,797,1752,804,-154,-114,-120,-108,-27,-101,38.38,93,1764.1007074966276,773.4753682620163,1741.0,844.9887990257369,1708.8502205957016,825.4018914264278,Khushee Goel
2025-11-07T16:00:03.855,11,163,596,330.4035087719298,561.4912280701755,266,564,197,578,167,-34,103,-32,34,-18,59.94,114,200.7605368913646,580.2889403498577,178.1740959095575,570.0535577915971,243.66844883917477,595.3778282976521,Khushee Goel
2025-11-07T16:00:10.259,17,212,367,335.8723404255319,377.3936170212766,294,378,227,375,123,10,82,11,15,8,73.76,94,218.3293039472224,386.7984423059177,213.80455063060558,381.2972351967081,245.75574443119976,387.537878940535,Khushee Goel
2025-11-07T16:00:16.670,14,1043,921,949.0940170940172,885.0512820512821,915,945,943,932,-93,-35,-128,24,-100,11,34.7,117,939.2417771793903,936.2844182067436,924.044003635209,955.7995950427423,948.9178371205089,946.7305952206865,Khushee Goel
2025-11-07T16:00:23.069,7,794,481,811.7787610619469,474.8495575221239,771,474,737,500,17,-6,-23,-7,-57,19,75.87,113,736.3310019657118,498.37407232896476,742.9055305890126,466.57818584386865,784.8859073113142,486.9426615872035,Khushee Goel
2025-11-07T16:00:29.463,18,502,508,540.5689655172414,522.1120689655172,488,523,430,545,38,14,-14,15,-72,37,31.1,116,424.1010473499788,541.068447903337,415.10262765141476,531.4612385866161,479.9262209682758,546.2846383658928,Khushee Goel
2025-11-07T16:00:35.868,6,1009,180,945.6106194690266,18.90265486725664,951,18,993,-8,-63,-161,-58,-162,-16,-188,82.88,113,941.4871020738353,11.484849208965837,689.0,132.0,925.7765942742233,-30.473840533814304,Khushee Goel
2025-11-07T16:00:42.280,16,1741,596,1601.9137931034484,593.0172413793103,1640,567,1682,606,-139,-2,-101,-29,-59,10,40.88,116,1724.56501488388,585.1436525149531,1741.0,554.3228128405849,1679.021841718366,602.7471621227328,Khushee Goel
2025-11-07T16:00:48.681,4,1478,364,1392.198275862069,378.4741379310345,1418,390,1418,391,-85,14,-60,26,-60,27,27.7,116,1447.9134018861014,398.22827361850426,1420.4853693413625,403.7028350000508,1437.6398247349173,365.3280659910255,Khushee Goel
2025-11-07T16:00:55.089,2,1601,269,1478.2051282051282,362.0427350427351,1508,367,1523,369,-122,93,-93,98,-78,100,78.68,117,1556.5618534697742,372.4829091259928,1538.4250085724777,350.4442416151842,1534.3175286395365,344.8807919267128,Khushee Goel
2025-11-07T16:01:01.490,10,163,1060,291.4078947368421,940.4605263157896,241,965,185,983,128,-119,78,-95,22,-77,78.99,76,195.2421126064478,989.9731323001636,194.17117072070693,993.2737849459464,208.07483656868433,1023.8365106565808,Khushee Goel
2025-11-07T16:01:07.900,19,952,364,922.7523809523808,337.54285714285714,911,323,877,351,-29,-26,-41,-41,-75,-13,42.85,105,875.7336761952959,353.0113994505507,894.3454188107011,316.63581346045294,907.0528182090616,329.55716913105357,Khushee Goel
2025-11-07T16:01:14.310,1,178,832,313.1304347826087,765.8260869565217,246,779,182,799,135,-66,68,-53,4,-33,44.68,115,194.34410849956248,800.0912422701028,187.65642501775073,797.0641474148432,228.71119782289637,826.3134235898118,Khushee Goel
2025-11-07T16:01:20.712,12,1741,1060,1595.561403508772,1260.6315789473683,1646,1273,1934,1249,-145,200,-95,213,193,189,73.95,114,1760.3234853379588,1288.4057181258074,1741.0,1060.0,1686.6618681960608,1356.1620923140536,Khushee Goel
2025-11-07T16:01:27.117,9,266,772,403.2682926829268,702.0243902439024,337,712,277,734,137,-69,71,-60,11,-38,131.55,41,282.98249393634114,731.1317682492895,265.6389629732713,727.1956283186726,328.9992868572119,752.3262835157818,Khushee Goel
2025-11-07T16:01:33.526,8,879,202,842.6052631578947,87.87719298245614,847,90,853,69,-36,-114,-32,-112,-26,-133,66.4,114,817.1125002982592,88.46062432610404,689.0,132.0,811.0847466434991,49.63525053649936,Khushee Goel
2025-11-07T16:01:39.933,15,426,364,399.7345132743363,385.5398230088496,359,387,294,388,-26,21,-67,23,-132,24,54.28,113,282.59028108091854,396.2431102874913,263.6763955754917,391.90344777375793,317.99257146711585,395.3128588405419,Khushee Goel
2025-11-07T16:01:46.337,5,1215,1060,1232.6896551724135,1079.0,1312,1081,1366,1112,17,19,97,21,151,52,126.4,116,1319.7445027150075,1108.6724969285622,1215.0,1060.0,1273.2025464138264,1159.2742612450234,Khushee Goel
2025-11-07T16:01:52.742,20,1741,132,1767.801724137931,95.03448275862068,1793,96,1921,60,26,-36,52,-36,180,-72,147.64,116,1927.2501185975239,69.21143722512237,1741.0,132.0,1855.149283019417,37.190309331073145,Khushee Goel
2025-10-19T21:27:16.717,26,1398,774,1393.6410256410256,772.974358974359,1376,796,1388,811,-4,-1,-22,22,-10,37,36.66,117,1384.0751286723887,807.2350321274603,1364.2879977971359,815.1550414299169,1386.7360513511276,808.0077006707558,Liu Jiaqi
2025-10-19T21:27:23.130,9,1158,217,1152.6638655462184,264.3613445378151,1134,234,1121,215,-5,47,-24,17,-37,-2,40.83,119,1130.2012047424744,211.46516496693755,1122.0737061142993,219.56247761821197,1129.0017476986945,210.56282278823303,Liu Jiaqi
2025-10-19T21:27:29.545,12,1072,818,1124.7333333333331,704.8166666666667,1117,712,1096,744,52,-113,45,-106,24,-74,40.93,120,1097.2786002392866,740.0041021942011,1108.4545738444542,728.8846622097824,1093.7763427206346,744.2279472507782,Liu Jiaqi
2025-10-19T21:27:35.958,7,1550,637,1519.403361344538,609.3361344537815,1528,609,1535,606,-30,-27,-22,-28,-15,-31,37.16,119,1528.8012138593992,608.0232984406191,1531.7516052619012,613.8346834784555,1528.1019177728379,606.3256155237626,Liu Jiaqi
2025-10-19T21:27:42.374,24,506,774,564.0769230769231,695.3931623931624,538,721,519,747,58,-79,32,-53,13,-27,39.79,117,514.9324700860175,751.0112208230689,515.8268369721816,743.1632979788252,517.099277048234,752.1090077974875,Liu Jiaqi
2025-10-19T21:27:48.791,5,1398,774,1370.625,773.5625,1352,797,1362,814,-27,0,-46,23,-36,40,181.13,16,1358.6561800226225,808.9042307220382,1342.8136573220565,812.9416586529528,1361.12825869015,810.2550747363493,Liu Jiaqi
2025-10-19T21:27:55.208,8,1215,596,1228.0666666666666,545.6083333333333,1231,519,1212,546,13,-50,16,-77,-3,-50,33.72,120,1212.6009841107134,538.4210671021004,1226.3732475528757,515.1325193077175,1208.5623530829614,543.5412246491775,Liu Jiaqi
2025-10-19T21:28:01.627,18,1741,596,1657.3193277310925,580.6134453781513,1686,582,1694,562,-83,-15,-55,-14,-47,-34,36.99,119,1682.9450879931048,572.6305788545345,1708.4530806688517,580.8895507867435,1681.3110186172219,568.7766208734082,Liu Jiaqi
2025-10-19T21:28:08.043,16,1728,819,1647.0862068965516,782.7931034482758,1667,802,1681,802,-80,-36,-61,-17,-47,-17,43.8,116,1669.5492598028043,809.5515211964089,1679.8021173200973,811.395189486283,1670.543206044683,805.8706956688266,Liu Jiaqi
2025-10-19T21:28:14.469,1,1200,331,1188.5897435897436,367.2393162393162,1179,342,1165,336,-11,36,-21,11,-35,5,46.75,117,1169.593178303336,330.04799749737634,1168.4031643985766,334.42779362798655,1167.3540715960612,330.73514143402883,Liu Jiaqi
2025-10-19T21:28:20.887,4,689,1060,734.0593220338983,909.8220338983052,682,997,663,1017,45,-150,-7,-63,-26,-43,38.61,118,676.7504076405172,1013.0780790914341,660.6544358949244,1032.5875322241973,677.4843436241257,1013.5836061257064,Liu Jiaqi
2025-10-19T21:28:27.296,13,1215,132,1223.1949152542372,210.8135593220339,1204,176,1190,151,8,78,-11,44,-25,19,32.03,118,1203.5530768290557,147.91432634405476,1191.4967971592969,155.5244436135411,1202.8017398935922,146.84248088864481,Liu Jiaqi
2025-10-19T21:28:33.699,14,506,774,681.0,907.0,631,989,609,1015,175,133,125,215,103,241,0.0,1,622.9780030776825,1009.6283462704098,610.053741662951,1026.1974270647152,623.7314002562991,1010.9262164011959,Liu Jiaqi
2025-10-19T21:28:40.108,22,952,417,996.85,405.03333333333336,981,394,966,385,44,-12,29,-23,14,-32,35.98,120,968.5795609341139,384.03771491626844,969.7861369133473,389.0604514473313,965.9805776785486,383.6616189971552,Liu Jiaqi
2025-10-19T21:28:46.525,15,1318,247,1338.2767857142858,283.66964285714283,1327,254,1320,233,20,36,9,7,2,-14,35.98,112,1326.9304565901034,229.24355520187407,1319.7222550761635,231.29466363853504,1326.68992283924,228.4270550376238,Liu Jiaqi
2025-10-19T21:28:52.943,17,1642,168,1618.9421487603306,234.9917355371901,1616,197,1623,165,-23,66,-26,29,-19,-3,35.56,121,1628.8349657477327,169.96734932747967,1617.2887542452663,166.9750911387635,1630.4144511076777,171.60374358411025,Liu Jiaqi
2025-10-19T21:28:59.341,3,1436,663,1391.1333333333334,620.9583333333334,1391,612,1390,628,-44,-42,-45,-51,-46,-35,36.96,120,1386.7153708278342,623.5058563651534,1377.496287871519,621.6367571793526,1385.934883997132,625.8344890965174,Liu Jiaqi
2025-10-19T21:29:05.755,0,1658,497,1587.4117647058824,511.781512605042,1604,505,1610,487,-70,14,-54,8,-48,-10,27.33,119,1604.1322380156744,492.2718847374214,1619.360801410573,494.9985729756656,1602.7773362127916,489.5239417496391,Liu Jiaqi
2025-10-19T21:29:12.168,20,717,345,758.5126050420168,344.781512605042,729,329,723,314,41,0,12,-16,6,-31,33.27,119,722.9631210286914,318.43696384878666,719.9381267379466,308.86106883192735,724.7188453932458,317.0598062161666,Liu Jiaqi
2025-10-19T21:29:18.621,2,798,127,833.3362068965517,194.6206896551724,802,141,790,135,35,67,4,14,-8,8,45.91,116,800.895694160212,134.76310713216026,689.0,132.0,800.9956309321647,136.46528281796813,Liu Jiaqi
2025-10-19T21:29:25.023,10,952,774,1018.0,982.0,960,1092,950,1096,66,208,8,318,-2,322,0.0,1,970.9520991402275,1085.022665905402,1215.0,1060.0,970.6784462803327,1085.77571576672,Liu Jiaqi
2025-10-19T21:29:31.431,19,689,132,709.05,193.95833333333331,677,136,667,133,20,61,-12,4,-22,1,26.26,120,675.6283736395637,135.34543989381677,689.0,132.0,676.8463864986704,137.22067683190647,Liu Jiaqi
2025-10-19T21:29:37.849,11,856,949,872.5378151260504,822.7478991596639,838,888,818,901,16,-126,-18,-61,-38,-48,40.24,119,823.8980501760482,904.7504044923053,818.3725322053076,922.7147272950161,823.3820560435436,903.7720905874397,Liu Jiaqi
2025-10-19T21:29:44.273,21,506,417,532.0,434.2608695652174,499,444,501,422,26,16,-7,27,-5,5,40.29,115,493.6857177250747,430.3066319627335,488.7279263919832,445.9730444427039,497.12988996328056,427.6638479851211,Liu Jiaqi
2025-10-19T21:29:50.696,23,1398,417,1374.633928571429,447.9732142857143,1374,427,1369,424,-23,30,-24,10,-29,7,37.23,112,1369.6285586980357,418.6350867038584,1371.4509683254291,413.0098425469213,1367.9841471384054,419.9387114562448,Liu Jiaqi
2025-10-20T16:07:36.485,16,636,793,467.71794871794873,783.6153846153846,541,796,599,788,-168,-9,-95,3,-37,-5,56.7,117,596.7624065888639,805.772689986951,598.1428201771733,814.0947374730455,603.1324533714322,808.7408543109768,Liu Jiaqi
2025-10-20T16:07:42.917,1,798,925,679.4621848739496,866.1596638655462,745,899,796,888,-118,-58,-53,-26,-2,-37,49.42,119,792.6159435291513,903.9210411322683,785.6568722113565,923.9839147335548,801.7002123042554,907.8507369564369,Liu Jiaqi
2025-10-20T16:07:49.318,13,952,364,822.008547008547,429.0427350427351,907,416,934,407,-129,65,-45,52,-18,43,42.67,117,948.12543106947,404.91772023861546,961.4565065350914,407.6220098314499,943.9513554156281,401.25395938718,Liu Jiaqi
2025-10-20T16:07:55.734,11,1478,828,1408.2307692307693,825.6752136752136,1484,824,1481,850,-69,-2,6,-4,3,22,47.31,117,1494.5079845478335,839.4674478376337,1511.5261964095178,824.6082836354838,1493.4671922227428,838.2915821599985,Liu Jiaqi
2025-10-20T16:08:02.147,17,1433,681,1278.627118644068,713.8135593220339,1358,708,1361,723,-154,32,-75,27,-72,42,47.21,118,1375.1693702338334,716.6219469903858,1390.040547100168,705.0571749014786,1371.9850227106,714.923316798721,Liu Jiaqi
2025-10-20T16:08:08.551,5,689,596,559.0252100840336,630.6302521008404,637,619,683,621,-129,34,-52,23,-6,25,36.27,119,685.3161400915316,631.8812770947167,692.402298115799,611.4439816066872,691.7418859790482,635.268591975816,Liu Jiaqi
2025-10-20T16:08:14.958,14,755,529,617.8151260504202,564.6470588235294,699,548,738,550,-137,35,-56,19,-17,21,49.57,119,744.0125296026448,557.0122526555588,754.5503920759306,541.4470077163123,748.3643109007518,559.0535193188008,Liu Jiaqi
2025-10-20T16:08:21.363,8,1560,794,1482.470588235294,797.6302521008404,1551,791,1553,817,-77,3,-9,-3,-7,23,46.05,119,1565.4572450852297,808.1639942946251,1575.586206421863,797.6448812014545,1565.023618870864,806.5619329099646,Liu Jiaqi
2025-10-20T16:08:27.770,20,689,132,509.7982456140351,190.83333333333331,631,161,644,152,-179,58,-58,29,-45,20,38.07,114,651.5614833435758,150.57179463141074,653.4147602344876,155.28868381085027,651.7031483472983,148.96927510331386,Liu Jiaqi
2025-10-20T16:08:34.187,7,219,759,48.82905982905983,799.6410256410256,191,793,216,788,-170,40,-28,34,-3,29,49.55,117,216.33784600777096,795.0581397838096,221.64164140187563,793.8989007556019,206.21385260937743,794.5897822195084,Liu Jiaqi
2025-10-20T16:08:40.590,10,1478,364,1348.436974789916,401.327731092437,1415,381,1442,377,-129,37,-63,17,-36,13,54.14,119,1449.2400915484075,378.2733876773449,1449.261773775227,372.51017286685504,1445.231321725721,373.74997312466695,Liu Jiaqi
2025-10-20T16:08:47.010,19,952,828,813.3879310344828,784.4137931034483,881,787,920,798,-138,-43,-71,-41,-32,-30,49.38,116,921.605027312595,807.1188468348581,904.6456746246811,786.2306613504379,929.5175040434098,811.7943676983482,Liu Jiaqi
2025-10-20T16:08:53.409,0,1215,596,1061.2268907563025,560.1344537815127,1144,548,1158,551,-153,-35,-71,-48,-57,-45,57.87,119,1172.635553275266,547.1531966345467,1183.3800015187628,543.1107482115592,1168.3128437827834,544.2195535182268,Liu Jiaqi
2025-10-20T16:08:59.819,6,1502,161,1344.8050847457628,225.53389830508476,1427,191,1451,190,-157,64,-75,30,-51,29,45.45,118,1448.7776763900856,196.1238060574504,1446.2969029404,193.73595801419287,1445.8006048407963,194.3714183663767,Liu Jiaqi
2025-10-20T16:09:06.223,9,426,828,244.59223300970876,774.8640776699029,347,778,394,770,-181,-53,-79,-50,-32,-58,47.91,103,391.95920632512804,782.8198435848865,386.2693357943971,788.4192882632632,392.2720707669027,784.8298511987736,Liu Jiaqi
2025-10-20T16:09:12.651,15,1089,709,971.3083333333332,701.8333333333334,1048,696,1069,708,-117,-7,-41,-13,-20,-1,43.17,120,1078.1605318504696,708.624074341621,1073.426524894571,698.1921596690123,1080.357096008619,710.1269901106431,Liu Jiaqi
2025-10-20T16:09:19.055,3,1660,849,1497.0258620689656,826.5172413793103,1564,823,1566,850,-162,-22,-96,-26,-94,1,59.94,116,1578.1496432034226,839.9312115794254,1586.815232141243,830.763036504751,1578.4058463536571,838.2048198443551,Liu Jiaqi
2025-10-20T16:09:25.459,18,1074,459,942.3983050847456,493.6949152542373,1024,481,1046,478,-131,34,-50,22,-28,19,50.23,118,1061.3710600354386,474.7035930099822,1075.0937289999263,474.8536994538956,1056.8658958053059,471.3726101143705,Liu Jiaqi
2025-10-20T16:09:31.869,2,1029,651,921.9747899159664,631.8739495798319,998,622,1023,629,-107,-19,-31,-29,-6,-22,54.2,119,1034.3556375276883,630.0052805271965,1033.3943465029818,623.885401855127,1034.926086592931,630.432531435192,Liu Jiaqi
2025-10-20T16:09:38.302,12,179,683,70.27731092436974,722.7647058823529,206,720,233,704,-108,39,27,37,54,21,49.75,119,233.45159335758393,715.2680878942192,234.732954241992,721.862421130331,227.57355299030354,714.4232629792999,Liu Jiaqi
2025-10-20T16:09:44.716,4,1215,1060,1089.3719008264463,999.1652892561984,1166,1073,1178,1051,-125,-60,-49,13,-37,-9,18.68,121,1179.9593904714138,1042.7159096662858,1177.212691241954,1060.0,1186.9426673356404,1045.0136776223312,Liu Jiaqi
2025-10-20T16:29:25.517,13,952,828,826.6016949152543,876.8813559322034,887,900,932,888,-125,48,-65,72,-20,60,30.0,118,942.0505722517787,897.3574745089303,941.5248002681409,918.79382086552,942.0070410822193,926.5830482756874,Liu Jiaqi
2025-10-20T16:29:31.935,10,177,738,-4.476190476190476,803.2952380952381,97,794,182,800,-181,65,-80,56,5,62,48.56,105,169.23969921734556,785.6316256588924,174.0431959598894,787.9409058411345,179.25214912855188,789.5994091634107,Liu Jiaqi
2025-10-20T16:29:38.330,8,1496,150,1361.596638655462,251.27731092436971,1449,210,1510,193,-134,101,-47,60,14,43,38.53,119,1506.1832490713746,198.8822954688785,1508.2732101033876,200.28814718096066,1511.4230069754522,196.63090535644884,Liu Jiaqi
2025-10-20T16:29:44.747,5,1264,253,1112.966101694915,367.6949152542373,1193,319,1252,316,-151,114,-71,66,-12,63,52.52,118,1253.5808882211336,305.18293582487985,1251.0765274365758,295.5748050944901,1256.9387287997033,284.16368373636817,Liu Jiaqi
2025-10-20T16:29:51.178,14,205,493,45.81196581196581,574.6923076923077,151,557,229,527,-159,81,-54,64,24,34,42.88,117,218.36264659863005,533.8362882435314,219.60113538567333,539.7776254379462,218.71465885386036,533.5690341048465,Liu Jiaqi
2025-10-20T16:29:57.604,4,689,1060,545.0833333333334,927.2916666666666,615,945,668,950,-143,-132,-74,-115,-21,-110,56.39,72,681.0425693254101,955.1357439411661,681.2979995742455,981.8574660367393,685.3726512348774,978.0532311180287,Liu Jiaqi
2025-10-20T16:30:04.018,20,1215,132,1073.9416666666666,222.7,1167,160,1217,157,-141,90,-48,28,2,25,42.04,120,1222.6279061856565,146.89839964699985,1219.8504010451777,132.0,1219.9804636814592,128.0776086002025,Liu Jiaqi
2025-10-20T16:30:10.435,12,1127,756,1002.775,735.5583333333333,1059,740,1115,724,-124,-20,-68,-16,-12,-32,60.5,120,1116.4761295843268,726.7536838412573,1117.3451296784203,737.1852291348632,1115.418004889762,734.394095248386,Liu Jiaqi
2025-10-20T16:30:16.831,19,1234,293,1137.2372881355932,394.6186440677966,1215,350,1275,346,-96,101,-19,57,41,53,36.4,118,1275.645107044928,335.9116910366964,1274.5213476752908,327.56156365080926,1279.7092416903265,316.1306259903341,Liu Jiaqi
2025-10-20T16:30:23.234,18,689,596,553.7521367521367,632.025641025641,649,622,699,606,-135,36,-40,26,10,10,54.85,117,701.6120162747482,610.908858783282,709.8939255522321,617.1248972012911,710.9447146889839,611.2251454411098,Liu Jiaqi
2025-10-20T16:30:29.639,16,426,828,245.7974683544304,872.0759493670886,330,869,403,886,-180,44,-96,41,-23,58,46.67,79,404.9849989377425,875.9909800814867,409.51436213697156,872.0002644413926,410.3643735107904,882.2317979865242,Liu Jiaqi
2025-10-20T16:30:36.053,17,1740,955,1613.357142857143,945.3660714285714,1649,922,1669,939,-126,-9,-91,-33,-71,-16,63.42,112,1681.9529018363248,921.3915062889284,1679.9202339356846,907.8634848528134,1672.129435119125,909.3833597886995,Liu Jiaqi
2025-10-20T16:30:42.451,7,289,203,124.92592592592592,277.3611111111111,217,235,286,180,-164,74,-72,32,-3,-23,60.35,108,293.7702760507724,202.00771736000368,290.22598536799154,192.96993283794427,281.9408379683665,197.45880044611403,Liu Jiaqi
2025-10-20T16:30:48.871,9,1048,327,908.061403508772,397.6842105263158,984,350,1048,346,-139,70,-64,23,0,19,53.72,114,1051.5696971899954,332.7211359039914,1056.2281698161562,309.0229823021839,1057.610007845096,310.3871818151495,Liu Jiaqi
2025-10-20T16:30:55.283,6,163,596,-3.142857142857143,642.6607142857143,103,629,185,607,-166,46,-60,33,22,11,45.8,112,171.78885969364188,608.4289588993224,177.8320261734822,618.2905377571527,177.41710739988312,610.6385429190209,Liu Jiaqi
2025-10-20T16:31:01.709,2,1050,298,928.8971962616822,397.98130841121497,1004,351,1069,347,-121,99,-46,53,19,49,58.55,107,1071.8442265001754,333.3314146934031,1075.4185529431677,311.87716203926016,1077.6209357076473,310.7398060744575,Liu Jiaqi
