subject,model,mean_error,variance
subject_001,similarity,89.74038228038673,2810.540091014597
subject_001,poly,83.84792529899576,2487.903927675502
subject_001,"rbf[thin_plate,s=1.0]",91.1556991598826,2339.2226107882584
subject_001,"rbf[multiquadric,s=0.0]",88.46074561960454,2097.697503414315
subject_001,"rbf[multiquadric,s=1.0]",103.31331399496948,4879.203403636768
subject_001,"rbf[multiquadric,s=2.0]",148.51796936036672,9832.26734860275
subject_001,tps,90.65315816510729,2261.0031162273135
subject_001,pwa,97.9242722911878,6260.431201139141
subject_001,gpr,75.1529891224118,2572.6916116060725
subject_001,"sim+rbf[thin_plate,s=1.0]",90.73715150648088,2270.9327347957305
subject_001,"sim+rbf[multiquadric,s=0.0]",92.0347440033818,2234.529407023768
subject_001,"sim+rbf[multiquadric,s=1.0]",81.91108800474261,2642.1329077229375
subject_001,"sim+rbf[multiquadric,s=2.0]",80.74998938287658,2690.5584052910012
subject_001,sim+tps,90.6531581675162,2261.00311623632
subject_001,sim+pwa,97.92427229118782,6260.431201139146
subject_001,sim+gpr,85.69924613295385,2105.989999578124
subject_002,similarity,81.39033967674055,2443.341228585683
subject_002,poly,81.66317817443978,2074.489428609368
subject_002,"rbf[thin_plate,s=1.0]",81.19398907413637,2459.892904291597
subject_002,"rbf[multiquadric,s=0.0]",78.30231381720324,2519.594526972148
subject_002,"rbf[multiquadric,s=1.0]",88.11074661628933,2487.1738854227697
subject_002,"rbf[multiquadric,s=2.0]",122.34653762030744,6557.531171321949
subject_002,tps,80.12078469498366,2491.486001186885
subject_002,pwa,93.74024675137184,8591.016200213086
subject_002,gpr,75.5649369498107,1923.2805114286928
subject_002,"sim+rbf[thin_plate,s=1.0]",80.15100267640285,2442.991653639545
subject_002,"sim+rbf[multiquadric,s=0.0]",81.35002509405541,2595.5496802457287
subject_002,"sim+rbf[multiquadric,s=1.0]",73.86534541263093,1475.3268265347006
subject_002,"sim+rbf[multiquadric,s=2.0]",73.16370783774396,1386.9506088264625
