x,y
1765421245.5419853,47,928
1765421245.5881681,49,910
1765421245.6323977,47,914
1765421245.677109,41,914
1765421245.7184951,81,914
1765421245.762343,85,910
1765421245.8078063,103,896
1765421245.8522885,118,915
1765421245.892649,116,934
1765421245.932353,107,944
1765421245.9772522,83,956
1765421246.0168633,42,961
1765421246.0588057,45,952
1765421246.0977745,49,939
1765421246.1387775,65,866
1765421246.1780841,2847,2971
1765421246.217259,81,934
1765421246.262361,78,921
1765421246.3028471,77,911
1765421246.3429365,78,915
1765421246.3824494,69,919
1765421246.4224494,57,917
1765421246.4675531,47,914
1765421246.5071406,2845,2955
1765421246.5477564,45,909
1765421246.5869145,2840,2954
1765421246.6274927,39,941
1765421246.6688595,36,950
1765421246.7120051,48,942
1765421246.7587783,2836,2937
1765421246.7975023,64,920
1765421246.836971,61,912
1765421246.8768501,61,909
1765421246.9225352,57,926
1765421246.9674683,60,935
1765421247.0088034,60,946
1765421247.0525687,60,941
1765421247.097517,64,949
1765421247.137765,72,943
1765421247.1818538,75,944
1765421247.2274606,75,948
1765421247.2671478,93,958
1765421247.313213,98,938
1765421247.3527498,93,945
1765421247.3976827,101,954
1765421247.43682,99,936
1765421247.476813,91,932
