x,y
1764717469.2926419,1683,1056
1764717469.327747,1692,1062
1764717469.3636055,1693,1075
1764717469.4036353,1703,1082
1764717469.4274096,1688,1083
1764717469.4627008,1688,1080
1764717469.4974427,1677,1073
1764717469.5380857,1687,1065
1764717469.572158,1675,1044
1764717469.6123705,1667,1033
1764717469.637401,1661,1034
1764717469.667566,1655,1050
1764717469.7027237,1657,1055
1764717469.727813,1664,1065
1764717469.7621155,1661,1060
1764717469.7982135,1647,1071
1764717469.8285532,1654,1069
1764717469.8575952,1668,1059
1764717469.8929682,1652,1045
1764717469.933963,1641,1043
1764717469.9632964,1648,1044
1764717469.9933367,1647,1051
1764717470.0279524,1647,1046
1764717470.057201,1659,1042
1764717470.0976944,1662,1027
1764717470.1372783,1645,1014
1764717470.167669,1642,1021
1764717470.198153,1644,1017
1764717470.2331736,1646,1019
1764717470.2631516,1640,1022
1764717470.298143,1635,1030
1764717470.332533,1635,1052
1764717470.3623178,1621,1033
1764717470.402999,1632,1042
1764717470.4381046,1640,1036
1764717470.4722922,1623,1036
1764717470.5172641,1597,1022
1764717470.5573084,1603,1019
1764717470.58754,1613,1022
1764717470.6284041,1614,1013
1764717470.659195,1616,1020
1764717470.6875155,1619,1031
1764717470.7180016,1617,1040
1764717470.7537587,1639,1032
1764717470.7835817,1647,1024
1764717470.8127995,1661,1030
1764717470.848248,1661,1049
1764717470.8822613,1664,1055
1764717470.9130747,1667,1050
1764717470.9435585,1673,1053
1764717470.9728305,1670,1044
1764717471.003284,1675,1052
1764717471.0374732,1684,1051
1764717471.067611,1671,1053
1764717471.103124,1672,1073
1764717471.1329117,1684,1092
1764717471.1730897,1671,1087
1764717471.2031982,1671,1088
1764717471.2322612,1674,1097
1764717471.273325,1676,1107
1764717471.307709,1688,1112
1764717471.3379362,1698,1088
1764717471.3677707,1690,1071
1764717471.4079318,1683,1055
1764717471.4380057,1683,1043
1764717471.4674132,1693,1027
1764717471.5036402,1694,1020
1764717471.5376675,1684,1034
1764717471.577957,1672,1044
1764717471.6084445,1655,1038
1764717471.6423702,1643,1040
1764717471.6781235,1664,1050
1764717471.7123618,1658,1037
1764717471.7480364,1649,1033
1764717471.778017,1644,1028
1764717471.808679,1657,1038
1764717471.837713,1654,1039
1764717471.8733702,1648,1036
1764717471.9029799,1631,1036
1764717471.9382272,1650,1056
1764717471.9774604,1652,1046
1764717472.0032244,1665,1029
1764717472.0381258,1665,1029
1764717472.0723495,1670,1024
1764717472.1033578,1679,1011
1764717472.1379712,1682,1008
1764717472.1724284,1683,1022
1764717472.2033029,1654,1013
1764717472.2380123,1647,1001
1764717472.272821,1656,1007
1764717472.302805,1671,1011
1764717472.352961,1687,1021
1764717472.3887434,1690,1034
1764717472.4180224,1691,1053
1764717472.4478593,1685,1053
1764717472.4778008,1685,1051
1764717472.5085645,1664,1057
1764717472.5431468,1650,1045
1764717472.572814,1666,1045
1764717472.6131325,1663,1043
1764717472.648179,1659,1034
1764717472.687719,1662,1028
1764717472.7182586,1667,1037
1764717472.752516,1669,1038
1764717472.7884033,1670,1039
1764717472.827455,1657,1036
1764717472.8579886,1647,1040
1764717472.8884194,1641,1037
1764717472.917653,1651,1047
1764717472.9594152,1642,1044
1764717472.9830935,1652,1043
1764717473.0186455,1673,1039
1764717473.0477052,1683,1037
1764717473.0779734,1684,1042
1764717473.1140618,1665,1040
1764717473.143882,1649,1062
1764717473.1732118,1655,1067
1764717473.212703,1675,1057
1764717473.2480981,1686,1051
1764717473.2730114,1684,1065
