x,y
1534,217
1542,204
1570,202
1596,212
1597,223
1580,237
1577,243
1572,245
1569,247
1559,238
1564,220
1527,228
1499,235
1518,254
1556,262
1560,239
1519,221
1497,241
1508,262
1521,258
1537,248
1558,249
1556,263
1556,284
1547,286
1560,274
1591,258
1597,258
1601,269
1594,293
1591,303
1596,304
1594,295
1584,290
1556,295
1537,310
1553,313
1581,313
1602,296
1619,283
1627,256
1614,260
1602,263
1609,297
1615,318
1613,326
1614,325
1602,306
1592,309
1582,299
1609,286
1603,258
1608,269
1591,269
1572,260
1565,250
1535,244
1527,237
1547,241
1551,233
1574,237
1580,239
1603,250
1621,284
1616,302
1609,300
1594,298
1579,280
1587,261
1585,259
1600,258
1608,279
1615,296
1614,300
1611,287
1615,284
1618,282
1618,279
1626,271
1633,281
1626,282
1622,287
1630,286
1622,284
1627,285
1624,285
1622,288
1614,298
1609,310
1590,308
1584,317
1584,328
1585,345
1597,341
1574,369
1584,360
1591,349
1588,354
1603,336
1610,340
1620,335
1616,334
1639,310
1633,317
1613,346
1600,357
1604,357
1614,359
1605,381
1605,354
1622,328
1631,319
1613,314
1629,308
1625,311
1598,308
1582,315
1574,322
1583,318
