x,y
541,685
547,701
551,713
532,722
523,686
540,617
534,606
503,633
490,647
492,658
509,649
517,639
522,635
510,662
491,682
492,703
510,708
537,678
560,653
564,644
577,639
598,636
598,631
584,658
571,679
554,672
540,683
535,673
553,654
540,651
527,679
540,696
558,693
554,688
542,692
529,697
532,700
541,713
537,719
517,727
525,725
524,722
525,738
491,725
478,730
485,713
519,697
521,687
533,706
544,718
564,719
566,701
561,696
556,686
579,698
583,693
589,706
597,694
567,689
538,696
527,694
532,714
527,707
530,723
549,736
558,737
573,743
570,730
559,733
541,726
538,723
536,725
540,725
526,733
534,719
531,697
537,685
532,686
521,705
511,718
510,729
509,719
508,727
495,732
508,739
514,724
527,702
539,687
553,678
552,695
550,706
545,710
546,690
547,673
541,678
513,693
479,699
495,705
518,709
529,719
513,742
496,727
494,715
489,699
501,694
502,696
513,697
490,686
489,685
477,688
484,683
495,672
503,679
501,680
487,680
466,677
457,683
454,679
461,675
