x,y
1177,215
1175,207
1168,193
1171,177
1177,181
1195,192
1220,210
1217,231
1189,224
1175,202
1182,190
1173,181
1154,171
1149,175
1146,181
1141,181
1146,181
1137,172
1123,162
1123,154
1132,167
1138,176
1138,200
1141,227
1141,240
1146,246
1158,235
1183,224
1203,210
1204,208
1206,201
1219,204
1231,207
1248,205
1240,211
1226,222
1219,237
1235,244
1250,236
1251,233
1237,230
1235,216
1244,220
1240,231
1246,235
1236,235
1213,236
1200,234
1194,226
1192,224
1188,216
1182,199
1171,181
1154,173
1152,179
1160,186
1155,183
1161,172
1167,155
1164,148
1174,140
1187,153
1198,177
1210,194
1219,204
1227,206
1208,199
1195,202
1193,210
1190,216
1187,182
1183,169
1175,189
1183,192
1185,191
1192,205
1201,220
1209,231
1205,218
1188,204
1193,218
1201,202
1203,186
1173,207
1168,199
1185,192
1178,198
1145,204
1132,221
1153,235
1182,229
1193,224
