timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-29T20:01:35.550,16,952,828,914.2605042016806,812.5714285714286,,,,,-37,-15,,,,,26.77,119
2025-11-29T20:01:41.945,11,1741,1060,1719.0756302521008,1029.6302521008404,,,,,-21,-30,,,,,81.97,119
2025-11-29T20:01:48.355,4,163,596,165.49166666666667,604.6833333333333,,,,,2,8,,,,,28.3,120
2025-11-29T20:01:54.759,9,689,1060,629.3361344537815,1019.2100840336135,,,,,-59,-40,,,,,24.13,119
2025-11-29T20:02:01.148,10,1215,1060,1150.8189655172414,1028.9741379310344,,,,,-64,-31,,,,,32.22,116
2025-11-29T20:02:07.558,13,952,364,891.75,384.71666666666664,,,,,-60,20,,,,,37.38,120
2025-11-29T20:02:13.962,15,426,828,443.1848739495798,814.3949579831933,,,,,17,-13,,,,,31.37,119
2025-11-29T20:02:20.364,7,1741,596,1757.6864406779662,679.8559322033898,,,,,16,83,,,,,37.14,118
2025-11-29T20:02:26.771,8,163,1060,195.0,1022.3135593220339,,,,,32,-37,,,,,25.45,118
2025-11-29T20:02:33.164,0,163,132,138.11764705882354,152.7563025210084,,,,,-24,20,,,,,21.39,119
2025-11-29T20:02:39.554,1,689,132,642.4621848739496,147.60504201680672,,,,,-46,15,,,,,24.73,119
2025-11-29T20:02:45.944,14,1478,364,1489.4102564102564,396.8119658119658,,,,,11,32,,,,,46.18,117
2025-11-29T20:02:52.339,17,1478,828,1413.1363636363637,872.8090909090909,,,,,-64,44,,,,,42.16,110
2025-11-29T20:02:58.744,6,1215,596,1178.0176991150443,594.7256637168142,,,,,-36,-1,,,,,19.31,113
2025-11-29T20:03:05.148,3,1741,132,1744.8706896551723,175.08620689655172,,,,,3,43,,,,,42.4,116
2025-11-29T20:03:11.563,12,426,364,404.2,375.90833333333336,,,,,-21,11,,,,,22.43,120
2025-11-29T20:03:17.965,2,1215,132,1168.8728813559321,160.61016949152543,,,,,-46,28,,,,,28.12,118
2025-11-29T20:03:24.369,5,689,596,685.3949579831933,591.7899159663865,,,,,-3,-4,,,,,27.85,119
