x,y
1764369863.7277203,615,1018
1764369863.7633731,608,998
1764369863.7969482,610,997
1764369863.8322687,609,972
1764369863.8677795,604,958
1764369863.9116306,623,966
1764369863.9521995,641,994
1764369863.9871285,658,1009
1764369864.0195894,652,971
1764369864.0520713,655,981
1764369864.086812,656,988
1764369864.122034,650,981
1764369864.1523974,649,969
1764369864.1828084,645,966
1764369864.2265937,654,963
1764369864.257477,652,954
1764369864.2866013,640,944
1764369864.3271308,635,950
1764369864.362011,637,958
1764369864.397342,645,974
1764369864.4273844,645,983
1764369864.4568162,648,980
1764369864.4923294,644,978
1764369864.5236437,643,980
1764369864.5624852,646,983
1764369864.59659,646,995
1764369864.6274354,636,1004
1764369864.6619396,631,1019
1764369864.6976006,636,1032
1764369864.7277377,649,1039
1764369864.7585819,651,1048
1764369864.7970552,651,1043
1764369864.8264952,660,1041
1764369864.8623116,660,1035
1764369864.896949,665,1034
1764369864.928348,688,1051
1764369864.9623158,682,1045
1764369865.0072117,683,1054
1764369865.052656,685,1068
1764369865.0985212,691,1082
1764369865.1222143,707,1116
1764369865.158105,705,1111
1764369865.186941,705,1106
1764369865.23747,697,1103
1764369865.278346,693,1102
1764369865.3015106,699,1096
1764369865.3366487,707,1087
1764369865.3664417,706,1082
1764369865.413241,700,1077
1764369865.4522269,698,1078
1764369865.4765453,694,1076
1764369865.5070167,695,1075
1764369865.5364957,692,1072
1764369865.571438,691,1075
1764369865.60223,698,1077
1764369865.6367166,702,1078
1764369865.6719754,704,1080
1764369865.7064204,698,1080
1764369865.7426288,702,1075
1764369865.7721314,703,1068
1764369865.8015592,697,1066
1764369865.8473034,655,1075
1764369865.8864079,673,1084
1764369865.918571,672,1068
1764369865.9473617,679,1052
1764369865.9916232,678,1058
1764369866.0378716,683,1057
1764369866.0772154,678,1041
1764369866.1224053,668,1046
1764369866.1623416,663,1060
1764369866.201726,668,1066
1764369866.2324507,669,1067
1764369866.2665536,663,1066
1764369866.29828,667,1068
1764369866.3314018,672,1075
1764369866.366469,679,1083
1764369866.3965812,687,1080
1764369866.431323,681,1072
1764369866.456495,652,1037
1764369866.4973161,654,1034
1764369866.5317128,658,1023
1764369866.5618315,654,1015
1764369866.5926576,651,1022
1764369866.6317189,651,1024
1764369866.6617854,667,1053
1764369866.691769,678,1062
1764369866.7267408,680,1061
1764369866.7567148,677,1056
1764369866.796602,671,1052
1764369866.826295,668,1050
1764369866.8616567,662,1049
1764369866.9063675,669,1054
1764369866.9469163,723,1054
1764369866.9814234,726,1061
1764369867.0171647,726,1068
1764369867.056943,732,1073
1764369867.086976,732,1088
1764369867.1267781,727,1087
1764369867.1663392,728,1089
1764369867.2062538,730,1094
1764369867.2470276,730,1103
1764369867.28654,728,1101
1764369867.331365,719,1090
1764369867.3668962,665,1085
1764369867.4172232,679,1084
1764369867.461382,686,1080
1764369867.4873266,694,1068
1764369867.517173,688,1059
1764369867.5466652,686,1054
1764369867.5771937,683,1049
1764369867.6068134,678,1050
1764369867.6421597,675,1065
1764369867.6763127,681,1074
1764369867.7161968,685,1084
