x,y
1764369861.762636,61,536
1764369861.792341,63,528
1764369861.8319066,-7923,-4557
1764369861.8574274,393,599
1764369861.8867466,364,584
1764369861.9175909,339,562
1764369861.9567814,355,545
1764369862.002631,372,561
1764369862.0376384,372,579
1764369862.066748,362,596
1764369862.1022205,363,598
1764369862.1318316,361,598
1764369862.1667354,367,581
1764369862.202623,369,557
1764369862.231807,416,582
1764369862.262721,926,890
1764369862.2969074,958,900
1764369862.3267837,909,926
1764369862.361695,896,949
1764369862.4022515,900,943
1764369862.4371128,900,940
1764369862.4771192,892,939
1764369862.5074093,903,968
1764369862.5476918,1010,1160
1764369862.578483,1029,1168
1764369862.6073618,1014,1152
1764369862.646725,1010,1133
1764369862.6768813,1004,1133
1764369862.706805,1003,1139
1764369862.7425005,1004,1143
1764369862.7873256,1001,1141
1764369862.8368175,1001,1142
1764369862.8666513,997,1137
1764369862.9022317,1006,1135
1764369862.9324827,701,1139
1764369862.9626312,665,1121
1764369862.9920566,673,1147
1764369863.0275664,659,1140
1764369863.0635333,652,1132
1764369863.09704,648,1133
1764369863.1268702,648,1135
1764369863.161634,654,1141
1764369863.1919856,658,1148
1764369863.228549,659,1150
1764369863.2574577,663,1148
1764369863.291689,665,1135
1764369863.3317125,664,1121
1764369863.362661,660,1115
1764369863.3918366,661,1121
1764369863.4222538,658,1130
1764369863.4673095,660,1141
1764369863.5066898,600,1034
1764369863.5321653,610,988
1764369863.5675428,614,980
1764369863.5972466,608,998
1764369863.6270862,603,1001
1764369863.6574855,607,1012
1764369863.6930962,613,1017
