x,y
1764369919.3524823,354,1126
1764369919.3918946,351,1124
1764369919.4383054,357,1132
1764369919.467899,349,1140
1764369919.501757,342,1144
1764369919.5373933,341,1141
1764369919.5824318,341,1138
1764369919.6173851,602,1087
1764369919.6569712,590,1075
1764369919.6969085,599,1081
1764369919.7420099,591,1091
1764369919.7818298,603,1100
1764369919.8215566,611,1098
1764369919.8617887,604,1089
1764369919.8973398,576,1137
1764369919.932203,580,1132
1764369919.967425,572,1135
1764369920.0022125,569,1139
1764369920.0367475,580,1140
1764369920.0773451,580,1127
1764369920.123304,576,1131
1764369920.1567497,548,1120
1764369920.202182,479,1136
1764369920.2315717,414,1143
1764369920.266769,368,1121
1764369920.3014703,407,1139
1764369920.3423288,418,1161
1764369920.3771598,415,1152
1764369920.411601,340,1070
1764369920.4473825,272,1126
1764369920.4869864,230,1055
1764369920.5222533,304,1142
1764369920.5619066,304,1147
1764369920.597041,310,1149
1764369920.6320457,226,1069
1764369920.6771138,310,1150
1764369920.7120602,299,1174
1764369920.7572682,308,1164
1764369920.798136,318,1166
1764369920.836578,320,1158
1764369920.8764508,266,1093
1764369920.911509,265,1094
1764369920.951531,199,1099
1764369920.9822443,326,1162
1764369921.0216074,325,1155
1764369921.0568328,347,1173
1764369921.091927,365,1177
1764369921.127127,375,1185
1764369921.1665204,379,1188
1764369921.2018623,376,1182
1764369921.236981,241,1069
1764369921.2669177,353,1154
1764369921.3068426,352,1163
