x,y
1764369806.1536088,1195,127
1764369806.187445,1199,127
1764369806.222943,1201,135
1764369806.2577505,1202,152
1764369806.288877,1205,150
1764369806.317205,1212,142
1764369806.351811,1212,140
1764369806.3823378,1214,143
1764369806.4169676,1217,143
1764369806.4477456,1219,150
1764369806.4823499,1224,166
1764369806.5175052,1228,182
1764369806.5473506,1223,186
1764369806.5873063,1235,178
1764369806.6168082,1248,160
1764369806.6477947,1248,161
1764369806.6926763,1241,167
1764369806.7320201,1236,173
1764369806.7767038,1237,172
1764369806.8071685,1249,172
1764369806.8431563,1253,174
1764369806.8772168,1250,177
1764369806.917311,1249,180
1764369806.9526534,1246,181
1764369806.9919991,1259,176
1764369807.0276299,1267,171
1764369807.0572977,1267,174
1764369807.0876362,1262,177
1764369807.1219473,1265,172
1764369807.152533,1272,173
1764369807.19286,1275,177
1764369807.22256,1273,186
1764369807.2568743,1274,190
1764369807.2920809,1269,191
1764369807.3276908,1266,191
1764369807.3568947,1262,192
1764369807.392607,1260,202
1764369807.4279244,1266,181
1764369807.4575708,1276,180
1764369807.4976218,1287,186
1764369807.5325315,1283,191
1764369807.5669389,1268,187
1764369807.6022213,1267,187
1764369807.6375475,1267,177
1764369807.6674144,1270,181
1764369807.6968956,1269,179
1764369807.7321234,1219,167
1764369807.7618234,1222,168
1764369807.8025737,1220,169
1764369807.8501072,1220,174
1764369807.8879595,1214,171
1764369807.9322953,1215,168
1764369807.962044,1219,167
1764369807.9973688,1214,169
1764369808.0318065,1215,174
1764369808.0716362,1225,179
1764369808.1016128,1230,182
1764369808.1315804,1226,178
1764369808.167637,1226,172
1764369808.19669,1226,169
1764369808.2325475,1228,163
1764369808.2673492,1236,159
1764369808.2972462,1236,164
1764369808.3319268,1241,153
1764369808.3623571,1232,138
1764369808.3916032,1232,134
1764369808.427641,1234,127
1764369808.456723,1229,125
1764369808.4924195,1224,124
1764369808.5270948,1218,125
1764369808.5621252,1221,129
1764369808.5917764,1219,124
1764369808.6215754,1218,129
1764369808.6567655,1216,130
1764369808.6920335,1219,127
1764369808.7216158,1224,128
1764369808.7575166,1219,123
1764369808.7975569,1224,127
1764369808.8333747,1229,134
1764369808.8624396,1233,140
1764369808.892163,1235,139
1764369808.9323874,1235,134
1764369808.9774299,1236,123
1764369809.0224822,1236,120
1764369809.0526044,1251,131
1764369809.0826187,1257,126
1764369809.1173522,1254,119
1764369809.151507,1253,123
1764369809.1872177,1251,127
1764369809.2172356,1255,132
1764369809.250409,1253,135
1764369809.2824154,1236,135
1764369809.317042,1231,134
1764369809.3577175,1223,115
1764369809.3920407,1226,100
1764369809.4273412,1233,102
1764369809.4616024,1236,121
1764369809.492547,1232,131
1764369809.526891,1229,131
1764369809.5624552,1232,139
1764369809.5915666,1230,138
1764369809.6265116,1231,140
1764369809.6570113,1234,145
1764369809.6974983,1234,148
1764369809.7369206,1231,150
1764369809.7767377,1227,146
1764369809.821827,1228,155
1764369809.866873,1233,163
1764369809.912323,1227,145
1764369809.951588,1229,118
1764369809.9817324,1224,113
1764369810.016558,1222,115
1764369810.0567737,1224,126
1764369810.1014283,1225,135
