timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-11-25T15:24:27.153,13,952,364,903.4745762711865,394.271186440678,31.268756508411137,59
2025-11-25T15:24:33.547,11,1741,1060,1699.85,1122.15,54.46241823496272,40
2025-11-25T15:24:39.953,17,1478,828,1537.0408163265306,788.9183673469388,43.473565000019406,49
2025-11-25T15:24:46.359,4,163,596,256.1929824561403,511.2105263157895,63.98250183999638,57
2025-11-25T15:24:52.747,2,1215,132,1266.6610169491526,102.76271186440678,29.683042669512176,59
2025-11-25T15:24:59.152,1,689,132,712.1186440677966,78.76271186440678,22.677864761244017,59
2025-11-25T15:25:05.546,3,1741,132,1803.0344827586207,111.63793103448276,59.80850585139191,58
2025-11-25T15:25:11.937,9,689,1060,745.5384615384615,893.8461538461538,24.247003108906338,26
2025-11-25T15:25:18.342,15,426,828,545.0545454545454,689.4727272727273,34.860382685675376,55
2025-11-25T15:25:24.733,0,163,132,190.33898305084745,176.96610169491527,19.66031559239985,59
2025-11-25T15:25:31.123,10,1215,1060,1310.677966101695,916.3050847457627,27.52360768827571,59
2025-11-25T15:25:37.514,7,1741,596,1802.7118644067796,577.1525423728814,39.148073704923085,59
2025-11-25T15:25:43.902,8,163,1060,276.7142857142857,974.2857142857143,15.959131478593076,14
2025-11-25T15:25:50.298,14,1478,364,1551.1525423728813,322.96610169491527,34.848718898232576,59
2025-11-25T15:25:56.702,5,689,596,766.8909090909091,508.74545454545455,32.78519117422649,55
2025-11-25T15:26:03.119,16,952,828,1029.864406779661,734.8983050847457,31.12204109814032,59
2025-11-25T15:26:09.512,12,426,364,476.31666666666666,342.46666666666664,23.80683258599887,60
2025-11-25T15:26:15.902,6,1215,596,1295.0,548.3728813559322,30.054130997300067,59
