timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-10-16T21:55:00.815,5,729,596,712.28,567.0,38.76443731050407,25
2025-10-16T21:55:07.219,7,1621,596,1585.5,631.0416666666666,34.81675741969982,24
2025-10-16T21:55:13.641,2,1175,238,1166.9583333333333,311.9583333333333,30.747572171546235,24
2025-10-16T21:55:20.052,6,1175,596,1163.28,627.32,41.69147634709042,25
2025-10-16T21:55:26.461,10,1175,953,1137.08,851.08,17.581444764296247,25
2025-10-16T21:55:32.864,1,729,238,697.28,242.96,29.694443924747944,25
2025-10-16T21:55:39.274,8,283,953,270.8333333333333,887.25,56.14261354404117,24
2025-10-16T21:55:45.684,16,952,774,934.3333333333334,702.625,29.964533433525855,24
2025-10-16T21:55:52.087,15,506,774,510.2,760.72,25.164292161712,25
2025-10-16T21:55:58.510,13,952,417,959.24,368.84,33.429280578558675,25
2025-10-16T21:56:04.912,4,283,596,290.72,573.6,21.18021718491102,25
2025-10-16T21:56:11.309,11,1621,953,1580.125,919.375,34.527917448542034,24
2025-10-16T21:56:17.719,14,1398,417,1361.12,423.44,26.02521853894795,25
2025-10-16T21:56:24.129,17,1398,774,1353.88,771.56,29.00951568020397,25
2025-10-16T21:56:30.541,3,1621,238,1571.2083333333333,291.5416666666667,38.218623659734845,24
2025-10-16T21:56:36.958,12,506,417,552.32,378.52,24.250096907022865,25
2025-10-16T21:56:43.372,9,729,953,730.7083333333334,830.75,26.133836889281213,24
2025-10-16T21:56:49.792,0,283,238,328.92,193.08,42.09497832283561,25
