x,y
1554,628
1561,623
1562,625
1587,648
1585,643
1587,615
1570,617
1577,635
1590,619
1590,582
1600,573
1600,577
1583,587
1576,594
1576,619
1558,650
1584,666
1618,663
1611,663
1584,666
1587,665
1595,660
1601,663
1616,664
1613,648
1582,624
1556,599
1552,606
1546,616
1549,638
1582,650
1610,656
1608,654
1601,649
1597,628
1572,613
1564,608
1572,621
1558,624
1545,621
1558,637
1560,628
1550,612
1556,624
1567,642
1571,646
1568,645
1570,647
1569,636
1543,633
1516,634
1521,630
1565,642
1588,666
1588,672
1593,662
1589,664
1582,663
1576,638
1575,619
1562,607
1566,612
1572,611
1571,609
1570,605
1571,603
1553,598
1535,606
1513,610
1489,605
1492,607
1518,620
1547,614
1547,610
1544,631
1556,622
1562,601
1573,597
1576,594
1569,590
1556,591
1542,593
1542,591
1542,613
1542,619
1534,630
1552,629
1560,621
1571,599
1559,591
1554,587
1574,598
1581,619
1593,640
1591,649
1584,638
1567,629
1581,638
1593,657
