x,y
735,555
745,564
742,580
710,577
714,588
749,585
737,553
723,506
734,515
727,534
719,543
699,550
709,559
751,564
754,562
717,542
679,545
674,587
679,611
679,614
675,615
676,609
687,589
690,568
703,560
719,556
729,552
743,556
754,565
729,573
715,559
717,549
715,552
705,554
695,553
722,553
759,568
765,582
765,579
770,580
770,581
763,570
757,564
768,557
770,550
772,548
779,521
782,500
776,504
765,518
749,538
719,542
688,544
688,546
699,542
696,542
698,544
705,548
705,572
717,579
720,576
728,567
741,565
732,582
706,592
700,595
706,605
718,604
718,609
708,615
704,624
703,630
704,621
706,603
713,598
705,600
703,597
716,604
718,612
714,622
709,624
698,614
698,615
695,627
695,636
685,628
676,605
673,600
677,596
683,601
683,613
675,613
668,615
671,609
677,610
682,611
689,608
706,597
708,582
729,593
734,599
726,598
