subject,model,mean_error,variance
subject_001,similarity,89.88218102679696,2829.2535941295705
subject_001,poly,86.19566028161539,2672.2971424395587
subject_001,"rbf[thin_plate,s=1.0]",88.12852548396273,2614.4518014509836
subject_001,"rbf[multiquadric,s=0.0]",86.60421497627681,2732.2122530767483
subject_001,"rbf[multiquadric,s=1.0]",121.5927304562466,5078.384051223538
subject_001,"rbf[multiquadric,s=2.0]",172.86695037105082,10291.391499576825
subject_001,tps,86.8460792983268,2595.704621874744
subject_001,pwa,79.18004216787642,3692.2559823606343
subject_001,gpr,74.491707583075,2465.1205277072636
subject_001,"sim+rbf[thin_plate,s=1.0]",87.23591718459512,2597.709636820287
subject_001,"sim+rbf[multiquadric,s=0.0]",87.94373095202361,2474.1902346070888
subject_001,"sim+rbf[multiquadric,s=1.0]",82.74112288115772,2512.461402858787
subject_001,"sim+rbf[multiquadric,s=2.0]",81.93473836235543,2511.509694061762
subject_001,sim+tps,86.84607930141426,2595.704621842216
subject_001,sim+pwa,79.18004216787648,3692.255982360633
subject_001,sim+gpr,84.74932411180113,2322.7762012093144
subject_002,similarity,77.56700458691631,2244.754665715998
subject_002,poly,78.47856875576234,2025.3325232320003
subject_002,"rbf[thin_plate,s=1.0]",82.76720752386339,2286.271329871635
subject_002,"rbf[multiquadric,s=0.0]",83.46223714250681,2297.949291332605
subject_002,"rbf[multiquadric,s=1.0]",105.04475245547832,3129.4204081657203
subject_002,"rbf[multiquadric,s=2.0]",147.13404572173005,7497.089989399866
subject_002,tps,81.86976213609722,2313.6180873899016
subject_002,pwa,98.08254473160709,10416.83942222099
subject_002,gpr,91.90975160075251,3986.295950334648
subject_002,"sim+rbf[thin_plate,s=1.0]",81.8120101389545,2254.2557753772503
subject_002,"sim+rbf[multiquadric,s=0.0]",83.74187868840582,2348.588497467815
subject_002,"sim+rbf[multiquadric,s=1.0]",73.75209653616876,1551.093635178598
subject_002,"sim+rbf[multiquadric,s=2.0]",72.96375013462419,1497.148055435165
subject_002,sim+tps,81.86976214594216,2313.618088319842
subject_002,sim+pwa,98.0825447316071,10416.83942222099
