x,y
1764367576.4054217,219,1132
1764367576.4452903,216,1131
1764367576.4904525,217,1133
1764367576.5210545,424,920
1764367576.560784,552,680
1764367576.5968118,556,663
1764367576.6402612,563,653
1764367576.685733,569,641
1764367576.7256594,561,627
1764367576.7651527,571,643
1764367576.8059223,713,652
1764367576.8401086,1126,603
1764367576.8801954,1144,615
1764367576.920913,1159,622
1764367576.9561014,1156,626
1764367577.0002189,1166,631
1764367577.0406733,1171,619
1764367577.0804725,1166,605
1764367577.1155994,1179,613
1764367577.1654944,1224,625
1764367577.2162406,1226,629
1764367577.2701097,1230,623
1764367577.305849,1246,617
1764367577.3402135,1243,627
1764367577.3752306,1236,631
1764367577.4112437,1239,629
1764367577.4608138,1230,629
1764367577.4958024,1232,621
1764367577.5351477,1235,616
1764367577.5755594,1231,621
1764367577.6153612,1236,634
1764367577.6549256,1246,641
1764367577.6909726,1250,635
1764367577.7301185,1239,635
1764367577.7652385,1240,641
1764367577.8050392,1243,648
1764367577.8456852,1250,652
1764367577.8799486,1254,654
1764367577.9163315,1232,654
1764367577.9498477,1218,654
1764367577.9955065,1211,651
1764367578.0311341,1212,652
1764367578.0713995,1214,655
1764367578.1058908,1219,659
1764367578.150338,1224,661
1764367578.1905227,1224,659
1764367578.2255263,1161,572
1764367578.265026,1167,580
1764367578.3158634,1166,581
1764367578.3607233,1163,581
