x,y
1764367501.5794423,1462,371
1764367501.614517,1466,385
1764367501.654947,1476,389
1764367501.6892529,1469,373
1764367501.7340918,1466,359
1764367501.770113,1469,357
1764367501.7991424,1466,365
1764367501.8392673,1470,366
1764367501.8905404,1472,369
1764367501.9245794,1464,359
1764367501.9649727,1450,356
1764367502.0050342,1445,370
1764367502.0448565,1455,368
1764367502.0946221,1461,364
1764367502.1298656,1454,362
1764367502.1694267,1445,368
1764367502.204639,1438,369
1764367502.2397983,1447,381
1764367502.2696621,1463,379
1764367502.305061,1474,375
1764367502.3411646,1466,375
1764367502.374576,1466,349
1764367502.4093916,1468,353
1764367502.444336,1466,348
1764367502.4747784,1472,351
1764367502.5053945,1480,349
1764367502.5394049,1486,350
1764367502.5744188,1483,357
1764367502.6050727,1478,359
1764367502.6398735,1480,359
1764367502.6695275,1474,354
1764367502.7046947,1472,353
1764367502.7496774,1473,359
1764367502.7906785,1481,363
1764367502.8198185,1474,367
1764367502.8501625,1472,370
1764367502.8896592,1471,366
1764367502.9201963,1474,368
1764367502.9501016,1482,355
1764367502.9845214,1486,357
1764367503.0191193,1483,353
1764367503.054721,1488,353
1764367503.084542,1496,358
1764367503.1194954,1490,349
1764367503.160278,1490,343
1764367503.204819,1498,353
1764367503.2442038,1514,353
1764367503.279837,1524,343
1764367503.3157146,1510,344
1764367503.3544152,1504,343
1764367503.3900504,1507,358
1764367503.419111,1519,356
1764367503.4549258,1528,346
1764367503.4895988,1527,344
1764367503.5254688,1529,336
1764367503.559884,1512,334
1764367503.589185,1506,328
1764367503.6242707,1505,333
1764367503.6547992,1514,334
1764367503.68924,1516,312
1764367503.7350464,1513,293
1764367503.784729,1514,296
1764367503.8105595,1505,306
1764367503.8400686,1504,311
1764367503.8796113,1510,323
1764367503.9093254,1519,329
1764367503.9492207,1519,329
1764367503.9844701,1519,335
1764367504.0196805,1482,354
1764367504.0491354,1500,365
1764367504.080233,1507,392
1764367504.1146152,1514,397
1764367504.144235,1520,394
1764367504.1795905,1527,387
1764367504.2150476,1549,428
1764367504.2599068,1559,466
1764367504.2996273,1539,452
1764367504.344883,1526,422
1764367504.38408,1513,418
1764367504.4146779,1522,440
1764367504.450333,1523,436
1764367504.4802997,1520,421
1764367504.5301383,1528,416
1764367504.5642934,1530,431
1764367504.5943458,1525,429
1764367504.635179,1501,416
1764367504.6692796,1508,411
1764367504.7043695,1493,397
1764367504.7392023,1522,424
1764367504.774879,1530,434
1764367504.810993,1523,446
1764367504.839476,1522,444
1764367504.8795457,1524,441
1764367504.915839,1507,433
1764367504.9454408,1498,417
1764367504.9795794,1500,415
1764367505.015897,1516,423
1764367505.049807,1525,445
1764367505.084117,1521,462
1764367505.1194394,1495,453
1764367505.1643455,1474,431
1764367505.1998062,1467,431
1764367505.2395477,1462,432
1764367505.269908,1471,431
1764367505.3042548,1469,433
1764367505.3350677,1473,434
1764367505.3799174,1470,437
1764367505.4247131,1462,424
1764367505.4696958,1423,377
1764367505.5098674,1428,381
1764367505.5442617,1430,389
