x,y
1764367621.2125916,974,797
1764367621.258032,976,803
1764367621.2926717,979,806
1764367621.324237,974,810
1764367621.362953,971,806
1764367621.3923304,971,806
1764367621.423018,973,803
1764367621.4578369,978,800
1764367621.4883683,977,796
1764367621.5223432,978,798
1764367621.5572543,979,799
1764367621.5984352,882,743
1764367621.6222167,625,712
1764367621.658028,626,700
1764367621.6880407,633,684
1764367621.7230392,634,673
1764367621.7578208,649,665
1764367621.7924423,501,722
1764367621.832528,519,705
1764367621.8786786,524,702
1764367621.9274833,519,710
1764367621.9684503,522,714
1764367622.0076897,513,699
1764367622.0476363,478,721
1764367622.0779817,463,753
1764367622.1175346,472,737
1764367622.152068,459,732
1764367622.1820219,460,732
1764367622.2220428,467,752
1764367622.253059,456,878
1764367622.2827122,460,878
1764367622.317,460,882
1764367622.3525057,464,894
1764367622.3870873,461,898
1764367622.4228616,449,909
1764367622.4520931,449,919
1764367622.4921312,455,919
1764367622.522418,458,920
1764367622.5570385,466,896
1764367622.5873234,469,883
1764367622.617837,470,883
1764367622.6520822,466,884
1764367622.6926315,468,879
1764367622.721995,470,887
1764367622.7578747,464,894
1764367622.797063,470,898
1764367622.8246696,465,897
1764367622.8569994,460,826
1764367622.9022424,455,799
1764367622.9419072,460,797
1764367622.9774368,454,796
1764367623.0223653,454,798
1764367623.0728173,454,794
1764367623.1073074,453,796
1764367623.1521428,446,795
1764367623.1779692,435,785
