x,y
1764367533.5893085,740,343
1764367533.62499,739,350
1764367533.659537,739,363
1764367533.6945353,749,365
1764367533.7242112,750,370
1764367533.754886,758,362
1764367533.7895072,767,347
1764367533.824317,724,269
1764367533.8594613,718,253
1764367533.8943222,727,239
1764367533.924608,734,245
1764367533.9552076,740,239
1764367533.9893029,737,233
1764367534.0305994,740,233
1764367534.0597923,731,231
1764367534.1048665,728,239
1764367534.14541,705,168
1764367534.1748235,705,130
1764367534.2201765,699,129
1764367534.2648933,702,122
1764367534.3001378,712,122
1764367534.3442836,712,125
1764367534.3745832,689,120
1764367534.4100432,685,116
1764367534.4445407,688,113
1764367534.4743953,694,111
1764367534.5145385,699,112
1764367534.5493734,702,107
1764367534.5891595,699,102
1764367534.6293585,695,105
1764367534.674765,688,107
1764367534.7146149,684,100
1764367534.7447114,684,102
1764367534.7746766,687,116
1764367534.819493,689,122
1764367534.8549967,690,121
1764367534.8902936,688,121
1764367534.9242756,690,109
1764367534.95538,688,110
1764367534.9948678,682,115
1764367535.0298488,674,121
1764367535.059474,676,133
1764367535.0946815,673,127
1764367535.1242533,675,126
1764367535.1595652,671,124
1764367535.195595,669,139
1764367535.2297752,676,188
1764367535.2644305,675,217
1764367535.31009,680,227
1764367535.3499277,691,222
1764367535.38457,707,195
1764367535.4145665,720,158
1764367535.4503038,717,131
1764367535.4843767,706,158
1764367535.5248523,719,190
1764367535.5591795,730,213
1764367535.6002584,728,216
1764367535.6444647,732,218
1764367535.6900485,730,237
1764367535.739164,725,236
1764367535.7800052,721,226
1764367535.8197765,730,215
1764367535.8546188,736,210
1764367535.8841753,718,208
1764367535.9197578,718,212
1764367535.97013,714,215
1764367536.0095582,713,209
1764367536.039712,704,185
1764367536.0749753,708,192
1764367536.1149397,714,199
1764367536.149077,709,189
1764367536.1893897,667,151
1764367536.22982,676,175
1764367536.265304,684,197
1764367536.2996783,687,187
1764367536.3296082,678,178
1764367536.3694634,668,189
1764367536.399932,672,208
1764367536.44936,669,212
1764367536.4904664,667,207
1764367536.5345926,669,218
1764367536.5901122,673,226
1764367536.6396778,669,216
1764367536.680064,666,211
1764367536.704376,658,198
1764367536.7450886,662,197
1764367536.7848067,665,196
1764367536.819535,688,156
1764367536.8643515,694,146
1764367536.9100611,699,152
1764367536.9449904,702,154
1764367536.9750996,701,159
1764367537.0146973,714,170
1764367537.0447154,724,174
1764367537.0750442,718,185
1764367537.1202157,724,196
1764367537.1593947,704,205
1764367537.1942394,699,206
1764367537.229645,702,166
1764367537.2662697,691,170
1764367537.2960038,687,201
1764367537.3295932,683,222
1764367537.3642993,677,227
1764367537.4001293,671,217
1764367537.4360344,670,209
1764367537.469548,677,205
1764367537.4997098,673,221
1764367537.5411735,673,244
1764367537.569247,665,264
