x,y
1764367546.3896096,1738,127
1764367546.4243467,1748,131
1764367546.4560268,1743,131
1764367546.4941554,1749,136
1764367546.529781,1738,122
1764367546.5996177,1735,120
1764367546.634512,1739,126
1764367546.6694045,1715,83
1764367546.704243,1717,90
1764367546.7356248,1722,91
1764367546.7646384,1726,93
1764367546.8298142,1727,89
1764367546.8644214,1725,94
1764367546.905315,1726,93
1764367546.9394698,1730,93
1764367546.9803061,1727,87
1764367547.0246248,1742,103
1764367547.0651438,1750,100
1764367547.0893016,1741,128
1764367547.124207,1745,128
1764367547.1642091,1748,127
1764367547.195499,1752,136
1764367547.2297826,1758,150
1764367547.2694104,1760,152
1764367547.2998695,1774,164
1764367547.3403127,1776,163
1764367547.4097261,1769,166
1764367547.4448252,1763,164
1764367547.4803314,1765,164
1764367547.5096762,1751,149
1764367547.549829,1743,144
1764367547.584301,1738,149
1764367547.6147282,1741,155
1764367547.6500177,1735,152
1764367547.679955,1737,158
1764367547.7160645,1733,155
1764367547.7551606,1735,140
1764367547.784659,1740,146
1764367547.8193173,1747,139
1764367547.854696,1747,138
1764367547.884375,1741,123
1764367547.919775,1737,120
1764367547.9547157,1724,108
1764367547.9849787,1705,93
1764367548.0200863,1701,92
1764367548.06464,1705,91
1764367548.10999,1699,90
1764367548.1547465,1694,100
1764367548.1900427,1710,112
1764367548.2243013,1714,126
1764367548.2550206,1705,144
1764367548.301148,1711,158
1764367548.3247912,1716,160
1764367548.3546102,1710,154
1764367548.3894134,1723,166
1764367548.4245753,1716,158
1764367548.459498,1722,169
1764367548.4898329,1722,169
1764367548.5292249,1729,172
1764367548.5596347,1725,168
1764367548.59524,1724,170
1764367548.629399,1725,159
1764367548.6647923,1719,153
1764367548.7099473,1711,147
1764367548.749721,1680,127
1764367548.7750843,1688,119
1764367548.8142645,1688,110
1764367548.8548176,1680,106
1764367548.8845468,1682,105
1764367548.9241748,1683,102
1764367548.9596257,1686,103
1764367548.9944172,1686,106
1764367549.0597084,1689,123
1764367549.0992174,1693,120
1764367549.1745548,1699,135
1764367549.259402,1694,143
1764367549.2895775,1695,139
1764367549.3300304,1699,138
1764367549.3593645,1700,130
1764367549.5041082,1715,113
1764367549.534609,1712,107
1764367549.5695138,1726,110
1764367549.6000652,1729,111
1764367549.6391644,1726,111
1764367549.6741345,1733,113
1764367549.704304,1726,108
1764367549.7402267,1724,112
1764367549.7750165,1724,117
1764367549.8101873,1727,113
1764367549.8400264,1725,99
1764367549.8798475,1727,100
1764367549.940044,1739,104
1764367549.9696703,1733,103
1764367550.0395904,1718,106
1764367550.2444012,1729,113
1764367550.2848248,1727,111
1764367550.3359175,1733,129
