x,y
1764653060.2557325,920,822
1764653060.2853935,924,818
1764653060.3206427,926,808
1764653060.359966,924,795
1764653060.3963985,921,788
1764653060.4357471,912,790
1764653060.4701788,917,809
1764653060.5147722,937,812
1764653060.5451076,1462,1219
1764653060.5796933,1397,934
1764653060.6101773,808,663
1764653060.640395,791,653
1764653060.6705194,888,757
1764653060.7001839,881,795
1764653060.730579,900,809
1764653060.7602623,918,801
1764653060.789984,922,807
1764653060.8156853,912,811
1764653060.8505938,901,815
1764653060.8804955,897,810
1764653060.9205446,902,803
1764653060.9506714,928,791
1764653060.9851635,929,777
1764653061.015535,915,782
1764653061.054914,919,802
1764653061.0805092,972,779
1764653061.1150534,1098,668
1764653061.1550658,1311,567
1764653061.1921654,1284,558
1764653061.225762,1269,555
1764653061.265641,1289,559
1764653061.2905638,1304,571
1764653061.320182,1299,574
1764653061.3498015,1292,577
1764653061.3853242,1293,445
1764653061.4151037,1282,249
1764653061.4505148,1291,202
1764653061.4856508,1290,218
1764653061.5250275,1287,230
1764653061.564892,1292,180
1764653061.6004305,1256,147
1764653061.6399262,1192,117
1764653061.67474,1177,140
1764653061.714697,1192,145
1764653061.7398467,1203,126
1764653061.7706337,1199,119
1764653061.8003643,1175,124
1764653061.845638,1160,131
1764653061.8850017,1161,132
1764653061.9098904,1162,131
1764653061.9403684,1162,133
1764653061.9696994,1171,135
1764653062.0003672,1183,134
1764653062.0407653,1184,120
1764653062.0654001,1170,137
1764653062.0951765,1171,153
1764653062.1249216,1169,157
1764653062.1551297,1166,164
1764653062.185294,1159,171
1764653062.2203474,1168,169
