timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-18T12:19:01.120,1,689,132,624.5847457627119,144.77118644067798,,,,,-64,12,,,,,63.56,118
2025-11-18T12:19:07.518,12,426,364,427.89830508474574,344.8050847457627,,,,,1,-19,,,,,24.33,118
2025-11-18T12:19:13.914,0,163,132,170.425,127.75,,,,,7,-4,,,,,26.72,120
2025-11-18T12:19:20.305,13,952,364,974.0084033613446,348.3529411764706,,,,,22,-15,,,,,84.85,119
2025-11-18T12:19:26.699,11,1741,1060,1719.7777777777778,886.1111111111111,,,,,-21,-173,,,,,91.98,9
2025-11-18T12:19:33.105,10,1215,1060,1315.6233766233765,948.8831168831168,,,,,100,-111,,,,,91.69,77
2025-11-18T12:19:39.510,7,1741,596,1650.5,378.75,,,,,-90,-217,,,,,12.61,4
2025-11-18T12:19:45.914,6,1215,596,1339.657894736842,501.9824561403509,,,,,124,-94,,,,,51.31,114
2025-11-18T12:19:52.305,2,1215,132,1206.5811965811965,52.427350427350426,,,,,-8,-79,,,,,41.76,117
2025-11-18T12:19:58.699,9,689,1060,694.1016949152543,950.5169491525423,,,,,5,-109,,,,,62.87,118
2025-11-18T12:20:05.104,5,689,596,654.2307692307693,556.7179487179487,,,,,-34,-39,,,,,57.39,117
2025-11-18T12:20:17.898,16,952,828,953.6779661016949,780.0677966101695,,,,,1,-47,,,,,58.54,118
2025-11-18T12:20:24.289,15,426,828,384.28333333333336,806.2833333333333,,,,,-41,-21,,,,,35.23,120
2025-11-18T12:20:43.463,4,163,596,184.364406779661,571.1864406779661,,,,,21,-24,,,,,28.36,118
2025-11-18T12:20:49.869,3,1741,132,1755.0227272727273,132.20454545454547,,,,,14,0,,,,,87.83,44
2025-11-18T12:21:02.659,8,163,1060,160.5,990.7203389830509,,,,,-2,-69,,,,,57.08,118
2025-11-18T12:21:09.054,14,1478,364,1483.9915254237287,344.83898305084745,,,,,5,-19,,,,,63.63,118
2025-11-18T12:21:15.448,17,1478,828,1591.3703703703704,763.7283950617284,,,,,113,-64,,,,,75.05,81
