x,y
530,803
496,796
513,722
521,802
518,803
540,726
482,799
507,771
504,771
501,770
579,632
578,648
496,776
493,811
491,812
484,818
418,806
414,808
492,676
405,809
401,809
427,816
424,816
421,815
416,815
412,816
502,801
499,802
497,803
494,804
489,804
514,810
512,810
505,811
501,810
525,815
523,814
521,814
545,786
570,791
561,790
527,784
554,789
550,788
548,789
545,790
571,795
567,795
533,755
529,755
526,757
551,765
545,766
594,747
589,749
579,719
575,686
569,656
554,660
532,669
557,667
557,665
557,672
552,672
522,687
503,699
516,676
514,675
489,698
484,697
508,680
498,682
471,699
495,690
490,690
489,694
479,737
505,743
543,736
525,748
520,782
544,738
545,746
533,754
528,755
547,765
521,791
487,820
482,821
477,822
502,828
498,830
494,830
