x,y
222,-77
215,-64
184,-61
191,-72
191,-77
203,-69
211,-55
205,-49
194,-71
221,-29
239,-1
246,5
248,13
252,15
252,22
253,28
203,59
199,49
199,48
205,61
202,72
201,67
205,66
209,83
221,92
222,76
213,75
214,83
219,89
220,92
217,101
218,108
224,112
227,114
227,114
181,79
176,62
169,54
168,59
162,60
155,59
151,55
213,75
224,94
236,102
235,104
239,103
236,110
186,89
176,78
168,67
172,70
172,69
170,64
171,66
169,65
192,71
214,79
225,84
222,85
224,88
193,82
189,70
178,57
182,57
203,66
229,71
234,66
218,68
193,57
187,45
188,43
187,32
197,28
214,37
217,41
210,46
207,41
193,32
194,29
195,37
192,40
189,40
186,36
234,64
251,64
254,59
248,42
249,40
249,51
209,51
208,49
205,45
210,46
212,52
212,61
210,66
256,86
245,68
245,59
249,64
247,69
218,62
222,69
226,78
223,83
232,98
268,96
257,90
254,95
250,85
251,75
211,57
210,57
207,57
206,49
203,45
206,44
214,53
