x,y
1473,358
1469,358
1469,355
1471,352
1472,347
1472,345
1474,345
1473,349
1472,351
1492,339
1516,332
1520,332
1527,338
1528,340
1522,344
1519,348
1516,348
1519,351
1519,352
1515,354
1505,359
1494,367
1491,366
1489,355
1483,345
1478,344
1477,342
1472,345
1476,344
1477,342
1481,341
1481,339
1478,340
1475,337
1470,331
1464,328
1461,328
1468,327
1471,329
1477,331
1476,327
1472,329
1472,325
1479,329
1479,329
1478,331
1475,338
1475,339
1476,346
1490,331
1490,339
1486,346
1485,355
1484,356
1485,358
1489,355
1489,353
1489,354
1491,353
1488,360
1484,362
1474,360
1472,361
1472,363
1471,364
1470,364
1466,370
1461,368
1462,364
1466,360
1466,354
1455,347
1446,346
1459,337
1459,333
1465,333
1485,338
1493,335
1488,333
1482,332
1480,329
1481,325
1481,320
1477,322
1474,323
1475,324
1477,324
1474,324
1476,325
1471,319
1468,318
1464,323
1466,323
1470,326
1479,327
1475,326
1471,328
1472,328
1473,325
1471,327
1471,327
1439,334
1433,337
1432,341
1431,339
1429,344
1426,352
1425,359
1425,361
1420,360
1415,354
1411,356
1408,358
1405,358
1403,356
1403,353
1432,349
1428,342
1426,344
