subject,model,mean_error,variance
subject_001,similarity,86.99725495302617,2645.676335347935
subject_001,poly,83.45897913354177,2987.847415214603
subject_001,"rbf[thin_plate,s=1.0]",400.0280273309587,39168.94709825078
subject_001,"rbf[multiquadric,s=0.0]",169.0436349023096,2685.6347594130693
subject_001,"rbf[multiquadric,s=1.0]",199.9922212807452,12920.204905728837
subject_001,"rbf[multiquadric,s=2.0]",336.16474279260177,52593.12697480725
subject_001,tps,83.51507478363672,2572.7321688094385
subject_001,pwa,101.98053293756595,8961.106640686196
subject_001,gpr,227.51839248125344,13793.455333144642
subject_001,"sim+rbf[thin_plate,s=1.0]",85.40706748584364,2716.6638907505117
subject_001,"sim+rbf[multiquadric,s=0.0]",84.91911685379674,2572.2246849155163
subject_001,"sim+rbf[multiquadric,s=1.0]",80.17959422920539,2516.8827968871988
subject_001,"sim+rbf[multiquadric,s=2.0]",80.39575506604245,2487.011353651069
subject_001,sim+tps,83.51507478360942,2572.7321688092
subject_001,sim+pwa,101.98053293756598,8961.106640686188
subject_001,sim+gpr,79.59713669492423,2360.0030861426458
subject_002,similarity,79.24943279094845,1638.03264753896
subject_002,poly,141.327420285527,6167.673312724679
subject_002,"rbf[thin_plate,s=1.0]",607.7464052730144,266025.58733473794
subject_002,"rbf[multiquadric,s=0.0]",128.58152854368512,3772.2137367680903
subject_002,"rbf[multiquadric,s=1.0]",172.62538448097206,9110.948784672286
subject_002,"rbf[multiquadric,s=2.0]",295.27180774630875,33239.32445044637
subject_002,tps,82.3081379374461,2330.377701316902
subject_002,pwa,141.20590069345874,26524.969670124166
subject_002,gpr,197.70645905678225,17332.06903025985
subject_002,"sim+rbf[thin_plate,s=1.0]",208.94952050223853,54104.93653258558
subject_002,"sim+rbf[multiquadric,s=0.0]",82.06172119596941,2382.369903455556
subject_002,"sim+rbf[multiquadric,s=1.0]",74.88680264785921,1188.4606538284384
subject_002,"sim+rbf[multiquadric,s=2.0]",75.62653295089346,1262.991303251771
subject_002,sim+tps,82.3081379399381,2330.3777018848295
subject_002,sim+pwa,141.20590069345874,26524.96967012417
subject_002,sim+gpr,78.89688268159371,1499.845298387468
subject_003,similarity,142.39051272617067,10003.220924169143
subject_003,poly,141.6176282016068,7393.969346940775
