x,y
1764654410.7348359,1704,226
1764654410.7746537,1712,238
1764654410.809411,1719,247
1764654410.8401892,1723,235
1764654410.8696222,1728,220
1764654410.8990858,1717,212
1764654410.9338615,1704,211
1764654410.9644568,1691,211
1764654410.999218,1690,223
1764654411.0307872,1696,234
1764654411.0597665,1705,224
1764654411.089102,1707,201
1764654411.1244428,1726,193
1764654411.1493235,1732,199
1764654411.1946168,1738,214
1764654411.2342172,1735,231
1764654411.2638414,1719,292
1764654411.3047812,1657,452
1764654411.3295722,1647,511
1764654411.35897,1647,507
1764654411.3992832,1630,484
1764654411.4345899,1603,476
1764654411.4689443,1591,466
1764654411.499627,1589,459
1764654411.5341983,1591,470
1764654411.5692513,1418,421
1764654411.6050453,1866,942
1764654411.6393774,1948,185
1764654411.6747026,2384,49
1764654411.7106385,2724,120
1764654411.7492485,2517,237
1764654411.7844353,2518,50
1764654411.819351,2528,-15
1764654411.8538785,2624,16
1764654411.8847313,1832,430
1764654411.9346163,1814,473
1764654411.969714,2323,171
1764654411.9994285,2413,97
1764654412.0346506,2362,119
1764654412.0644083,2378,94
1764654412.104679,2324,120
1764654412.1341681,2460,108
1764654412.1640701,2218,275
1764654412.1992037,2212,251
1764654412.2302084,2228,1724
1764654412.264014,2124,1674
1764654412.3002071,2061,1673
1764654412.339973,3076,1706
1764654412.3945584,1830,2105
1764654412.4244685,1907,2079
1764654412.4546764,1965,1747
1764654412.4954813,1944,1770
1764654412.5243857,1857,1794
1764654412.560122,1815,1813
1764654412.5896611,1812,1736
1764654412.6244302,400,824
1764654412.6593494,457,764
1764654412.6895761,433,822
