timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-18T18:26:25.604,16,952,828,965.6916666666667,807.0083333333333,,,,,13,-20,,,,,25.36,120
2025-11-18T18:26:32.019,0,163,132,195.76106194690266,146.53982300884957,,,,,32,14,,,,,27.34,113
2025-11-18T18:26:38.414,7,1741,596,1738.126050420168,648.4285714285714,,,,,-2,52,,,,,41.16,119
2025-11-18T18:26:44.804,17,1478,828,1449.175,898.3083333333333,,,,,-28,70,,,,,56.07,120
2025-11-18T18:26:51.197,5,689,596,717.5378151260504,605.2605042016806,,,,,28,9,,,,,16.74,119
2025-11-18T18:26:57.590,15,426,828,478.2241379310345,813.2327586206897,,,,,52,-14,,,,,20.33,116
2025-11-18T18:27:03.994,11,1741,1060,1674.7863247863247,1168.7350427350427,,,,,-66,108,,,,,45.39,117
2025-11-18T18:27:10.385,14,1478,364,1415.310924369748,411.12605042016804,,,,,-62,47,,,,,21.17,119
2025-11-18T18:27:16.774,9,689,1060,700.9579831932773,1021.0504201680673,,,,,11,-38,,,,,26.21,119
2025-11-18T18:27:23.179,6,1215,596,1190.5964912280701,615.2105263157895,,,,,-24,19,,,,,18.2,114
2025-11-18T18:27:29.574,2,1215,132,1148.1666666666667,192.60833333333332,,,,,-66,60,,,,,21.58,120
2025-11-18T18:27:35.978,12,426,364,454.575,384.75,,,,,28,20,,,,,18.37,120
2025-11-18T18:27:42.370,3,1741,132,1654.8521739130435,131.7826086956522,,,,,-86,0,,,,,26.15,115
2025-11-18T18:27:48.774,13,952,364,911.6315789473684,416.43859649122805,,,,,-40,52,,,,,16.39,114
2025-11-18T18:27:55.165,10,1215,1060,1148.6347826086956,1036.8086956521738,,,,,-66,-23,,,,,27.09,115
2025-11-18T18:28:01.558,8,163,1060,228.37254901960785,1040.4313725490197,,,,,65,-19,,,,,32.69,102
2025-11-18T18:28:07.965,1,689,132,664.0,197.0701754385965,,,,,-25,65,,,,,25.98,114
2025-11-18T18:28:14.370,4,163,596,236.2017543859649,605.1228070175439,,,,,73,9,,,,,19.88,114
