x,y
1735,5
1728,12
1723,0
1721,12
1723,21
1728,16
1738,17
1730,2
1727,16
1726,19
1734,33
1735,20
1732,9
1728,12
1725,15
1716,14
1719,8
1727,7
1714,2
1709,7
1701,6
1707,35
1711,30
1709,31
1709,34
1717,37
1719,35
1713,37
1711,55
1715,61
1719,61
1704,58
1704,58
1695,54
1681,46
1681,47
1687,45
1684,48
1682,47
1686,49
1683,42
1686,41
1687,43
1690,44
1684,39
1686,43
1688,46
1688,42
1689,43
1692,41
1699,41
1708,40
1720,41
1714,42
1710,41
1710,39
1716,41
1714,45
1722,41
1722,47
1715,50
1722,51
1719,50
1737,62
1726,63
1721,67
1727,63
1734,62
1723,67
1719,63
1729,64
1726,70
1728,68
1722,69
1726,69
1729,71
1732,73
1736,73
1732,78
1732,85
1741,88
1734,86
1740,86
1741,84
1746,86
1746,90
1747,88
1747,87
1743,88
1743,88
1761,84
1757,86
1759,87
1752,85
1753,83
1755,83
1762,85
1753,83
1752,84
1753,86
1750,92
1757,92
1756,93
1749,92
1755,92
1748,95
1750,97
1760,96
1752,100
1750,95
1745,96
1739,92
1751,91
1742,88
1744,89
1755,94
1757,94
1748,93
1760,92
1748,90
