target_x,target_y,original_gaze_x,original_gaze_y,sim_rbf_gaze_x,sim_rbf_gaze_y
1131,834,1145.127118644068,804.7627118644068,1121.206551885567,827.9342655862642
809,663,762.4310344827586,689.2931034482758,749.9929908302381,619.0209461796208
448,465,490.9741379310345,475.4655172413793,458.4779387343509,521.7965622579891
1136,725,1105.764705882353,671.2773109243698,1153.8102212267474,721.4473665463288
605,489,607.5897435897435,475.8974358974359,620.5218632288523,495.040087548732
463,169,518.4915254237288,290.39830508474574,452.2311329407776,220.96711106802496
788,140,777.1344537815127,146.7058823529412,786.7659085981129,136.18171202604077
1275,416,1265.2016806722688,409.5966386554622,1267.8576367039866,418.3776428229741
101,438,69.28571428571429,488.4380952380952,45.59722313871123,474.20230897465336
1135,682,1118.878260869565,664.4869565217391,1125.554206292089,671.2507312097415
205,493,45.81196581196581,574.6923076923077,218.36264659863005,533.8362882435314
345,204,411.78991596638656,217.0420168067227,374.6211983681799,235.68666548384672
437,535,460.375,409.6160714285714,448.97769112655374,493.4295618103358
1023,885,948.5811965811964,837.6239316239316,1002.232998867196,893.930285820244
1353,163,1278.8135593220338,328.9237288135593,1341.255921897237,189.84545814080457
755,222,768.1344537815127,282.5042016806723,746.519566892532,273.8694575432599
942,127,962.7368421052632,145.01754385964912,938.9383688991492,116.10611380761765
1369,829,1372.5593220338983,804.1440677966102,1355.2407176974073,812.2382702231226
199,458,199.9327731092437,493.218487394958,157.75905269866092,484.3243132428853
1628,397,1654.6351351351352,384.7432432432432,1645.6859086276436,422.1071528860719
883,526,813.8859649122807,484.87719298245617,839.5770446295995,557.7965754237398
1341,297,1331.209090909091,272.2909090909091,1319.2571371774811,257.6309114747482
1021,846,1008.310924369748,750.5126050420168,1029.64372082324,852.9601411514909
1520,494,1541.2966101694915,496.0508474576271,1538.8059855920192,502.22678291261457
742,294,782.6355932203389,322.8728813559322,762.6617335932089,307.48500908873245
798,127,833.3362068965517,194.6206896551724,800.895694160212,134.76310713216026
1123,768,1078.2068965517242,768.2413793103449,1097.2433797291123,799.6543951071303
221,492,240.84166666666667,531.6333333333333,209.4575654442643,527.1240992172798
1063,713,1010.625,699.525,1024.1202052105236,710.201778340858
