timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-17T14:11:43.135,5,689,596,663.6302521008404,583.9411764705883,,,,,-25,-12,,,,,28.96,119
2025-11-17T14:11:49.536,9,689,1060,593.5,941.6355932203389,,,,,-95,-118,,,,,39.91,118
2025-11-17T14:11:55.939,11,1741,1060,1740.2773109243697,1047.142857142857,,,,,0,-12,,,,,21.83,119
2025-11-17T14:12:02.329,16,952,828,900.9666666666667,793.5333333333333,,,,,-51,-34,,,,,30.46,120
2025-11-17T14:12:08.736,2,1215,132,1196.5762711864406,183.65254237288136,,,,,-18,51,,,,,24.72,118
2025-11-17T14:12:15.141,15,426,828,442.96638655462186,739.8823529411765,,,,,16,-88,,,,,31.15,119
2025-11-17T14:12:21.534,12,426,364,443.01680672268907,361.4957983193277,,,,,17,-2,,,,,20.92,119
2025-11-17T14:12:27.948,1,689,132,676.5084745762712,169.3135593220339,,,,,-12,37,,,,,21.71,118
2025-11-17T14:12:34.345,13,952,364,925.1596638655462,385.8067226890756,,,,,-26,21,,,,,21.49,119
2025-11-17T14:12:40.736,8,163,1060,203.36974789915968,942.436974789916,,,,,40,-117,,,,,35.71,119
2025-11-17T14:12:47.134,0,163,132,183.05172413793105,154.56896551724137,,,,,20,22,,,,,29.78,116
2025-11-17T14:12:53.535,10,1215,1060,1164.0608695652174,1010.591304347826,,,,,-50,-49,,,,,23.87,115
2025-11-17T14:12:59.939,4,163,596,186.0084745762712,564.7627118644068,,,,,23,-31,,,,,23.32,118
2025-11-17T14:13:06.344,14,1478,364,1445.7058823529412,439.5126050420168,,,,,-32,75,,,,,28.2,119
2025-11-17T14:13:12.734,6,1215,596,1159.3949579831933,646.4201680672269,,,,,-55,50,,,,,35.47,119
2025-11-17T14:13:19.134,7,1741,596,1730.9327731092437,699.781512605042,,,,,-10,103,,,,,33.43,119
2025-11-17T14:13:25.534,3,1741,132,1755.5966386554621,202.8655462184874,,,,,14,70,,,,,28.96,119
2025-11-17T14:13:31.939,17,1478,828,1475.9327731092437,925.7983193277311,,,,,-2,97,,,,,30.52,119
