timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-19T17:33:58.012,4,163,596,193.16806722689077,601.1848739495798,,,,,30,5,,,,,23.73,119
2025-11-19T17:34:04.425,14,1478,364,1420.975,471.2416666666667,,,,,-57,107,,,,,30.06,120
2025-11-19T17:34:10.829,13,952,364,887.5126050420168,432.0420168067227,,,,,-64,68,,,,,27.4,119
2025-11-19T17:34:17.233,5,689,596,673.8487394957983,634.4117647058823,,,,,-15,38,,,,,29.61,119
2025-11-19T17:34:23.623,16,952,828,903.8235294117648,836.2268907563025,,,,,-48,8,,,,,32.91,119
2025-11-19T17:34:30.028,15,426,828,485.0924369747899,801.5882352941177,,,,,59,-26,,,,,22.12,119
2025-11-19T17:34:36.418,2,1215,132,1173.4957983193278,230.38655462184875,,,,,-41,98,,,,,22.44,119
2025-11-19T17:34:42.818,0,163,132,215.89915966386553,219.47058823529412,,,,,52,87,,,,,22.7,119
2025-11-19T17:34:49.219,1,689,132,684.6890756302521,212.81512605042016,,,,,-4,80,,,,,19.18,119
2025-11-19T17:34:55.623,6,1215,596,1163.4827586206898,633.5431034482758,,,,,-51,37,,,,,30.97,116
2025-11-19T17:35:02.013,8,163,1060,272.9059829059829,1038.4529914529915,,,,,109,-21,,,,,27.55,117
2025-11-19T17:35:08.402,9,689,1060,689.3675213675214,1016.4017094017094,,,,,0,-43,,,,,36.99,117
2025-11-19T17:35:14.794,12,426,364,467.495652173913,411.55652173913046,,,,,41,47,,,,,25.68,115
2025-11-19T17:35:21.190,17,1478,828,1363.6153846153845,839.3076923076923,,,,,-114,11,,,,,45.98,117
2025-11-19T17:35:27.594,10,1215,1060,1154.2931034482758,1023.4310344827586,,,,,-60,-36,,,,,35.87,116
2025-11-19T17:35:34.008,7,1741,596,1661.9915966386554,696.0084033613446,,,,,-79,100,,,,,42.1,119
2025-11-19T17:35:40.404,11,1741,1060,1644.837837837838,1064.2702702702702,,,,,-96,4,,,,,45.16,111
2025-11-19T17:35:46.794,3,1741,132,1677.3949579831933,293.3193277310924,,,,,-63,161,,,,,50.85,119
