subject,model,mean_error,variance
subject_001,similarity,89.53613173436057,2794.286599982578
subject_001,poly,91.63657960374904,3276.8933809265263
subject_001,"rbf[thin_plate,s=1.0]",95.0140359812278,3379.626746089774
subject_001,"rbf[multiquadric,s=0.0]",91.89188120882068,2875.1174654276174
subject_001,"rbf[multiquadric,s=1.0]",152.16673410747362,8337.570871354726
subject_001,"rbf[multiquadric,s=2.0]",233.2520522629194,25776.16111278651
subject_001,tps,93.60243825435964,2979.906004724872
subject_001,pwa,108.5824449378434,11475.27843965295
subject_001,gpr,89.49693853517815,3024.6322545001412
subject_001,"sim+rbf[thin_plate,s=1.0]",94.19855436680866,3085.5960860917257
subject_001,"sim+rbf[multiquadric,s=0.0]",94.67627380519232,3019.560973156525
subject_001,"sim+rbf[multiquadric,s=1.0]",84.0515179468321,2875.4750640619072
subject_001,"sim+rbf[multiquadric,s=2.0]",82.12097626751991,2841.7751490014725
subject_001,sim+tps,93.60243825515388,2979.906004785156
subject_001,sim+pwa,108.58244493784342,11475.278439652946
subject_001,sim+gpr,89.55795592778861,3040.6984656314485
subject_002,similarity,80.36000839290445,1938.5682137707925
subject_002,poly,81.06979067050158,1917.6525842523297
subject_002,"rbf[thin_plate,s=1.0]",89.4699057689451,3197.092928224336
subject_002,"rbf[multiquadric,s=0.0]",90.95754883168549,3349.005283847885
subject_002,"rbf[multiquadric,s=1.0]",126.28686607275236,5152.597450481555
subject_002,"rbf[multiquadric,s=2.0]",202.377515251975,15685.879104059171
subject_002,tps,87.43780111742531,2794.6109153589737
subject_002,pwa,124.11355866081506,15038.908987352454
subject_002,gpr,89.13372679523314,3127.1529466628444
subject_002,"sim+rbf[thin_plate,s=1.0]",88.24724566682397,2966.352442424075
subject_002,"sim+rbf[multiquadric,s=0.0]",90.81366398395888,3252.485338442312
subject_002,"sim+rbf[multiquadric,s=1.0]",75.76499371012598,1272.3186405060007
subject_002,"sim+rbf[multiquadric,s=2.0]",75.1197015029181,1245.6775101488113
subject_002,sim+tps,87.43780113263071,2794.610917736366
subject_002,sim+pwa,124.11355866081504,15038.908987352452
subject_002,sim+gpr,78.0109279392017,2445.872057890147
subject_003,similarity,141.1234851595958,12058.044951986256
subject_003,poly,126.6183321690515,10634.177367052474
subject_003,"rbf[thin_plate,s=1.0]",142.01766441849722,16014.6385457411
subject_003,"rbf[multiquadric,s=0.0]",135.77396477385832,15021.461011284286
subject_003,"rbf[multiquadric,s=1.0]",180.94229931419943,10634.986428190568
subject_003,"rbf[multiquadric,s=2.0]",253.50376727492352,19377.558781336917
subject_003,tps,135.43218688463136,14763.516121369768
subject_003,pwa,125.41879283932502,13225.035644190772
subject_003,gpr,179.52246542929268,21807.4902610978
subject_003,"sim+rbf[thin_plate,s=1.0]",139.4060313051437,15727.581631667854
subject_003,"sim+rbf[multiquadric,s=0.0]",137.60609298435602,14568.926916463715
subject_003,"sim+rbf[multiquadric,s=1.0]",112.9009252282354,10209.61008102195
subject_003,"sim+rbf[multiquadric,s=2.0]",116.1600569012359,10143.369838085337
subject_003,sim+tps,135.43218696540276,14763.516137097618
subject_003,sim+pwa,125.41879283932504,13225.035644190772
subject_003,sim+gpr,132.97994921207368,10733.699073253449
subject_004,similarity,106.5917041184024,5892.649662348989
subject_004,poly,136.43355560650377,7005.082804797487
subject_004,"rbf[thin_plate,s=1.0]",134.77325537162383,6686.864057266985
subject_004,"rbf[multiquadric,s=0.0]",120.6194373929375,4789.978095532871
subject_004,"rbf[multiquadric,s=1.0]",135.0750247589251,5093.621369609877
subject_004,"rbf[multiquadric,s=2.0]",216.7095584982315,11779.555749585405
subject_004,tps,131.27463391573914,6782.56370699452
subject_004,pwa,99.25879837603044,5746.642873721367
subject_004,gpr,114.63227745984358,3164.9749429349895
subject_004,"sim+rbf[thin_plate,s=1.0]",131.6405047425034,6760.982426730824
subject_004,"sim+rbf[multiquadric,s=0.0]",140.03394798180398,7553.422722268606
subject_004,"sim+rbf[multiquadric,s=1.0]",113.02672841745918,5828.111991732629
subject_004,"sim+rbf[multiquadric,s=2.0]",110.50620379710926,5764.559505692257
subject_004,sim+tps,131.27463396272967,6782.56371057373
subject_004,sim+pwa,99.25879837603044,5746.642873721366
subject_004,sim+gpr,111.1300475349204,5804.483078653611
subject_005,similarity,54.62703113426754,1436.3367820652995
subject_005,poly,54.33330187789183,1602.009540967119
subject_005,"rbf[thin_plate,s=1.0]",51.55577622524724,1501.0215587630753
subject_005,"rbf[multiquadric,s=0.0]",55.83738689414945,1354.0442709473311
subject_005,"rbf[multiquadric,s=1.0]",114.96255672795728,4894.666600559442
subject_005,"rbf[multiquadric,s=2.0]",187.01461250367132,14592.715234963604
subject_005,tps,49.99805367797975,1397.9530202079625
subject_005,pwa,76.17330505582379,9631.067773358369
