x,y
219,263
199,278
185,285
190,284
196,295
194,303
208,305
218,296
216,280
216,272
205,267
210,259
229,268
231,264
234,254
237,256
235,268
230,276
228,275
221,257
211,240
192,225
182,224
182,228
189,230
177,236
149,244
139,246
142,247
144,250
146,262
154,275
163,277
179,274
191,269
189,273
189,287
183,290
177,279
183,270
177,255
190,233
193,226
184,244
171,256
170,254
176,257
168,259
161,264
157,261
169,268
179,270
177,257
183,256
189,260
187,255
187,265
188,277
194,282
208,277
211,270
211,283
198,272
195,265
198,272
202,280
197,289
188,285
190,287
204,291
203,307
194,315
203,303
196,272
172,253
169,251
194,255
218,260
212,269
212,276
216,276
202,267
186,253
192,264
207,270
201,272
195,265
195,271
197,272
194,265
196,259
218,253
222,257
210,266
194,255
184,255
197,265
204,264
211,262
216,260
205,263
200,271
222,286
243,288
250,293
243,301
248,314
257,331
266,321
272,306
270,303
