x,y
268,615
246,626
233,623
228,623
224,626
215,639
217,644
206,636
196,635
189,618
193,617
201,621
198,620
169,626
168,651
205,638
241,639
256,652
258,665
250,653
241,644
234,637
238,640
227,643
224,632
229,623
247,624
249,628
261,639
253,656
249,652
263,646
261,641
240,653
238,646
239,636
237,636
253,677
229,694
216,706
229,696
247,651
233,614
219,600
220,581
222,567
221,564
226,575
230,589
212,628
209,640
218,653
220,664
210,680
217,680
220,677
236,686
252,695
282,673
303,635
299,627
293,624
277,634
253,656
271,646
230,661
206,684
218,691
235,678
242,650
245,642
247,650
243,673
240,674
221,676
194,680
183,700
160,711
153,708
156,698
164,693
159,689
143,672
131,663
127,662
136,645
158,663
170,681
156,688
164,691
167,687
175,682
170,676
174,669
196,659
200,642
202,629
198,623
197,614
147,673
158,682
157,688
157,698
160,694
167,692
168,688
172,682
228,625
207,630
168,629
137,611
140,599
165,602
