x,y
1531,609
1529,630
1542,664
1523,673
1492,666
1484,648
1490,634
1517,614
1518,602
1521,595
1538,582
1548,560
1528,547
1518,555
1513,585
1519,602
1532,609
1519,608
1509,601
1511,592
1515,592
1510,590
1503,600
1501,634
1512,647
1518,610
1534,556
1512,564
1487,587
1466,638
1481,678
1498,685
1516,690
1507,690
1505,695
1484,677
1503,664
1526,652
1545,640
1546,625
1544,643
1541,665
1551,663
1551,653
1565,646
1567,639
1581,642
1593,660
1577,661
1558,663
1566,653
1555,655
1566,648
1568,643
1555,642
1545,649
1535,656
1541,654
1539,659
1528,663
1520,673
1538,673
1559,664
1570,662
1554,651
1541,638
1521,639
1509,655
1521,658
1514,647
1519,635
1542,607
1570,606
1583,612
1609,611
1635,631
1646,656
1639,667
1623,681
1599,674
1594,660
1602,633
1601,640
1595,623
1576,623
1574,635
1596,643
1585,650
1583,647
1579,655
1573,661
1583,644
1585,610
1584,592
1573,596
1558,594
1544,584
1546,574
1541,567
1550,571
1551,572
1555,586
1535,591
1534,591
1550,607
1548,639
1543,668
1533,672
1515,671
1523,674
1534,668
1533,658
