x,y
1072,317
1066,313
1043,306
1027,303
1012,299
1014,297
1034,300
1048,301
1081,299
1095,292
1098,291
1084,300
1075,290
1077,283
1087,293
1081,294
1078,282
1070,274
1059,260
1048,241
1068,205
1088,191
1068,206
1051,249
1040,282
1054,298
1072,301
1073,302
1089,300
1088,304
1074,311
1075,312
1073,312
1080,309
1075,295
1077,303
1068,300
1068,292
1069,275
1066,252
1066,228
1061,226
1087,223
1095,232
1100,241
1112,246
1127,249
1132,260
1128,248
1110,253
1078,266
1077,259
1080,254
1088,250
1096,250
1103,255
1095,244
1078,246
1089,264
1104,304
1099,310
1076,298
1075,307
1092,310
1102,299
1096,272
1088,256
1083,260
1070,265
1055,262
1043,261
1049,265
1045,280
1062,283
1066,287
1068,287
1073,289
1071,309
1076,323
1075,339
1079,343
1060,332
1060,305
1043,279
1045,288
1070,310
1072,299
1057,267
1067,230
1077,215
1078,241
1072,249
1085,267
1094,267
1102,265
1107,254
1100,240
1089,228
1088,216
1103,214
1098,214
1081,231
1066,256
1082,274
1093,276
1108,274
1090,271
1083,253
1054,245
1029,255
1038,251
1060,249
1064,254
