timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,spread,n_sample
2025-11-03T21:39:59.897,6,1215,596,1255.4285714285713,588.7142857142857,24.362274281422604,28
2025-11-03T21:40:06.311,4,163,596,167.39285714285714,716.8571428571429,27.706437585396458,28
2025-11-03T21:40:12.710,3,1741,132,1716.7857142857142,211.75,29.45575634120864,28
2025-11-03T21:40:19.115,5,689,596,793.7857142857143,586.1071428571429,28.087486319624656,28
2025-11-03T21:40:25.504,2,1215,132,1315.107142857143,199.21428571428572,29.76178809500943,28
2025-11-03T21:40:31.910,9,689,1060,794.8620689655172,1029.9310344827586,14.138856151397706,29
2025-11-03T21:40:38.301,8,163,1060,239.92857142857142,1105.642857142857,79.4562516002822,14
2025-11-03T21:40:44.711,0,163,132,221.10344827586206,169.06896551724137,23.947177304065345,29
2025-11-03T21:40:51.116,1,689,132,792.25,150.17857142857142,28.550304691179456,28
2025-11-03T21:40:57.519,7,1741,596,1677.5,601.7857142857143,30.709301921238715,28
2025-11-03T21:41:03.911,17,1478,828,1458.2413793103449,731.0344827586207,11.179223127146003,29
2025-11-03T21:41:10.316,16,952,828,1037.642857142857,717.3571428571429,36.00439315598323,28
2025-11-03T21:41:16.711,11,1741,1060,1675.4285714285713,929.6785714285714,20.88827788644206,28
2025-11-03T21:41:23.130,15,426,828,569.1785714285714,785.6071428571429,41.39995933153874,28
2025-11-03T21:41:29.520,12,426,364,539.5357142857143,378.60714285714283,34.92831580391415,28
2025-11-03T21:41:35.922,14,1478,364,1511.4285714285713,347.4642857142857,25.190574646490465,28
2025-11-03T21:41:42.318,13,952,364,1051.4285714285713,364.2142857142857,27.739587125217835,28
2025-11-03T21:41:48.711,10,1215,1060,1277.0689655172414,898.0,20.6329683198629,29
