line_idx,timestamp,dot_x,dot_y,gaze_x,gaze_y
0,1763422407.0105228,178.0,178.0,251.0,347.0
0,1763422407.0445926,185.20330476760864,178.0,268.0,329.0
0,1763422407.0896454,189.991548538208,178.0,289.0,336.0
0,1763422407.1248639,197.24399137496948,178.0,282.0,409.0
0,1763422407.160043,202.07114505767822,178.0,684.0,384.0
0,1763422407.1923032,206.8516640663147,178.0,29.0,762.0
0,1763422407.2296999,211.63018035888672,178.0,274.0,331.0
0,1763422407.264923,216.3875608444214,178.0,295.0,378.0
0,1763422407.292191,221.2703971862793,178.0,291.0,382.0
0,1763422407.3296554,226.01329374313354,178.0,351.0,225.0
0,1763422407.3595123,230.83747911453247,178.0,359.0,328.0
0,1763422407.395168,235.6210379600525,178.0,341.0,486.0
0,1763422407.4321954,242.86729383468628,178.0,146.0,1028.0
0,1763422407.4601426,245.266047000885,178.0,1704.0,1698.0
0,1763422407.4957583,252.420964717865,178.0,558.0,1083.0
0,1763422407.535012,257.1635036468506,178.0,180.0,799.0
0,1763422407.564812,262.1547727584839,178.0,339.0,360.0
0,1763422407.599851,266.83079290390015,178.0,449.0,247.0
0,1763422407.6407528,273.9761619567871,178.0,402.0,223.0
0,1763422407.6799684,278.8198022842407,178.0,357.0,188.0
0,1763422407.710646,283.58730363845825,178.0,250.0,282.0
0,1763422407.7449658,288.44331789016724,178.0,257.0,302.0
0,1763422407.7751942,293.1753067970276,178.0,328.0,334.0
0,1763422407.8154895,300.51025438308716,178.0,327.0,320.0
0,1763422407.8504016,305.2517919540405,178.0,338.0,310.0
0,1763422407.889483,310.08041191101074,178.0,332.0,313.0
0,1763422407.9205759,314.88249588012695,178.0,326.0,323.0
0,1763422407.954581,319.58501625061035,178.0,346.0,331.0
0,1763422407.9948566,326.79504442214966,178.0,367.0,321.0
0,1763422408.030256,331.6666512489319,178.0,360.0,308.0
0,1763422408.0654178,336.3781838417053,178.0,368.0,305.0
0,1763422408.0945039,341.24607133865356,178.0,375.0,301.0
0,1763422408.141741,348.35943269729614,178.0,381.0,304.0
0,1763422408.194967,355.66534090042114,178.0,383.0,293.0
0,1763422408.239624,362.790575504303,178.0,395.0,273.0
0,1763422408.285147,369.97821617126465,178.0,411.0,281.0
0,1763422408.3285246,377.15326833724976,178.0,426.0,294.0
0,1763422408.3630807,382.07583713531494,178.0,427.0,282.0
0,1763422408.4003685,386.77113342285156,178.0,425.0,288.0
0,1763422408.4410906,394.06441736221313,178.0,419.0,303.0
0,1763422408.4752467,398.7846403121948,178.0,428.0,308.0
0,1763422408.504954,403.5821108818054,178.0,431.0,301.0
0,1763422408.5447192,408.4263949394226,178.0,439.0,293.0
0,1763422408.575357,413.23327112197876,178.0,441.0,287.0
0,1763422408.609607,418.07219076156616,178.0,459.0,300.0
0,1763422408.6450887,425.27771282196045,178.0,469.0,315.0
0,1763422408.679976,430.05862522125244,178.0,466.0,310.0
0,1763422408.715196,434.7460894584656,178.0,457.0,302.0
0,1763422408.7450168,439.6049289703369,178.0,469.0,305.0
0,1763422408.7796712,444.4119839668274,178.0,485.0,311.0
0,1763422408.8149345,449.19189500808716,178.0,491.0,313.0
0,1763422408.8501284,454.0455131530762,178.0,473.0,314.0
0,1763422408.8906648,461.215594291687,178.0,461.0,312.0
0,1763422408.9252887,465.9329562187195,178.0,479.0,317.0
0,1763422408.9596705,470.8486943244934,178.0,512.0,316.0
0,1763422408.989932,475.68632650375366,178.0,528.0,315.0
0,1763422409.0245616,480.43598222732544,178.0,535.0,315.0
0,1763422409.064953,487.5813512802124,178.0,538.0,328.0
0,1763422409.1001463,492.4174814224243,178.0,544.0,312.0
0,1763422409.1401865,497.173789024353,178.0,537.0,299.0
0,1763422409.169434,502.06309843063354,178.0,548.0,310.0
0,1763422409.2050753,509.27570152282715,178.0,574.0,325.0
0,1763422409.2495227,513.9843015670776,178.0,584.0,318.0
0,1763422409.2901385,521.2029843330383,178.0,575.0,305.0
0,1763422409.3255563,526.0422616004944,178.0,574.0,302.0
0,1763422409.364802,533.234694480896,178.0,591.0,292.0
0,1763422409.404818,537.9689364433289,178.0,592.0,291.0
0,1763422409.4402852,542.8191928863525,178.0,592.0,294.0
0,1763422409.4851353,549.950900554657,178.0,595.0,295.0
0,1763422409.52878,557.155421257019,178.0,596.0,303.0
0,1763422409.5546818,559.6847443580627,178.0,604.0,318.0
0,1763422409.5934513,566.8202786445618,178.0,660.0,316.0
0,1763422409.6202664,569.2482142448425,178.0,651.0,302.0
0,1763422409.6585188,576.3789563179016,178.0,651.0,308.0
0,1763422409.684498,581.1891226768494,178.0,653.0,301.0
0,1763422409.7304623,586.044958114624,178.0,648.0,301.0
0,1763422409.761875,590.860631942749,178.0,630.0,298.0
0,1763422409.7951727,595.6490545272827,178.0,650.0,303.0
0,1763422409.8247535,600.502601146698,178.0,659.0,305.0
0,1763422409.855437,605.1361708641052,178.0,645.0,308.0
0,1763422409.8904657,610.0015907287598,178.0,648.0,319.0
0,1763422409.919729,614.7307186126709,178.0,649.0,317.0
0,1763422409.9548376,619.6354775428772,178.0,648.0,310.0
0,1763422409.9942982,626.7434387207031,178.0,644.0,309.0
0,1763422410.028502,631.6651492118835,178.0,646.0,309.0
0,1763422410.060413,636.4128379821777,178.0,649.0,318.0
0,1763422410.0880382,641.1536602973938,178.0,655.0,328.0
0,1763422410.1246955,646.0278062820435,178.0,659.0,338.0
0,1763422410.1548133,650.7377653121948,178.0,660.0,338.0
0,1763422410.189947,655.6547193527222,178.0,660.0,333.0
0,1763422410.2256448,660.4150681495667,178.0,648.0,329.0
0,1763422410.2598865,665.2357845306396,178.0,637.0,338.0
0,1763422410.2898717,670.0321822166443,178.0,634.0,341.0
0,1763422410.3313813,677.2690324783325,178.0,645.0,352.0
0,1763422410.3803773,684.4114332199097,178.0,671.0,348.0
0,1763422410.4203553,689.1206769943237,178.0,683.0,336.0
0,1763422410.450257,694.1324381828308,178.0,681.0,338.0
0,1763422410.4808161,698.7721590995789,178.0,684.0,350.0
0,1763422410.510673,703.586473941803,178.0,691.0,350.0
0,1763422410.5520005,710.8253269195557,178.0,693.0,351.0
0,1763422410.599804,717.9926543235779,178.0,683.0,354.0
0,1763422410.6327648,722.8130488395691,178.0,682.0,366.0
0,1763422410.664812,727.6051549911499,178.0,710.0,365.0
0,1763422410.6954124,732.3547749519348,178.0,724.0,349.0
0,1763422410.727178,737.1341137886047,178.0,729.0,346.0
0,1763422410.7553887,739.6624712944031,178.0,737.0,359.0
0,1763422410.7932968,746.8701391220093,178.0,745.0,360.0
0,1763422410.8403544,753.940477848053,178.0,764.0,352.0
0,1763422410.8803577,758.8892250061035,178.0,797.0,326.0
0,1763422410.9101584,763.5262994766235,178.0,821.0,336.0
0,1763422410.9365466,768.5110239982605,178.0,817.0,340.0
0,1763422410.9650366,773.2699065208435,178.0,816.0,335.0
0,1763422410.9949894,775.6611495018005,178.0,822.0,332.0
0,1763422411.0249782,780.3818373680115,178.0,831.0,324.0
0,1763422411.0601947,785.2221517562866,178.0,831.0,319.0
0,1763422411.0956964,792.3972754478455,178.0,838.0,332.0
0,1763422411.140453,797.115138053894,178.0,842.0,333.0
0,1763422411.1801088,804.3262391090393,178.0,847.0,321.0
0,1763422411.2046876,809.2175512313843,178.0,848.0,304.0
0,1763422411.2350795,811.529257774353,178.0,851.0,304.0
0,1763422411.2724156,818.7736897468567,178.0,852.0,298.0
0,1763422411.3150506,823.5690145492554,178.0,856.0,295.0
0,1763422411.3525732,830.7649521827698,178.0,841.0,301.0
0,1763422411.3793511,833.217707157135,178.0,845.0,298.0
0,1763422411.4177523,840.5017642974854,178.0,844.0,297.0
0,1763422411.4646719,847.5605158805847,178.0,838.0,292.0
0,1763422411.5001235,852.3464350700378,178.0,834.0,303.0
0,1763422411.5298543,857.2014122009277,178.0,844.0,310.0
0,1763422411.5797536,864.3961696624756,178.0,851.0,308.0
0,1763422411.6258533,871.5600996017456,178.0,853.0,309.0
0,1763422411.6546211,876.3959436416626,178.0,865.0,304.0
0,1763422411.680182,878.8460521697998,178.0,874.0,306.0
0,1763422411.7044141,883.5490016937256,178.0,873.0,318.0
0,1763422411.7516787,890.7126097679138,178.0,877.0,321.0
0,1763422411.7899957,895.5308585166931,178.0,888.0,317.0
0,1763422411.8147156,900.4061489105225,178.0,900.0,318.0
