x,y
1764466960.3629787,1662,608
1764466960.4023795,1675,603
1764466960.4374838,1547,588
1764466960.4677467,1639,1029
1764466960.4977221,1699,1083
1764466960.5279853,913,432
1764466960.5576532,920,397
1764466960.5975125,929,368
1764466960.6278815,947,413
1764466960.657065,951,427
1764466960.6967018,942,426
1764466960.7419171,930,421
1764466960.7772837,926,416
1764466960.802472,941,417
1764466960.8322375,940,424
1764466960.8670254,1011,443
1764466960.9017994,1422,424
1764466960.9325175,1398,389
1764466960.9771621,1358,401
1764466961.0226216,1353,427
1764466961.062732,1383,435
1764466961.0973089,1395,419
1764466961.1717074,1402,419
1764466961.215119,1408,431
1764466961.28173,1418,416
1764466961.3266022,1415,393
1764466961.3521087,1414,405
1764466961.3821602,1405,417
1764466961.4218016,1400,428
1764466961.451646,1405,425
1764466961.48716,1413,419
1764466961.5175445,1424,423
1764466961.5515854,1423,427
1764466961.581739,1414,427
1764466961.6165118,1405,450
1764466961.651861,1407,461
1764466961.6865807,1417,449
1764466961.716996,1415,438
1764466961.761839,1414,442
1764466961.797461,1414,441
1764466961.8322003,1407,425
1764466961.8577535,1405,418
1764466961.8865926,1411,414
1764466961.917149,1420,418
1764466961.9519808,1418,415
1764466961.9820285,1417,403
1764466962.0136383,1407,400
1764466962.0416787,1408,402
1764466962.0765078,1403,413
1764466962.1120267,1406,406
1764466962.1524475,1410,411
1764466962.1915338,1415,412
1764466962.227599,1406,414
1764466962.2626286,1397,402
1764466962.2815893,1399,381
1764466962.317267,1404,377
