x,y
1764466949.549369,95,1048
1764466949.5932753,69,1059
1764466949.6236875,115,1063
1764466949.6639438,88,1075
1764466949.6933875,107,1063
1764466949.7333097,124,1052
1764466949.7589407,92,1065
1764466949.7982767,121,1050
1764466949.8332245,89,1065
1764466949.8682716,113,1052
1764466949.908018,95,1062
1764466949.943261,117,1051
1764466949.978749,88,1064
1764466950.0082548,296,1049
1764466950.0784059,78,1058
1764466950.1442134,113,1068
1764466950.179348,84,1080
1764466950.2137332,101,1067
1764466950.2487934,112,1056
1764466950.2851796,79,1067
1764466950.3179703,97,1055
1764466950.348704,100,1078
1764466950.3831806,87,1053
1764466950.4179933,89,1077
1764466950.488054,112,1059
1764466950.5233943,85,1071
1764466950.5535166,98,1064
1764466950.5938246,112,1055
1764466950.6281953,76,1070
1764466950.6584265,177,1079
1764466950.6986198,129,1065
1764466950.728417,84,1081
1764466950.7651274,114,1038
1764466950.7991812,112,1064
1764466950.8334017,111,1089
1764466950.8686972,87,1066
1764466950.8985517,83,1090
1764466950.9383256,45,1099
1764466950.9719112,-34,1064
1764466951.1181293,311,1043
1764466951.5535407,284,1039
1764466951.7829657,291,1059
1764466951.8534267,301,1043
1764466952.3130906,277,1055
1764466952.4626482,302,1066
1764466952.498655,301,1067
1764466952.5277426,295,1063
1764466952.5580926,299,1059
1764466952.588302,311,1052
1764466952.6228282,312,1027
1764466952.6889572,316,994
1764466952.7532575,309,990
1764466952.833236,304,1000
1764466952.8729029,271,992
1764466952.9286306,207,1016
1764466952.9631932,194,1009
1764466952.9933648,164,1032
1764466953.0281904,153,1054
1764466953.0635564,185,1055
1764466953.093311,202,1069
1764466953.1333976,225,1070
1764466953.1686,243,1065
1764466953.2035992,238,1065
1764466953.2479959,242,1063
1764466953.2835238,244,1062
1764466953.3235304,223,1038
1764466953.3475714,212,1030
1764466953.378417,201,1035
1764466953.4077675,208,1039
1764466953.4380982,200,1036
1764466953.46831,194,1046
1764466953.4975774,194,1035
1764466953.5285616,197,1028
