x,y
1386,744
1387,739
1370,744
1364,765
1377,755
1387,758
1381,787
1403,794
1435,784
1460,789
1461,784
1452,771
1420,772
1396,771
1380,775
1371,774
1362,792
1374,803
1379,792
1365,793
1366,796
1378,800
1400,796
1414,791
1419,797
1412,797
1394,793
1377,792
1376,797
1370,788
1369,773
1371,769
1372,775
1409,786
1414,798
1396,789
1387,789
1397,799
1402,811
1399,815
1362,806
1329,778
1329,773
1346,804
1319,798
1299,774
1322,754
1352,742
1346,704
1325,689
1337,712
1341,726
1335,730
1336,722
1339,732
1357,758
1356,752
1350,742
1359,766
1368,778
1378,789
1373,779
1372,771
1383,779
1370,780
1375,789
1386,784
1355,775
1347,781
1367,761
1370,737
1358,757
1345,761
1353,765
1339,766
1326,754
1317,747
1329,746
1329,760
1310,767
1310,762
1310,743
1322,712
1333,725
1380,755
1374,735
1380,724
1383,728
1391,735
1394,736
1358,751
1336,767
1326,775
1334,779
1341,769
1339,776
1356,801
1367,810
1383,813
1372,815
1369,819
1413,821
1410,814
1389,810
1383,811
