x,y
1593,896
1571,888
1562,878
1561,872
1557,871
1557,885
1549,881
1538,878
1531,868
1533,861
1543,861
1536,861
1536,858
1537,859
1528,859
1524,858
1509,854
1495,849
1502,852
1510,857
1514,866
1504,870
1505,866
1529,874
1537,884
1536,882
1531,871
1540,852
1541,843
1558,829
1532,856
1545,901
1565,922
1567,920
1571,922
1557,912
1584,917
1585,887
1566,871
1560,871
1545,878
1547,880
1564,899
1552,911
1541,900
1506,848
1497,816
1511,837
1517,861
1521,877
1518,886
1522,887
1533,888
1540,881
1535,884
1524,888
1522,888
1515,884
1507,877
1499,866
1507,867
1541,887
1551,885
1581,882
1602,882
1582,896
1560,892
1564,905
1565,910
1560,914
1577,917
1584,920
1591,924
1601,927
1598,926
1615,927
1612,916
1608,909
1656,920
1653,926
1641,920
1640,923
1623,918
1630,910
1638,896
1620,886
1584,853
1563,833
1552,833
1569,844
1566,856
1553,841
1557,833
1578,846
1596,881
1591,906
1602,913
1600,912
1583,910
1599,902
1583,862
1574,854
1569,857
1551,865
1527,867
