timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-14T09:40:04.339,13,952,364,943.7017543859649,342.8070175438597,,,,,-8,-21,,,,,48.23,114
2025-11-14T09:40:10.753,4,163,596,141.30701754385964,608.9912280701755,,,,,-21,12,,,,,42.77,114
2025-11-14T09:40:17.149,5,689,596,698.5042735042736,596.4017094017094,,,,,9,0,,,,,46.07,117
2025-11-14T09:40:23.570,8,163,1060,123.04545454545455,1001.8090909090909,,,,,-39,-58,,,,,62.68,110
2025-11-14T09:40:29.959,15,426,828,388.3391304347826,799.3652173913043,,,,,-37,-28,,,,,76.85,115
2025-11-14T09:40:36.377,17,1478,828,1483.2051282051282,850.042735042735,,,,,5,22,,,,,24.95,117
2025-11-14T09:40:42.773,6,1215,596,1255.709090909091,638.4818181818182,,,,,40,42,,,,,65.54,110
2025-11-14T09:40:49.163,11,1741,1060,1797.0608695652174,975.0608695652174,,,,,56,-84,,,,,41.83,115
2025-11-14T09:40:55.557,2,1215,132,1184.2758620689656,172.82758620689654,,,,,-30,40,,,,,34.1,116
2025-11-14T09:41:01.962,10,1215,1060,1305.2857142857142,1057.4166666666667,,,,,90,-2,,,,,26.02,84
2025-11-14T09:41:08.369,3,1741,132,1764.7719298245613,120.52631578947368,,,,,23,-11,,,,,21.92,114
2025-11-14T09:41:14.780,7,1741,596,1695.8608695652174,586.2086956521739,,,,,-45,-9,,,,,45.39,115
2025-11-14T09:41:21.178,16,952,828,958.7636363636364,791.9181818181818,,,,,6,-36,,,,,43.32,110
2025-11-14T09:41:27.573,9,689,1060,695.6306306306307,975.063063063063,,,,,6,-84,,,,,25.55,111
2025-11-14T09:41:33.978,14,1478,364,1499.4173913043478,386.4347826086956,,,,,21,22,,,,,42.27,115
2025-11-14T09:41:40.378,0,163,132,181.57894736842104,147.82456140350877,,,,,18,15,,,,,45.94,114
2025-11-14T09:41:46.773,1,689,132,686.2068965517242,168.80172413793105,,,,,-2,36,,,,,33.84,116
2025-11-14T09:41:53.164,12,426,364,441.7586206896552,379.9741379310345,,,,,15,15,,,,,35.01,116
