x,y
1764718672.8434749,699,592
1764718672.8774052,699,583
1764718672.9122903,702,596
1764718672.9430344,705,605
1764718672.9724488,712,608
1764718673.0132399,725,600
1764718673.0432327,721,604
1764718673.0831263,716,603
1764718673.118006,706,600
1764718673.157658,716,597
1764718673.1926563,705,595
1764718673.2228203,694,588
1764718673.253194,690,585
1764718673.2874775,688,583
1764718673.3181071,693,587
1764718673.348308,697,582
1764718673.37769,692,580
1764718673.4076796,695,580
1764718673.4487176,715,589
1764718673.477407,721,595
1764718673.5080101,716,597
1764718673.5431683,713,591
1764718673.5780265,711,603
1764718673.618908,706,622
1764718673.6437383,720,610
1764718673.677351,717,609
1764718673.7173939,717,612
1764718673.747914,725,596
1764718673.7831275,732,584
1764718673.813257,724,579
1764718673.8475637,713,578
1764718673.887352,709,562
1764718673.9124053,708,545
1764718673.9425132,708,533
1764718673.982868,710,542
1764718674.0180736,713,549
1764718674.0535097,719,555
1764718674.0828898,718,560
1764718674.1135054,704,569
1764718674.1536808,698,576
1764718674.1874397,675,581
1764718674.2225142,673,581
1764718674.2630377,671,588
1764718674.3027334,671,589
1764718674.3329444,685,590
1764718674.3682134,710,581
1764718674.3925867,741,569
1764718674.427848,749,569
1764718674.4629645,746,572
1764718674.4893732,728,574
1764718674.5226107,717,578
1764718674.5526133,708,595
1764718674.5884478,707,597
1764718674.6182113,716,596
1764718674.6479151,724,594
1764718674.6925788,703,590
1764718674.7277975,691,579
1764718674.7580545,707,580
1764718674.787696,705,575
1764718674.823261,689,574
1764718674.853025,687,575
1764718674.8883922,689,586
1764718674.9180675,688,598
1764718674.9589038,674,596
1764718674.9875743,676,593
1764718675.0178475,675,596
1764718675.052855,670,588
1764718675.083494,672,588
1764718675.1227694,678,591
1764718675.1527512,675,590
1764718675.1876655,675,581
1764718675.2229655,681,570
1764718675.2532263,696,563
1764718675.2924771,703,568
1764718675.3280733,707,578
1764718675.3741825,697,584
1764718675.407754,691,607
1764718675.4429228,686,632
1764718675.4742227,675,629
1764718675.5126166,672,622
1764718675.5481164,677,606
1764718675.5734043,683,601
1764718675.6085565,678,607
1764718675.637889,660,617
1764718675.668192,662,613
1764718675.6985335,689,609
1764718675.7283032,686,615
1764718675.7578425,692,618
1764718675.7925053,682,596
1764718675.8279166,692,579
1764718675.85801,700,571
1764718675.8875215,701,582
1764718675.9281142,707,590
1764718675.9576814,702,590
1764718675.988495,706,596
1764718676.0282059,702,602
1764718676.0586517,704,616
1764718676.0978682,702,614
1764718676.1277854,702,604
1764718676.1581328,702,603
1764718676.193091,704,607
1764718676.2282968,698,606
1764718676.2576141,688,601
1764718676.2976663,682,602
1764718676.3275473,698,600
1764718676.3638651,716,603
1764718676.393654,709,605
1764718676.433031,704,599
1764718676.4736488,711,587
1764718676.508318,715,588
1764718676.5443392,724,589
1764718676.5736248,730,584
1764718676.6028278,731,595
1764718676.6332483,725,610
1764718676.6629193,702,617
1764718676.6930935,693,618
1764718676.7325869,683,614
1764718676.7630074,680,612
1764718676.792662,675,603
