subject,model,mean_error,variance
subject_001,similarity,88.66216963972127,2835.7179716888963
subject_001,poly,81.86358769722055,2689.298798700734
subject_001,"rbf[thin_plate,s=1.0]",91.1295684107908,2800.073419388214
subject_001,"rbf[multiquadric,s=0.0]",91.28572053028591,2675.7063031410917
subject_001,"rbf[multiquadric,s=1.0]",93.06210031562274,4320.349897083955
subject_001,"rbf[multiquadric,s=2.0]",126.50420669165148,7094.581445443288
subject_001,tps,90.90765245053986,2736.5718415387128
subject_001,pwa,83.29921777023279,3894.4759407646734
subject_001,gpr,74.64545394783985,2863.5476753958196
subject_001,"sim+rbf[thin_plate,s=1.0]",90.91919784251684,2747.976745444878
subject_001,"sim+rbf[multiquadric,s=0.0]",92.32493567808176,2798.6540762916093
subject_001,"sim+rbf[multiquadric,s=1.0]",82.62519072128876,2721.826966731004
subject_001,"sim+rbf[multiquadric,s=2.0]",81.4320458759402,2690.9021213821593
subject_001,sim+tps,90.90765245553344,2736.5718415412366
subject_001,sim+pwa,83.29921777023274,3894.475940764678
subject_001,sim+gpr,82.41035044630259,3029.1831184151833
subject_002,similarity,79.92508865078202,2323.904430498474
subject_002,poly,80.05646164629049,2290.7899011444297
subject_002,"rbf[thin_plate,s=1.0]",78.58970791625904,2343.5153334966126
subject_002,"rbf[multiquadric,s=0.0]",77.55392320371094,2460.2307131525613
subject_002,"rbf[multiquadric,s=1.0]",80.45849780740168,1875.7456988907777
subject_002,"rbf[multiquadric,s=2.0]",103.28822435704318,4062.8464348338807
subject_002,tps,78.3289441387971,2423.402665857063
subject_002,pwa,69.68439870101069,3573.968208744487
subject_002,gpr,74.45528436759155,2010.05809017408
subject_002,"sim+rbf[thin_plate,s=1.0]",78.16438472840845,2345.0508778269677
subject_002,"sim+rbf[multiquadric,s=0.0]",79.67099745058073,2512.033939094865
subject_002,"sim+rbf[multiquadric,s=1.0]",72.94413816552513,1506.8474456328595
subject_002,"sim+rbf[multiquadric,s=2.0]",72.5642062243674,1390.8162377473348
subject_002,sim+tps,78.32894415823444,2423.4026679966837
subject_002,sim+pwa,69.68439870101072,3573.968208744487
subject_002,sim+gpr,75.98462830571633,2265.017540286843
subject_003,similarity,139.6773462636012,11429.140716698768
subject_003,poly,118.77379605710232,9652.680805763708
subject_003,"rbf[thin_plate,s=1.0]",118.23965338989892,8987.508545377554
subject_003,"rbf[multiquadric,s=0.0]",117.55640435645026,10139.409613528143
subject_003,"rbf[multiquadric,s=1.0]",114.40075470875716,7273.134444493128
subject_003,"rbf[multiquadric,s=2.0]",140.7552862889673,9132.807400051526
subject_003,tps,117.20395744897762,8852.746431060523
subject_003,pwa,108.10676601878538,9041.503726341616
subject_003,gpr,109.89546443168692,5887.703425316348
subject_003,"sim+rbf[thin_plate,s=1.0]",117.48693044390905,9009.269295061791
subject_003,"sim+rbf[multiquadric,s=0.0]",120.14363199820106,9856.299509753955
subject_003,"sim+rbf[multiquadric,s=1.0]",106.65727655881253,7181.515109746068
subject_003,"sim+rbf[multiquadric,s=2.0]",104.6649964086822,7692.535186874374
subject_003,sim+tps,117.20395756019182,8852.746474300298
subject_003,sim+pwa,108.1067660187854,9041.50372634162
subject_003,sim+gpr,110.2356872689704,6611.424113785607
subject_004,similarity,97.64257184111928,4383.5792501287915
subject_004,poly,103.02918031802676,3797.285291563153
subject_004,"rbf[thin_plate,s=1.0]",142.63033838715867,17638.76298879645
subject_004,"rbf[multiquadric,s=0.0]",158.41699573303774,26147.85250787549
subject_004,"rbf[multiquadric,s=1.0]",99.02820355985766,1986.124015532827
subject_004,"rbf[multiquadric,s=2.0]",113.78037448778298,4148.221187590642
subject_004,tps,139.31932371295656,14847.085464573724
subject_004,pwa,82.15906873352759,5716.322086410578
subject_004,gpr,84.33904353002713,2068.4529365666353
subject_004,"sim+rbf[thin_plate,s=1.0]",143.0962179390041,17551.93554460003
subject_004,"sim+rbf[multiquadric,s=0.0]",163.78305475897582,30856.48508193611
subject_004,"sim+rbf[multiquadric,s=1.0]",96.93544800448338,3251.798201820267
subject_004,"sim+rbf[multiquadric,s=2.0]",94.76706533353014,3217.323635760046
subject_004,sim+tps,139.31932407549425,14847.085651066838
subject_004,sim+pwa,82.15906873352766,5716.322086410578
subject_004,sim+gpr,97.64257184111928,4383.5792501287915
subject_005,similarity,52.27110372135861,1340.7042685251115
subject_005,poly,45.271509600964464,1169.579062937761
subject_005,"rbf[thin_plate,s=1.0]",46.7307121281305,1329.795601670989
subject_005,"rbf[multiquadric,s=0.0]",47.86058507121664,1888.5556997371673
subject_005,"rbf[multiquadric,s=1.0]",60.46801943278538,1617.3357847483223
subject_005,"rbf[multiquadric,s=2.0]",86.478112975306,3826.4789280357386
subject_005,tps,46.533543958705,1247.831302310738
subject_005,pwa,48.40143031114818,2145.761108170722
subject_005,gpr,44.85274320664285,898.7956495500797
subject_005,"sim+rbf[thin_plate,s=1.0]",46.62401487227922,1294.6864416896829
subject_005,"sim+rbf[multiquadric,s=0.0]",48.1703514290704,2055.4881915193273
subject_005,"sim+rbf[multiquadric,s=1.0]",43.03147671376283,948.6769499628028
subject_005,"sim+rbf[multiquadric,s=2.0]",43.537338792262645,967.480355551406
subject_005,sim+tps,46.53354398667604,1247.83131326878
subject_005,sim+pwa,48.40143031114818,2145.761108170722
subject_005,sim+gpr,44.13883584600641,955.6002042781214
subject_006,similarity,55.464642337845625,594.4135661260015
subject_006,poly,35.8507091708946,426.69024640968814
subject_006,"rbf[thin_plate,s=1.0]",32.09283645999634,248.74027193286045
subject_006,"rbf[multiquadric,s=0.0]",32.502445174320144,281.0675127571346
subject_006,"rbf[multiquadric,s=1.0]",55.02563953398575,1840.877751893243
subject_006,"rbf[multiquadric,s=2.0]",88.15930240872237,5025.810430880382
subject_006,tps,32.1055459166187,248.03578074781308
subject_006,pwa,28.527567840715022,864.0548287737669
subject_006,gpr,35.991515700403426,216.6743483951465
subject_006,"sim+rbf[thin_plate,s=1.0]",32.117278616593744,249.62556942349352
subject_006,"sim+rbf[multiquadric,s=0.0]",33.198003879663965,264.8626504315028
subject_006,"sim+rbf[multiquadric,s=1.0]",34.46487392972226,299.2171302291962
subject_006,"sim+rbf[multiquadric,s=2.0]",36.14781515029932,303.5906931464723
subject_006,sim+tps,32.105545917112494,248.03578076877744
subject_006,sim+pwa,28.527567840714987,864.0548287737665
subject_006,sim+gpr,35.69188108246989,326.4847869784303
subject_007,similarity,96.5624915833332,3982.488542237734
subject_007,poly,86.32695635140756,2836.238391630818
subject_007,"rbf[thin_plate,s=1.0]",83.14335507560943,2672.7608427569435
subject_007,"rbf[multiquadric,s=0.0]",83.01729252025436,2946.4207895501736
subject_007,"rbf[multiquadric,s=1.0]",90.10266658186356,3323.8639458706907
subject_007,"rbf[multiquadric,s=2.0]",112.18981251488104,5594.208778905394
subject_007,tps,82.91827420167185,2700.2303307137545
subject_007,pwa,78.58995891632219,3996.890693594794
subject_007,gpr,74.46805833054,2822.0457293571126
subject_007,"sim+rbf[thin_plate,s=1.0]",82.8975403919571,2715.8999048772075
subject_007,"sim+rbf[multiquadric,s=0.0]",84.31268084507963,2748.2646107628384
subject_007,"sim+rbf[multiquadric,s=1.0]",74.76033494601796,2595.7145128908546
subject_007,"sim+rbf[multiquadric,s=2.0]",76.2935837824904,2711.0111307118073
subject_007,sim+tps,82.91827420198845,2700.230330423074
subject_007,sim+pwa,78.58995891632219,3996.890693594796
subject_007,sim+gpr,77.05154577706655,2747.449576458504
subject_008,similarity,50.13402885219091,1270.2177892094917
subject_008,poly,55.95068101183852,2322.433675602062
subject_008,"rbf[thin_plate,s=1.0]",54.77967324321509,1474.5793964411014
subject_008,"rbf[multiquadric,s=0.0]",55.91606538695119,1579.5391800974908
subject_008,"rbf[multiquadric,s=1.0]",63.29170781813894,1854.9437054069697
subject_008,"rbf[multiquadric,s=2.0]",85.71431331675338,3735.0029456996144
subject_008,tps,54.631458755511545,1469.8333624687778
subject_008,pwa,51.25689612071844,2054.3685584812565
subject_008,gpr,50.74416577583242,1088.4172565543026
subject_008,"sim+rbf[thin_plate,s=1.0]",54.65779788064053,1469.713835363163
subject_008,"sim+rbf[multiquadric,s=0.0]",56.36603883418987,1585.414042823512
subject_008,"sim+rbf[multiquadric,s=1.0]",48.57122638675358,1197.9048927923432
subject_008,"sim+rbf[multiquadric,s=2.0]",48.07205453928558,1189.1377662585282
subject_008,sim+tps,54.631458761106146,1469.833362812636
subject_008,sim+pwa,51.25689612071843,2054.3685584812565
subject_008,sim+gpr,49.47157017619733,1298.5911276856034
subject_009,similarity,124.65074612928314,3735.354223418088
subject_009,poly,99.09446086871633,3568.0582403375324
subject_009,"rbf[thin_plate,s=1.0]",90.37022485079966,3169.651078962598
subject_009,"rbf[multiquadric,s=0.0]",92.7088193040284,3621.5147200998063
subject_009,"rbf[multiquadric,s=1.0]",99.53583823141568,3927.274857082384
subject_009,"rbf[multiquadric,s=2.0]",123.30607114127044,5770.925961072745
subject_009,tps,90.30763149390744,3147.4663202818138
subject_009,pwa,91.08525784157496,4009.470608236029
subject_009,gpr,86.66992916360297,2874.861865298036
subject_009,"sim+rbf[thin_plate,s=1.0]",90.30761232693604,3146.0954431412856
subject_009,"sim+rbf[multiquadric,s=0.0]",93.31557777393664,3748.530906965082
subject_009,"sim+rbf[multiquadric,s=1.0]",87.72452174908207,3082.267201073746
subject_009,"sim+rbf[multiquadric,s=2.0]",91.26536924359992,3325.995336643539
subject_009,sim+tps,90.30763156636058,3147.466331170869
subject_009,sim+pwa,91.085257841575,4009.470608236027
subject_009,sim+gpr,99.45097341693644,3351.495159166624
subject_010,similarity,94.91804805543428,1740.6385762377608
subject_010,poly,107.35363402189412,3873.3844947740063
subject_010,"rbf[thin_plate,s=1.0]",104.0852078981483,1789.600247906019
subject_010,"rbf[multiquadric,s=0.0]",105.12426730547315,1957.934967252152
subject_010,"rbf[multiquadric,s=1.0]",110.4630236147455,3172.246032593928
subject_010,"rbf[multiquadric,s=2.0]",125.65256406911185,6851.610486289266
subject_010,tps,103.65611673601862,1758.7004621747878
subject_010,pwa,89.99650362274848,4414.346867103984
subject_010,gpr,93.94062838110868,2425.6835869975102
subject_010,"sim+rbf[thin_plate,s=1.0]",103.5216243471316,1720.7971187637474
subject_010,"sim+rbf[multiquadric,s=0.0]",108.06241227735786,2092.42636121992
subject_010,"sim+rbf[multiquadric,s=1.0]",85.37717926491425,1950.5890211068192
subject_010,"sim+rbf[multiquadric,s=2.0]",83.07518671353456,1691.14045978355
subject_010,sim+tps,103.65611680950184,1758.7004654118944
subject_010,sim+pwa,89.99650362274845,4414.346867103981
subject_010,sim+gpr,84.2670807921513,1459.154573462695
subject_011,similarity,100.57220130618812,1586.3726771178024
subject_011,poly,84.80394362903459,1711.2401755444894
subject_011,"rbf[thin_plate,s=1.0]",83.79080401694854,1286.412837202095
subject_011,"rbf[multiquadric,s=0.0]",78.4324149669192,1246.0043899982588
subject_011,"rbf[multiquadric,s=1.0]",90.83416874006944,1994.467016059282
subject_011,"rbf[multiquadric,s=2.0]",124.14973250313122,4570.039128528754
subject_011,tps,82.39302396489744,1237.6527250857846
subject_011,pwa,76.80858248853372,2933.7652094103314
subject_011,gpr,73.86744568301005,1246.395842306279
subject_011,"sim+rbf[thin_plate,s=1.0]",82.55769212454321,1260.6391368023878
subject_011,"sim+rbf[multiquadric,s=0.0]",83.02975487306357,1238.1591211786922
subject_011,"sim+rbf[multiquadric,s=1.0]",79.08439177225071,1124.6102348645854
subject_011,"sim+rbf[multiquadric,s=2.0]",80.26841386737493,1178.6615826400575
subject_011,sim+tps,82.39302399078953,1237.6527243447
subject_011,sim+pwa,76.80858248853374,2933.765209410334
subject_011,sim+gpr,81.90206665832665,1193.7909175698708
subject_012,similarity,74.02783884610233,2699.2627537267304
subject_012,poly,60.60110074951014,1783.4963006744929
subject_012,"rbf[thin_plate,s=1.0]",68.16759155640538,3177.191851307267
subject_012,"rbf[multiquadric,s=0.0]",70.30941749545102,3487.278898325551
subject_012,"rbf[multiquadric,s=1.0]",70.92903117503259,1853.2979477796143
subject_012,"rbf[multiquadric,s=2.0]",88.2280631600061,3555.505473486589
subject_012,tps,67.57882286835184,3034.2449705983236
subject_012,pwa,64.79768491367619,3813.7399231839495
subject_012,gpr,61.61070788593019,1784.261340492147
subject_012,"sim+rbf[thin_plate,s=1.0]",68.48174736320057,3275.4077060822865
subject_012,"sim+rbf[multiquadric,s=0.0]",70.4877327126332,3442.327584746328
subject_012,"sim+rbf[multiquadric,s=1.0]",58.550498838883485,1835.275950215688
subject_012,"sim+rbf[multiquadric,s=2.0]",59.203110602176224,1768.1177447402088
subject_012,sim+tps,67.578822907122,3034.2449773315757
subject_012,sim+pwa,64.79768491367619,3813.739923183949
subject_012,sim+gpr,60.15149500235604,1730.1268216961596
