x,y
1815,108
1814,108
1818,105
1826,105
1819,115
1811,129
1809,133
1810,129
1809,119
1795,123
1774,137
1775,153
1775,156
1778,156
1773,151
1777,157
1778,164
1777,170
1774,167
1778,157
1790,154
1804,153
1814,149
1819,144
1821,130
1824,136
1826,124
1823,121
1814,137
1818,134
1827,123
1826,111
1823,113
1824,110
1826,106
1825,121
1832,120
1838,133
1828,139
1832,138
1842,140
1832,151
1809,162
1792,171
1780,167
1795,160
1811,155
1818,156
1818,173
1814,189
1810,200
1811,195
1807,195
1803,201
1798,200
1802,202
1807,201
1806,204
1800,216
1804,217
1803,209
1795,206
1790,208
1788,213
1766,214
1771,211
1781,218
1785,219
1782,217
1787,221
1783,223
1793,224
1792,218
1784,205
1774,200
1763,199
1755,203
1758,204
1763,200
1763,198
1754,198
1751,200
1746,201
1746,203
1753,203
1739,200
1749,185
1792,181
1787,181
1772,191
1754,204
1765,203
1779,187
1786,171
1789,163
1793,160
1790,161
1787,161
1788,164
1782,164
1781,160
1787,160
1786,161
1784,166
1781,165
1781,165
1784,165
1780,166
1779,170
1782,172
1787,173
1785,171
1778,168
1773,177
1768,180
1778,168
1786,160
1788,157
1789,158
