x,y
1764716157.8401897,341,352
1764716157.8697164,356,345
1764716157.9054055,359,340
1764716157.940002,349,333
1764716157.9757357,342,335
1764716158.0049112,348,335
1764716158.0401,350,337
1764716158.080484,345,332
1764716158.110034,349,326
1764716158.140584,347,328
1764716158.176537,341,316
1764716158.2102232,344,311
1764716158.2405596,358,320
1764716158.2699933,369,326
1764716158.30502,377,330
1764716158.335587,367,322
1764716158.3746629,364,319
1764716158.404888,357,314
1764716158.4360092,354,315
1764716158.4698863,348,311
1764716158.504874,345,310
1764716158.5347228,346,309
1764716158.5749867,341,312
1764716158.6057775,340,306
1764716158.6401298,341,297
1764716158.6704617,340,298
1764716158.7003233,341,306
1764716158.7452526,338,318
1764716158.775466,341,328
1764716158.8057086,343,330
1764716158.8405359,342,329
1764716158.8699965,339,329
1764716158.9104557,341,333
1764716158.9397662,336,333
1764716158.9701145,321,327
1764716159.0099723,318,320
1764716159.0450635,310,312
1764716159.0809548,308,306
1764716159.1200132,309,300
1764716159.1555483,308,299
1764716159.1947112,328,317
1764716159.2204509,332,329
1764716159.254788,325,323
1764716159.2851148,319,317
1764716159.3155644,321,311
1764716159.3451583,321,308
1764716159.3756003,319,310
1764716159.4056046,314,306
1764716159.454776,312,305
1764716159.4955287,310,311
1764716159.5198097,312,321
1764716159.5450635,315,329
1764716159.591413,315,341
1764716159.6299698,326,347
1764716159.655434,339,331
1764716159.680096,336,327
1764716159.7105243,325,325
1764716159.7456028,307,327
1764716159.785859,298,329
1764716159.8248284,296,326
1764716159.8455865,304,327
1764716159.8801823,313,334
1764716159.9097419,332,347
1764716159.9565847,326,341
1764716159.9957185,315,334
1764716160.0354927,310,339
1764716160.0602257,317,350
1764716160.0997999,322,343
1764716160.1355755,327,349
1764716160.17067,330,359
1764716160.209896,334,366
1764716160.249984,328,365
1764716160.2848325,337,348
1764716160.3203516,346,347
1764716160.3602798,350,354
1764716160.3853936,353,364
1764716160.4155996,356,367
1764716160.4459324,358,367
1764716160.4906898,363,365
1764716160.5312936,367,351
1764716160.5606022,363,338
1764716160.6051493,367,336
1764716160.625593,367,343
1764716160.650135,368,346
1764716160.6848457,372,351
1764716160.7147436,376,356
1764716160.750642,386,351
1764716160.7858436,394,352
1764716160.8151639,393,348
1764716160.8556826,389,347
1764716160.8855941,375,336
1764716160.915569,373,330
1764716160.9554076,384,325
1764716160.9854288,389,320
1764716161.0156882,390,343
1764716161.0500953,373,336
1764716161.0857284,372,323
1764716161.1253307,379,317
1764716161.1557033,398,326
1764716161.1953866,401,327
1764716161.2298944,401,330
1764716161.2653835,412,331
1764716161.3008215,414,320
1764716161.3363578,418,321
1764716161.365189,414,333
1764716161.4053402,398,331
1764716161.440015,388,328
1764716161.4655669,394,312
1764716161.4962418,400,313
1764716161.52558,399,319
1764716161.5554833,395,317
1764716161.59026,394,313
1764716161.619846,401,300
1764716161.6555295,412,302
1764716161.689818,423,308
1764716161.7203557,416,320
1764716161.7548077,399,329
1764716161.7856834,389,329
