subject,model,mean_error,variance
Freddie,similarity,89.83767728834411,2878.720618964986
Freddie,poly,88.7467462800851,3134.312231215786
Freddie,"rbf[thin_plate,s=1.0]",89.45678024120353,2601.649177070492
Freddie,"rbf[multiquadric,s=0.0]",84.44712114802199,2795.752487730918
Freddie,"rbf[multiquadric,s=1.0]",133.57141867230663,6028.78368126511
Freddie,"rbf[multiquadric,s=2.0]",194.65574106324362,14959.769053151105
Freddie,tps,87.70327380937148,2618.5715537379147
Freddie,pwa,94.94838235095645,6397.136579099813
Freddie,gpr,76.39573801048584,2583.412765579964
Freddie,"sim+rbf[thin_plate,s=1.0]",88.24646743082904,2612.468352088195
Freddie,"sim+rbf[multiquadric,s=0.0]",88.43653338667245,2453.6728415506445
Freddie,"sim+rbf[multiquadric,s=1.0]",82.95972717344112,2670.7362129169055
Freddie,"sim+rbf[multiquadric,s=2.0]",82.02952947491764,2659.307486719166
Freddie,sim+tps,87.70327381158805,2618.571553673508
Freddie,sim+pwa,94.94838235095642,6397.1365790998125
Freddie,sim+gpr,83.81255444847977,2622.51628508811
Jane,similarity,78.4235281622219,2208.2414755181385
Jane,poly,93.56911758079035,2747.5042682302583
Jane,"rbf[thin_plate,s=1.0]",84.84853594868596,2513.813401727846
Jane,"rbf[multiquadric,s=0.0]",82.42371301231725,2384.0262679045168
Jane,"rbf[multiquadric,s=1.0]",113.83906247152476,3878.540882297154
Jane,"rbf[multiquadric,s=2.0]",167.06164828627013,10348.376501155719
Jane,tps,83.54074092091751,2472.975167882291
Jane,pwa,120.95855738645992,14310.70146474643
Jane,gpr,91.03036972808867,3792.022748127954
Jane,"sim+rbf[thin_plate,s=1.0]",83.50066907392514,2443.1116932414975
Jane,"sim+rbf[multiquadric,s=0.0]",85.29718548036887,2534.456140920073
Jane,"sim+rbf[multiquadric,s=1.0]",73.68873090693201,1499.9141773920016
Jane,"sim+rbf[multiquadric,s=2.0]",72.98747933827057,1420.912987521949
Jane,sim+tps,83.54074092860951,2472.9751684366065
Jane,sim+pwa,120.9585573864599,14310.701464746426
Jane,sim+gpr,78.61426136455451,2057.761646036503
Joao,similarity,145.3137003964301,12806.785543850316
Joao,poly,138.76934544558912,11553.277696606665
Joao,"rbf[thin_plate,s=1.0]",151.82762434390438,17242.47702483307
Joao,"rbf[multiquadric,s=0.0]",138.0390796541555,12783.223254036342
Joao,"rbf[multiquadric,s=1.0]",171.05624207529078,9594.24620318562
Joao,"rbf[multiquadric,s=2.0]",221.88272742631048,14944.048712510452
Joao,tps,146.8135851135046,15918.43565577076
Joao,pwa,130.42035320742042,14144.934377690972
Joao,gpr,146.3930891933978,11147.904568551548
Joao,"sim+rbf[thin_plate,s=1.0]",149.49544676726316,16596.71949152519
Joao,"sim+rbf[multiquadric,s=0.0]",144.64284504645605,14413.118934924321
Joao,"sim+rbf[multiquadric,s=1.0]",119.1563939087839,10569.393849987395
Joao,"sim+rbf[multiquadric,s=2.0]",120.80762798256782,10870.731922343326
Joao,sim+tps,146.81358524906264,15918.435685871546
Joao,sim+pwa,130.4203532074204,14144.934377690968
Joao,sim+gpr,129.58251844035937,10899.559355587786
Khushee Goel,similarity,104.21103242784643,6691.072531569422
Khushee Goel,poly,120.19978297891625,6782.132821953725
Khushee Goel,"rbf[thin_plate,s=1.0]",118.04392942049014,6784.181614664055
Khushee Goel,"rbf[multiquadric,s=0.0]",106.6235868592062,4031.6808891553505
Khushee Goel,"rbf[multiquadric,s=1.0]",119.97902508328745,2982.0805113084034
Khushee Goel,"rbf[multiquadric,s=2.0]",170.69608327708343,7410.243167489212
Khushee Goel,tps,116.1844435587492,6439.29612638479
Khushee Goel,pwa,135.63155623737143,22958.725796307564
Khushee Goel,gpr,84.84772603612927,1340.484766841784
Khushee Goel,"sim+rbf[thin_plate,s=1.0]",117.78702625864099,6562.775770558775
Khushee Goel,"sim+rbf[multiquadric,s=0.0]",119.6469344561244,7361.576658132621
Khushee Goel,"sim+rbf[multiquadric,s=1.0]",108.62803635306405,6051.113924851238
Khushee Goel,"sim+rbf[multiquadric,s=2.0]",106.66126955379325,6185.313879650445
Khushee Goel,sim+tps,116.18444357940486,6439.296131207027
Khushee Goel,sim+pwa,135.63155623737143,22958.725796307564
Khushee Goel,sim+gpr,104.45824058545833,6630.137202398588
Liu Jiaqi,similarity,53.62385590886442,1395.3858369044692
Liu Jiaqi,poly,56.21255173064446,1838.0365561101853
Liu Jiaqi,"rbf[thin_plate,s=1.0]",48.88572598634321,1442.1648512264899
Liu Jiaqi,"rbf[multiquadric,s=0.0]",55.70870736171432,2681.974151340803
Liu Jiaqi,"rbf[multiquadric,s=1.0]",102.09146581909052,3675.7806240916675
Liu Jiaqi,"rbf[multiquadric,s=2.0]",153.32987499811014,9364.011528682038
Liu Jiaqi,tps,48.8295256540861,1315.7288765376984
Liu Jiaqi,pwa,74.90901502111724,8875.446966455467
Liu Jiaqi,gpr,59.90747171046951,2238.5685339138467
Liu Jiaqi,"sim+rbf[thin_plate,s=1.0]",48.96543185333759,1390.7778027998231
Liu Jiaqi,"sim+rbf[multiquadric,s=0.0]",52.077540454689284,2612.4834297130333
Liu Jiaqi,"sim+rbf[multiquadric,s=1.0]",46.87176957450356,1110.2965089117063
Liu Jiaqi,"sim+rbf[multiquadric,s=2.0]",47.96325426205742,1136.8464819608598
Liu Jiaqi,sim+tps,48.82952568812591,1315.7288858195268
Liu Jiaqi,sim+pwa,74.90901502111724,8875.446966455467
Liu Jiaqi,sim+gpr,49.22869091975688,1201.9377860844897
TJ,similarity,49.98502914159289,517.8823000324205
TJ,poly,51.85476756307904,1069.315075470901
TJ,"rbf[thin_plate,s=1.0]",41.10973700944015,273.3747151367473
TJ,"rbf[multiquadric,s=0.0]",47.806720861770756,573.3395766205151
TJ,"rbf[multiquadric,s=1.0]",102.10095148359856,3930.6390056644464
TJ,"rbf[multiquadric,s=2.0]",159.2307191724804,10463.010596073276
TJ,tps,41.182705505247995,294.3719908891656
TJ,pwa,75.12347235425649,14615.984149014323
TJ,gpr,50.016395655397176,910.5287360223292
TJ,"sim+rbf[thin_plate,s=1.0]",41.17916618072316,292.3264986325789
TJ,"sim+rbf[multiquadric,s=0.0]",43.77113813575505,341.5820040236657
TJ,"sim+rbf[multiquadric,s=1.0]",36.938497597320506,216.46703322290458
TJ,"sim+rbf[multiquadric,s=2.0]",38.60619998290195,245.82602541936492
TJ,sim+tps,41.1827055024991,294.37199085264115
TJ,sim+pwa,75.12347235425648,14615.984149014323
TJ,sim+gpr,44.51784176517001,400.82100263816824
Tristan,similarity,98.73744212446938,4902.9726586512925
Tristan,poly,94.42567698352715,3281.2284839260724
Tristan,"rbf[thin_plate,s=1.0]",85.41954491193216,3245.814372566793
Tristan,"rbf[multiquadric,s=0.0]",93.51932426534748,3925.0662986436773
Tristan,"rbf[multiquadric,s=1.0]",128.53397344658916,5647.145595544427
Tristan,"rbf[multiquadric,s=2.0]",166.03335254943954,12161.516597529995
Tristan,tps,85.90542671098653,3316.4096752481473
