timestamp,target_index,target_x,target_y,original_gaze_x,original_gaze_y,rbf_gaze_x,rbf_gaze_y,poly_gaze_x,poly_gaze_y,original_dx,original_dy,rbf_dx,rbf_dy,poly_dx,poly_dy,spread,n_samples
2025-11-15T15:32:18.469,6,1215,596,1223.6833333333334,657.9166666666666,,,,,8,61,,,,,52.54,120
2025-11-15T15:32:24.867,10,1215,1060,1269.310924369748,1082.3949579831933,,,,,54,22,,,,,31.67,119
2025-11-15T15:32:31.261,4,163,596,155.8235294117647,597.9495798319327,,,,,-7,1,,,,,49.37,119
2025-11-15T15:32:44.038,3,1741,132,1622.9579831932774,202.890756302521,,,,,-118,70,,,,,59.16,119
2025-11-15T15:32:50.428,9,689,1060,713.2268907563025,1004.0840336134454,,,,,24,-55,,,,,44.42,119
2025-11-15T15:32:56.832,8,163,1060,235.61818181818182,1176.4272727272728,,,,,72,116,,,,,87.86,110
2025-11-15T15:33:03.222,13,952,364,919.8965517241379,381.4568965517241,,,,,-32,17,,,,,44.23,116
2025-11-15T15:33:09.613,2,1215,132,1242.675,124.825,,,,,27,-7,,,,,38.3,120
2025-11-15T15:33:16.002,12,426,364,505.46666666666664,365.5083333333333,,,,,79,1,,,,,70.12,120
2025-11-15T15:33:22.406,7,1741,596,1717.9,522.4333333333333,,,,,-23,-73,,,,,20.42,120
2025-11-15T15:33:28.794,5,689,596,604.725,537.1916666666667,,,,,-84,-58,,,,,47.38,120
2025-11-15T15:33:35.187,14,1478,364,1413.6470588235295,431.4621848739496,,,,,-64,67,,,,,56.61,119
2025-11-15T15:33:41.592,15,426,828,491.7416666666667,769.8416666666667,,,,,65,-58,,,,,53.59,120
2025-11-15T15:33:47.995,1,689,132,683.7647058823529,185.8235294117647,,,,,-5,53,,,,,33.44,119
2025-11-15T15:34:00.773,11,1741,1060,1829.103448275862,1010.8103448275862,,,,,88,-49,,,,,20.91,116
2025-11-15T15:34:07.171,16,952,828,1010.4033613445379,822.7226890756302,,,,,58,-5,,,,,37.5,119
2025-11-15T15:34:13.571,17,1478,828,1513.5762711864406,805.6355932203389,,,,,35,-22,,,,,36.1,118
2025-11-15T15:34:19.973,0,163,132,85.5126050420168,95.85714285714286,,,,,-77,-36,,,,,44.14,119
